,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.274476656603147,0.192026710329038,0,0.120382004007418,0,-0.113586854531486,0,0,0.136166886380483,0,0,0,0,-0.101770988157406,0,0.111826435895221,0,0,0,0,0,0,0,0.151935015186036,0,0,-0.0861532326121919,0,0.100786185530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289765640473239,0,-0.0556962121877708,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.1460937528168,0,0,0,0.297880187892764,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0726529826166411,0,0,0,0,0,0,0,-0.223518180122845,0.289913443550439,0,0.173655765113246,0,0,0,0,0,0.0751575958666583,0,0
X601939.CH.EQUITY,0.39098211185059,0,0,0.072368068503025,0,0,0,0,0,0,0,0,0.223108617696341,0,0,0,0,0,0,0.0861763538745846,0.0866366440960093,0,0,0.0887144719987686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298186687607218,0,0,0,0,0,0,-0.0165116096639911,0,0,-0.0190911994977951,0.0952882543421705
X601288.CH.EQUITY,0.441045251244326,0,0.139334153121941,0,0.0333971687222889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287017437493057,0,0,0,0,0,0,0,0,0,0,0,0.100390234844762,0,0,-0.0382203394354961,0,0.0549622452348105,0.0847796343080092,0,0,0.196705782799951,0,0,0,0,0,0,0.13851922651468,0.0286613014395175
X5.HK.EQUITY,0,-0.190471828298881,0,0.237129453028825,0,0,0,0,-0.191628769680735,0,0.118397852138247,0,0,0,0.186332945429658,0,0,0.261280983581595,0,0,0,0,-0.0160354688808751,0.339619435169768,0,0,0,0,0,0,0,0,0,0,0,-0.161824582926909,0.158228744201818,0,0.00418081697979421,0,0.160915545695621,0,0.0699906108148793,0,0,0,0,0,-0.225936520429646,0
X601988.CH.EQUITY,0.139118920959387,0,0,0.184868881688626,0,0,-0.0304822577931647,0.0643340425790509,0,0.130831479595844,0.254278645752976,0,-0.0699641347188251,0,-0.27405742126296,0,0,0,0,0,0,0.339550925014963,0,0,0,-0.0749879914328882,0,0.087300600467331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600109119217851,0,0,0,0.0538363479487414
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0
X601628.CH.EQUITY,0,0,0,0.233727725113886,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.350811027042731,0.0947710314080641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909004635077702,0,0,0.0160224524876849,0,0,0,0,0,0,0,0.0454367090913279,0,0,0.0369165273365928,0,0,0,0,0,0.217759880895223
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342380947874642,0,0,0,0,0,0.170929984847009,0,0.137196311255386,0,0.166636233880441,0,0,0,0,0.0207290543998027,0.386941974513342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534637701427088,0,0,0,0
X601166.CH.EQUITY,0.0494110116055383,0,0.00544215175910289,0,0,0.107949624592734,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.211256463403876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456796094157053,0,0.234456442520932,0,0,0,0,0,0,0.135945505194873,0,0,0,0,0,0,-0.0669587150505795,0,0,0.0455884375758837
X601328.CH.EQUITY,0,0,0.0351729185690645,0,0,0.109319614330312,0,0,0,0.0205455966706364,0,0.208807649000392,0,0.0715264397693649,0,0,0,0,0,0.225650081652025,-0.168520537145547,0.159114332697677,0.0211271358554248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245029367855544,0,0,0,0,0,0,0,-0.0276502995503141
