,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.213675820434598,0,0,0.0118658025825783,0,0.405105342888699,0,0,0.0132593020846324,0,0,0.0239757495405883,0,0,0,0,0,0,0,0,0,0,0.246755373355515,0,0,0,0,0,0,0,0,0.0671526866726478,0.0640800878620018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912034423548232,0,0
X601318.CH.EQUITY,0,0,0.125414565685454,0,0,0,0,0,0.21528165589391,0,0,0,0,0,0.238666284486344,0,0,0,0,0,0,0.00991220810902924,0,0,0,0,0,0.167011818585244,0.224032056883556,0,0.074781442377793,0,0,0,0,0,0,0,0,0,0.0646910190211051,0,0,0,-0.0614816734520406,0,0.0402616505267673,0,0,0,-0.0727336842614227
X601939.CH.EQUITY,0.348529372924841,0,0,0,4.33680868994202e-19,0,0.0455091318745163,0.380923447836347,0.319247146349922,0,0,0,0,0,0,0.0184767964365299,0,0.0634632112130097,0,0,0,0,0,0,0,0.0654066820884505,0,0.173262053678544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.228387410943576,0,0,0,-0.0645978743654583,0.0472104006217361,0,0.0409798958418879,0,0,0.0571979913334542,0,0,0.138368242353988,0,0,0,0,0,0,0.412220017338466,0,0.0820229208140196,0,0,0,0,0,0,0,0,0,0,0,0,-0.06782566437294,0,0,0,0,0,0,0,0,0,-0.0499976373787427
X601288.CH.EQUITY,0,0,0.0378908221895128,0,0,0,0,0.535280540908719,0,-0.049798640450629,0,0.00730309689588716,0,0,0,0,0,0,0.0744571647572362,0,0,0,0.0836022657739079,0,0.105199658186307,0,0,0.105668788197337,0,0,0,0,0,0.0295368464360147,0,0,0,0,0,0,0,0,0,0,0,0,0.0301178423086482,0,0.0210293808249838,0.0504333066550468,0
X1299.HK.EQUITY,0,0,-0.00133716585774429,0,0,0,0,-0.103046840795528,0,0.280141888561738,0,-0.108714498037456,-0.0043175450371807,0,0,0,0,0,0,0,0,0,0.175464042200126,0,0,0,0,0,0,0.0721153537733919,0,0,0,0.182297048919167,0.0239212902194266,0,0,0,0,0.210190277624905,0,0,0.202111678683401,0,0,0,0,0,0.160461927829058,0,0
X601628.CH.EQUITY,0.0698209456783574,0,0,0,0,0,0,0,0,0,0,0,-0.0236893325222342,0,0,-0.0223695897026518,0.117104096425632,0,0,0,-0.0233266947025487,0,0,-0.145554810474433,0,0,0,0,0,0,-0.0401638845776056,0,0,0,0,0,0,0.456166592050887,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0191234626842647,0,0,0,0
X601988.CH.EQUITY,3.46944695195361e-18,0,0,0,0.523841135145606,0,0,0,-0.00783912179644018,0,0,0,0,0,0,0,0,0.283642727066821,0.0428334819720129,0.146080060043871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417812613792223,0,0,0,0,0,0,0,0,0,0,-0.0982917683563211,0,0,0.00141240933626689,0,0,0
X5.HK.EQUITY,0,0,0.0088951110614575,0,0,0,0,0,0,0,0.166677840245086,0,0,0,0,0,0,0,0,0,0,0,0.241735015651272,0.0509291358880697,0,0,0.0778532927488035,0,0,0,0,0.0157897251419741,0,0.219569669948032,0,0,0,0,0,0,0.295638774609639,0,0.142810861638191,0,0,0,0.101021798808737,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.181983504939265,0.0571458964907571,0,-0.142633396910222,0,-0.172043701370661,0,0,0,0,0,0,0,0,0,0,0,0,0.140132890859255,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.228473428069855,0,0,0,0.225283383477062,0.18029062180583,0,0,0,0,0,0,0.277720960645893,0,0,0.199161429734791,0,0
