,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101883234340221,0.0639368830979329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143623570898948,0,0,0,0,0.145899288004284,-0.288884609140522,0,0,0,0,0.694967162209453,0,-0.129541450152539,0,0.139340440898694,0,0,0,-0.00681891829834155,0,0,0.0725875548058314
X601318.CH.EQUITY,0,0,0,0,0,0,0.214262135491746,0,0.165099642306456,0.0183648757882815,0,0,0,0,0,0.00643907653806056,0,0,0,0,0.0712748134419196,0,0,0,0.133018153554598,0,0,0,0.0019859700519044,0.0585880657124059,0,0.0382682924644463,0,0,0,0,0.25818045072025,0,0,0,0,0.0860179461537372,0,0,0.0488750524981009,0,0,-0.0595629295763402,0,0
X601939.CH.EQUITY,0.39968098849091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252895121497863,0,0,0,0,0,0,0,0,0,0,0.0513641164571747,0.0495196806453607,0,0,0,-0.252545596979646,-0.153021573661924,0,0,0,0,0.500865193321809,0,-0.0177634589262539,0,0.0772502000950969,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.349541290767563,0.142067241441946,0,0.566184446060354,0,0,0,0.309735324143639,0.107828643643909,-0.270426889476874,0,0,0,0,-0.184983539862352,0,0,0,0,0,0,0,0,0,0,-0.604458091807461,0,0,0,0,0,0,0,0,0,0.288618456899195,0,0,0,0,0.255913369971919,0,0
X5.HK.EQUITY,-0.067822650563161,0,0,0,0,0.00970829735413678,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.422588425134672,0,0,0.494867340562645,0,0,0.0449245539185385,0.0686117849978498,0,0,0,0,0,-0.130428249546194,0,0,-0.162308812495405,0,0,0,0,0,0,0,0,-0.147344541713624,0.204437693314468,0,0,0,0,0,0,-0.124837856036565,0
X601988.CH.EQUITY,-0.28590447795213,0,0,-0.0200827023279471,0.45249933637151,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0824954716796302,0,0,0.709291000229731,0,0.00970313605925913,0,0,-0.567811335242267,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.175329001130744,0,0,0,0,0.105088622639233,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0283982600693244,0.10031544992823,0,0.626749765352094,0,0,0,0,0,0.0283000719088673,0,0,-0.0502450550038279,0.0443605579157231,0,0,0,0,0,0.0304005713648703,0,0,0,0,0,-0.0815751585505534,0,0,0,0,0,-0.0518509722042789,0,0.115859216566402,0,0,0,0,0,0,0,-0.293051536645865
X1299.HK.EQUITY,0,0.0261278491378536,0,0,0.139485789646978,0.0219008056546301,0,0,0.113806376331258,0,0,-0.0547223767908044,0,0.0480505037720888,0.244212187662095,0,0,0,0,0,0,0,0,0,0,0.123213668413284,0,0,0,0,0.17843725616955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.124420314530519,0.00848370803010351,0.0423055994501517,0,0,0,0,0,0,0.107583342268821,0,0,0.274277963760305,0,0,0,0,0,0,0.0540126023242387,0,0,0,0.0478437704277576,0,0,0,0,0,0,-0.0503469450554258,0,0,0,0.18004068028809,0.101834289040395,0,0,0,0,0,0,0,0,0.00102279993809327,0,0,0,0
X601328.CH.EQUITY,0,0.036081472847037,0.0798963607351016,0.0613841524467302,0,0,0.574449843464597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283795806499055,0,1.0842021724855e-19,0,0.212802284152748,0.148527091115761,0,0,0,0,0,0,0,0,0,0,0,-0.0886373655962413,0,-0.0613337123848704,0,0,0,0.0212219246903375,-0.286013974722017,-0.00364457952304056,0,0,0
