,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.11487657125355,0,0.400628092990997,0,0,0.0165574527299799,0,0.219329220307493,0.0119297133448754,0,0.143889547387547,0,0,0,0,0,0.0748045121634125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640960453846728,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601939.CH.EQUITY,0.351735128298428,0,0,0.0304898643072028,-1.38777878078145e-17,0,0,-0.0525156938661973,0,0.0236422499962443,0,0,0.550147402409969,0,0,0,0,0,0,0,0,0,0,0,-0.0342560841680787,0,0,-0.0145720395425521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323645034694217,-0.0755623560304883
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0,0
X601288.CH.EQUITY,0.390690314842998,0.00417780083074735,0,0,0.347087248368148,0,0,0,0,0,0.100352277510656,0,0,0,0,0.0584169095235514,0,0.062075709549933,0,0,0,0,0,0,0,0,0,0,0,0.0136224235118009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378527625181244
X601988.CH.EQUITY,0,0.0303024411393502,0,0.341764951150273,0,0,0,0,0,0,0.195140677621512,0.0807310838446211,0,0.105289501953383,0,0,0,0.16862503831176,0,0,0,0,0,0,-0.0290870584750917,0,0,0.0388916626381419,0,0,0,0,0,0,0,-0.0117808059067469,0,0,0,0,0,0.0715983482026734,0,0,0,0,0,0,0.0329380193293071,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0391920558947361,0,0,0,0,0,0.102021693972133,0,0,0,0,0.569908166804292,0,0.0437285037297138,0,0,-0.381930963002953,0.467261833275371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245118040543797,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0322148981159621
X600036.CH.EQUITY,0,0,0.0422979845052656,0,0,0,0,0,0,0,0,0.413459539791141,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0520738805915823,0,0,0,0,0.123572922489505,0,0,0,0,0,0,0,0,0.108067459821836,0,0.00954871408838396,0,0,0.053137151018997,0,0,0,0,0,0,0,0.238546734693751,0.0198262952114398
X1299.HK.EQUITY,0.0521976507632682,0,0,0,0,0,0.0563816496705521,0,0.0128489816401174,0,0,0,0,0,0.242270669900433,0.178697310293137,0,0,0,0,0.17361812905907,0,0.0759544970249703,0,0,0.127575047148724,0,0,0,0,0,0,0,0,0.0640356827613492,0,0,0,0,0,0.0429376525373821,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0237804334377253,0,0,0,0,0,0.106586967211785,0,0,0,0.262306080208482,0,0.296371889448948,0,0,0,0,0,0,0,0,0,0,0,0.0575747877018706,0,0,0,0,0.126778039117382,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0
X601658.CH.Equity,0,0,0,0.225825174647751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465054122791,0.61959744883374,0,0,0,0,0,0,0,0,0,0,0,-0.0185310936707327,0,0,0,0,0,0.215822174246707,0,-0.562139306715979,0,0
