,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.106381176315191,0,0.373955422791239,0,0,0.0148073373476575,0,0.154619033685894,0,0,0,0,0,0,0,0,0.152393175570968,0,0,-0.0572120044492697,0,0,0,0,0,0.00490249389229115,0,0,0,0,0,0,0,0,0,0,0.100715050105494,0,0,0,0,0,0,0,0,0,0,0.107290284150703,0,0
X601939.CH.EQUITY,0.362410160119089,0,0,0,0,0,0,0,0,0,0,0.0383575371952656,0,0.4969817131062,0,0,0,-1.73472347597681e-18,0,0,0,-0.0338536154252934,0,0,0,0,-0.0344237673004345,0,0,0,0,0,0,0,0.0631599699105668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235069458415044,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.39546462354928,0.0370089601599135,0,0,0.37251227163584,0,0,0,0,-0.0141061593410381,0.102738948008743,0,0,0,-0.00348197254074406,0,0.0630665878620746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031634144617195
X601988.CH.EQUITY,0,0.0372605473957392,0,0.270295795415956,0,0,0,0,0,0,0,0,0,0.0215413416599281,0,0,0,0.109951248841816,0,0.273421296845714,0,0,0,0,0,0,0,0,0,0,0.0540043270426649,0,-3.46944695195361e-18,0.0959910458042438,0,0,0,0,0,0,0,0,0,0.00887261968345956,0,0.0854039369452886,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.075025565402043,0,0,0,0,0,0,0,0,0.111686687296819,0,0,0,0.251786281459936,0,0,0,0.513349876350768,-0.0902370586306609,0.0691335965232824,-0.12251862149652,0,0,0,0,0,0,0.107064889203101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430748056074878,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00100179919555166,0.168166262057503,0,0,0,0,0,0,0,0,0,0.212005991188774,0,0,0,0.271429881434604,0.0761324251215204,0,0,0,0,0,0.0802718957690431,0,0,0,0,0.297510969815241,0,0,0,0,0,0,0,0.0201448803790196,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176117850391225,-0.0110616370744433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476158307415243,0,0,0.313400856227391,0,0,-0.101523645325229,1.26560347144372,0,0,0,0,0,0,-0.0460952967104105
