,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.282813913360929,0.146828465357426,0,0.213141553103898,0,-0.139998783837357,0,0,0,0,0,0,-0.0830700420058805,0,0,0.0977606608477434,0,0,0,0,0,0,0,0,0,0.235235535884178,-0.121773528431537,0,0,0.0670272192476181,0,0,0.0681174933711631,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0621795425535119,0,0,0,0.0565931986754354
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.239771378166934,0,0.0704110479975727,0.285849219826114,0,0,0,0,0,0.0321724497731657,0,0,-0.0314486284845789,0,0,0,0,0,-0.0413564535045725,0,0.0537355496809412,0,0,0,0,0,0,-0.254391329007441,0.218614054890078,0,0,0.230766598541012,0,0,0,0,0,0,-0.0198604776032967
X601939.CH.EQUITY,0.35697066602888,0,0,0.0932961861882043,0,0,0,0,0,0,0,0,0,0.103432170659011,0.0625009950201507,0,0,0,0,0.189139760351645,0.0138705444992265,0.0414546097106735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310887380405457,0,0,0,0,0,0,-0.0770799652924843,0,3.46944695195361e-18,-0.0278158139226488,0.105372670754099
X601288.CH.EQUITY,0.457912650053674,0,0.119303574273631,0,0.0448813923051517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816164663565,0,0,0,0,0,0,0,0,0,0,0,0,0.0852097648180684,0,-0.046134836961618,0,0.113262433576264,0.106391960480183,0.043197175393916,0,0,0.0284806328961233,0.120233331735989,0,0,0,0,0.0674996367706485,0.0360643126354064
X5.HK.EQUITY,0,-0.178434593536936,0,0.355147034327441,0,0,0,0,-0.221111384848969,0,0.133616373242934,0,0,0,0,0.0860425174983561,0,0.0930254329214121,0,-6.93889390390723e-18,0,0.54960492629474,0,0,0,-0.0758326943971601,0,0,0,0,0,-0.0217593799943958,0,0,0,-0.133960528312216,0,0,0,0,0.137539255209638,0,0,0,0,0,-0.0679263589713136,0,-0.142136823672888,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0.162831570228163,0.153107653615222,0,0,-0.0583601650603563,0,0,0.213642073756182,0.109989600990135,0,0,-0.0429851726459127,0,-0.109176518351001,0,0,0,0,0,0,0.453615397815602,0,0,0.0389460422292499,0,0,0,-0.0468829353829821,0,-0.0451974892044874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833517773237891
X600036.CH.EQUITY,-0.109468142526516,0.273796886201922,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.200477502150106,0.0175182626873411,0,0,0,0.0941488468036242,0,0,0.190311339230191,0,0,0,-0.0401007940149269,0,0,0,-0.0661454672119063,0,0.349331298645331,0,0,0,0,0,0,0,0.042607189009432,0.00827760711053139,0,0,0,0,0,0.0988225147812557,0.0599839555505598,0,0
X601628.CH.EQUITY,0,0.19449278327,0,0.385141794087591,0,0,0,0,0,0,0,0,0.0628690281048233,0,0,0,0,-0.0277387096531271,0,0,-0.0686271379746163,0,0,0,0,0,-0.0043002661004809,0,0,-0.0634097156725089,0,0,0,0.154002881278452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185393048263764
X1299.HK.EQUITY,0,0,0,0,0,0,0.101820906389987,0,0,0,0,0,0,-0.076109467687837,0,0,0,0.202146839344999,0.312664977613275,0,3.46944695195361e-18,0,0,0.0589384210488578,0,0,0.0150379181627237,0,0.208434494375598,0,0,0,0.0714374849828816,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0588648798160739
X601166.CH.EQUITY,0.104279250252258,0,0,0,0,0.0410045456323943,0,0,0,0,0,0,0,0,0.23963534374301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462690638606831,0,0.230581192134194,0,0,0,0,0,0.0945580939026314,0,0,0,0,0,0,0,-0.0396384025199667,0,0.0334160912301663
