,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.248575178780911,0,0.246516004104562,0,0,0,0,0,0,0,0,0.26108670486122,0,0,0,0,0.0345392309185349,-0.134775202671633,0,0,0,0,0,0,0,-0.0566435362379534,0,0,0,0,0,0,0,0,0,0,0,0,0.0652439488000079,0,0,0,0,0,0,0,0.0688574871119101,0,0,-0.0111617007365668
X601318.CH.EQUITY,0,0,-0.0958874138391724,0,0,0.0424371322613711,0.0146487832227558,0,0.220191920143519,0,1.73472347597681e-18,0,0.12490501674073,-0.00270934098903957,0,0,0.225120434180682,0,0,0,0,0,0,-0.0719127210059141,0,0,-0.103939943060107,0,0,0,-0.17354644164961,0,0,0,0.257220869836986,0,0,0,0,0.205807044063762,0.284646514706996,-0.229375582083963,0,0.268644410361006,0,0,0,0,0,0,-0.055974655323652
X601939.CH.EQUITY,0.659592795401883,0,0,0,0,0,0,0,0,0,0.0833470198240708,-3.46944695195361e-18,0.0332745204177585,0,0,0,0,0,0,0,0,0,0,0,0.00168320489785035,0,0,0,0,0,0.0561468189435452,0,0,0.24139917421289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.496516184200327,0,0.0157762285285167,0,0,0.256085582029172,0,0,0,0,0,0,0,0,0,0,0,0.074124065506411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17966836978134,0,0,0,0,0,0,0,0,-0.059195493956803
X5.HK.EQUITY,0,-0.173539252099991,0,0.240788357170177,0,0,0,-0.106630134954281,0,0,0,0,0.27119411115701,0,0,0,0,0,0.00264099055471998,0,0.550021860544274,0,0,0,0,0,0,0,0,0,0.18415555039637,0,0.0128433510422561,0,0,0,0,0,0,0,0,0.110600787942567,0,0,-0.117978489567768,0,0,0.0670237278906415,0,-0.0683370122506382,0
X601988.CH.EQUITY,0.184986696035413,0.0381205259824083,0.209939064270291,0,0,0,0,0,0.143279825574781,0,8.67361737988404e-19,0.0170726631770074,0,-0.202491220869229,0,-1.73472347597681e-18,0,0,0,0,0.0785806068231255,0,0.154373696755188,0,0,0,0,0,0,0,0,0,0,0.0526649808999325,0,0,0.0295611475140873,0,0,0.194881506351065,0,0,0,0.0829068917420172,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.186499564832363,0,0,0.0291601697999653,0,0.124309522404335,0,0.364516140452876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555979534506448,0,0.0787730015967741,0.0119913851773402,0,0.0714249344075159,0,0,0,0.0580912364974538,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135288494009051,0,0,0,0.120735087399923,0,0,-0.0793426750760014,0,0,0,0.231229316726768,0,0,0.0624438682456002,0,0,0.030728143815574,0,0.0316519543730187,0,0.0585851621995455,0,0,0,0,0.0187186996841577,0.250644880049241,0,0.00376767547195985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.356040125909755,0.138270317486456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657675421004804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138556043774408,0,0,0,0,0,0,0,0,0,0,0.0545515110629844,0,0,0.122450176410604
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262265760101253,0,0,0,0,0.0962456401063787,0,0,0,0,0,0,0,0.502173526114859,0,0,0,-0.451855222378207,0,0.266241042604309,0,0,0,0.252904595596827,0.0879492406335573,-0.141776866853044,-0.351417074623118,0,-0.30901770367335
X601166.CH.EQUITY,0,0,0,0.00900260083252738,0,0,0.45199086589535,0.0399936085862392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434950394984241,0.0876880561091152,0,0,0.364110938869014,0,0,0,0,0,0,0,0,0,-0.00455631117421563,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0840257419612475,0,0,0,0.0462716250790631,0,0,0,0,0,0.54573360807082,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0309977068929535,0,0,0,0,0,0,0,0.123144845204588,0,0,0,0,0,0,0,0.0920675313576333,-0.0147297919128379,0,0,0,0,0,0,0,0.0369414363646016
X600000.CH.EQUITY,0,0.0860811961797311,0,0.0489381004245988,0.123711483444627,0,0,0,0,0,0,0.28151865262082,0,-0.0203228911065905,0.377538239958678,0,0,0,0,0,0,0,0,0,0,-0.05629752791945,0,0,0,0,0,0,0,-0.110127561701713,0,0,0,0,0,0,0,0,0.110276344446468,0.195331606910577,0,0,0,0,0,0,0.0904043743878059
X000002.CH.EQUITY,0,0.0345452770043586,0,0.0566634427358702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011527179153146,0,0,0,0.117919368013956,0,0,0,0,0,0,0,0.48646539820848,0.0193403348672477,0,0,0,0,0,0.24273098672561,0,0,0,0,0,0,0,-0.154596137554288,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.267698998589297,0,-0.135196644138895,0,0,0,0.0598437795089879,0,0,0,0,0.0458595203228152,-0.0435547538169513,0.153818040364516,0,0,0,0,0.175212284294279,0,0.185793916132196,0,0.276997325444667,0,-0.0102347661789559,0,0,-1.0842021724855e-19,0.315100664661998,0,-0.128355096728971,0,0,-0.0635203188599408,0,0,0,0,0,0.160448127010604,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.043131745824406,0,0,0,0,0,-0.0875410012405776,0,0,0,0,0,0,0,0,0.0663255134275502,0,0,0,0,0.40848621729411,0,0,0,0,0,0,0,0.09859577606629,0,0.213539944298369,0,0,0,0,0,0,0.0459070282053061,0,0,0,0,0,0,0,0,0,0.135402066758997
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.114962800479998,0.371615708943551,0,0.157134343420846,0,0,0,0,0,0,0.0298452586546741,0,0,0,0,0,0,0,0.0189919570265174,0.0748102314874302,0,0,0,0,0,0.0643144662530679,0,0,0.094208336304072,0,0.216031044214486,0,0,0,0,0.0827828275059562,0.142001005719433,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.05051024310938,0,0,0,0.0271849341693982,0.0926188791056989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468769115634789,0,0,0,0.0615532106557303,0,0,0,0.057528917993836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735015516219529,0
X688.HK.EQUITY,0,0,0,0.266652665763165,0,-0.33155766751208,0,0,0.089611724476217,0,0,0,0,0.248814045086246,0,0.214965673189296,0,0,0,0,0,0,0,0,0,0,0,0.381491145592768,0,0.0588875761250166,0,0,0,0,0,0,-0.0448283019622072,0,0,0,0,0,0.209067337224543,-0.174500374450304,0,0,0,0,0.146974227923827,0,0
