,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.488299275542228,0,0,0,0,0,0,0,0.21650562885486,0,0,0,0.137533997666568,0,0.0586160748459458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031929590623825,0,0,0,0,0,6.93889390390723e-18,0,0,0.0782947003082652,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791,0
X601939.CH.EQUITY,0,0,0,0.725098293346538,0.0318636514544468,0.0537879074324645,0,0,0,0.234247264958724,0,0,0,0,0,0,0,0,0,0,0.0502187843294108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233091578485927,0,0.0230688234280818,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.18037648668145,0.0846785530783092,0,0.635215724311083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366659386724937,0.0523539348209064,0.0458663919271308,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.119324717535099
X5.HK.EQUITY,0,0.0653706087644998,0,0,0,0.146614441857646,0,0.3133585690905,0,0,0,0,0,0,0.0102642599749231,0,0,0,0,0,0,0,0,0,0,0.0110335669458419,0,-0.181638506697918,0,0,0,0,0,0,0,0,0.116735351939443,0,0,0.28774717025395,0,0,0,0,0,-0.0867465158662323,0,0,0.0543154484692152,0
X601988.CH.EQUITY,0,0,0.0375347911514935,0,0.268100361204311,0,0,0.0509354685071128,0,0.0632467412849716,0.179910882169601,0,0,0,0,0.164461610137756,0,0,0,0,-0.0818583152844492,0,0,0,0.137802067573924,0,0,0,0,0,0,-0.194133915122123,0,0,0,0,0,0,0,0,0.0721449027766801,0,0,0,0,0,0,0,-0.0247399732691464,0
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.191343746366978,0,0,0,0,0,0,0,0.0897820449303798,0,0,0,0,0.193730491040641,0,0,0,0,0,0,0,0.0316674874475743,0,0.08494809556646,-0.209880455367252,0,0.0697853215003288,0,0.0582121295958067,0,0,0,0.40909829650276,0,0,0,0,0,0,0,0,0,0,0,0,0.0586616780065049
X601628.CH.EQUITY,0,0.109957341440204,0,0.00633959506031309,-0.0905882968161938,0,0,0,0,0,0,0.0298264269413636,0,0,0,0,0.180306611803435,0,0,0,0,0,0,0,0,0,0,0.0153135414529033,0,0,0,0,0,0,0.425344574176369,0,0,0,0,0,0,0.202362094917211,0,0.0851556363195509,0.0701476842125626,-0.0203527986528092,0,0,0,0
X601328.CH.EQUITY,0,0,0.085880633347987,0,0,0,0.397746664547097,0,0,0,0,0,0.434578669972136,0,0,0,0,0,0,0,0.151513569373659,0,0.237574631330377,0,0,0,0,0,0,0,0,0,-0.113926836964869,0,0,0,-0.0666462597072466,0,-0.125882978376113,0,0,0,0,0,0,0,-0.139561426212265,0,0,0
X601166.CH.EQUITY,0.160789520888835,0,0.0287242451440398,0.271074068752354,0,0,0,0,1.73472347597681e-18,0.123296603171721,0,0,0.156703218114143,0,0,0,0,0,-0.00247115354831072,0.0858813276282643,0,0,0,0,0.060342076840056,-0.062494199498887,0,0,0,0,0,0,0,0,0,0.115287814568581,0,0,0,0,0.0729136801136642,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0502287068753454,0,0,-0.16206141828552,0,0,0,0,0,0,0,0,0,0,0.00501032544073122,0,0,0,6.93889390390723e-18,0.0163185759023892,0,0,0,0,0,-0.0600765369991565,0,0,0,-0.00513425088955827,-0.00224490610729843,0,0,0,0.0357983952542502,-0.0600259445388398,0,0.131801170969009,0,0,0,0.380042583315756,0,0,0.110755313765691,0,0,0,-0.222655962145357
X600000.CH.EQUITY,0,0,0.273360502124584,0,0.0533804078683702,0,0,0,0,0.19347860369369,0.249437531274125,0,0,0,0,0,0,0,0,0,0.125290027934467,0,0,0,0,0,0.197761884248791,0,0,-0.154611339322017,0,0,0,-0.0496002652645159,0,0,0,-0.141771620947948,0,0.0473096407127268,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0473026556685298,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0214646767369085,0,-0.268170305028252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183205908238927,0.142157398541138,-0.114397136880649,0,0,0.168156074703148,0.416224382045299,0,0,0,0,0,0,0,0,0,0.428729005625538,0,-0.0686761258346674,0
X11.HK.EQUITY,0,0,0.148436343045063,0,0.0417472708362378,0.21424839735321,0,0,0,0,0,0.130657445399942,0,0,0,0,0,0,0,0.088223419716901,0.00768799959791445,0,0,0,0,0,0,0,0,0,0,0.599754753864629,0,0,0,0,0,0,-0.153153728844178,0,-6.93889390390723e-18,0,0.243653706679644,0,0,0,0.0450850962044694,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0285410577661181,0.0788790745037162,0,0,0,0,0.0304219611807132,0,0,0,0,0,0,0,0,0,0.0419846711349545,0,0,0,0,0,0.0491778283223812,0,0,0,0,0.025589918513581,0,0,0.59811283199467,0,0.221668599107081,0,-0.080688331313118,0,0,0,0,0.0289916100804726,0,0,0,0.0393392214724947,0
