,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.068111632725664,0.22365641344053,0,0,0,0,0,0,0.463962011297367,-0.243365016905977,0,0,0,0,0,0,-0.113282770867425,0,-0.0214739960315645,0,0,0,0,0,0,0,0.73473211458657,0,0,0,-0.0298351281370776,-0.0241436097074183,0.0196392344409526,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.046695907291234,0,0.20410169628736,0.0109122864221442,0,0,0,0,0.08394811769082,0,0,0,0.0865975742905994,0,0,0.0445509461185351,0,0,0,0,0,0,0,0,0,0,0,0,0.186698452262772,0,0,0.21159668387564,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.170119112477612,0,0,0,0,0,0,0,0,0.249128610198748,0,0,0,0,0,0,0,0,0,0,0.0791978630957516,0,0,0,0,-0.115387627287982,0,0,0.0324651107735784,0,0,-0.0441318584656775,-0.135095942686207,-0.261190695026386,0,-0.068754054980118,0,0.174803528903797,8.67361737988404e-19,0.584149836153987,0,0,0,0,-0.0743259456160737,0.168688602648186,0,0,0,-0.0856122159227108
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0315206768023397,0,0.120311228866177,0.401284864664556,0,0,0,0.140195075926848,0,-0.232723819946206,0,0,-0.276680307601647,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.169474424178475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346558682777715,0,0,-0.150637158817663
X5.HK.EQUITY,0,0,0,0,0,0.12681795376404,0,0.132975423436306,0,0,0.0502000484680818,0.0304995487687465,0,0,0.253163953116313,0,0,0.15190284897753,0,0,0.0366213778208846,0,0,0,0,0,0,0,-0.0490293236482434,0,0,0,0,0,0,0,0,0.0341488658730942,0.0233295257507604,0,0,0,0,0,0,0,0,0,0.172153112305283,0
X601988.CH.EQUITY,-0.0256485797879207,0,0,-0.0271321765786931,0.437956062797125,0,0,0,0,0,0,0,0,0,0,0.051427555607425,0,0.0551784260239486,0,-0.231013103331555,0,0,0,0,0.35766026829266,0,0,-0.0480169193224996,0,-0.445814718228496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031032332405779,0.15574088780926,0,0,0,0
X600036.CH.EQUITY,0,0.194731173295953,-0.0708761995288017,0,0,0,0,-0.074625346824483,0,0.572597629383881,0,0.0602212271260235,0,0,-0.0502291130812087,0,0.114169116426755,0,0,0.193998764525752,0,0,0,0,0,0,0,0.0835749504804857,0,0,0,0,0,-0.20955398249504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125379484041115
X1299.HK.EQUITY,0,0,0,0,0.13419736348773,0,0,0,0,0,0,0,0,0,0,0,0,0.0390820303829121,0.00327327919260653,0,0,0,0,0,0,0.238162456325573,0.015207196975899,0,0.0858177650226399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507555196509595,0,0,0.119137349877418,-0.00204860307553176,0.126715553009103
X601628.CH.EQUITY,0,0.0653245134140942,0,0.0666150636034924,0,0,0,0,0,0,0,0,0.0628417872299231,0.105950756116392,0,0,0,0,0,0,0,0,0,0,0.13885584332843,0,0,0,0,0,0,-0.0403967194227582,0,0,0.157601264249535,0.161340604263257,0,0,0,0,0,0.25474063406776,0,0,0.169952284068953,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.122983353497438,0.0560386794325121,0,0,0.661957858812394,0,0,0,0,0,0,0,0,0,-0.00803050632474426,0,0,0.243968405577466,0,0,0,0,0,0.265585418705627,0,0,0,0,0,0,0,0,0,0,0,-0.0925545733350044,0,0,0,0.0187322273821174,0,0,0,-0.456591574064259,0,0,0,0
