,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.0402830970038898,0,0,0,0,0,0,0,0,0.286896275789894,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.108755331150126,0,0,0,0,0,-0.194675470440881,0,0.00173093805749641,0,0,0,0.592730042647931,0.0233761226568239,-0.0905136647876656,0,0,0,0,-0.0656227656062893,0,0,0.104279544507836
X601318.CH.EQUITY,0,0,0,0,0,0,0.138935240315951,0,0.209714462344818,0.0156259769404728,0,0,0,0,0.0331256303175743,0,0,0,0,0,0,0,0,0.0365891219932453,0.0684074067295169,0,0,0,0.0728538681799106,0.0331187849824745,0,0,0,0,0,0,0,0.219704741593935,0,0,0,0,0.0478813704974111,0,0.0386178764108086,0,0,0,-0.0198449779469914,0
X601939.CH.EQUITY,0.374428774013589,0,0,0,0,0.0489204318264263,0,0,0,0,0,0,0,0,0,0,0,0.293080503135261,0,0,0,0,0,0,0,0,0,0,0.0046158023199003,0.0700974349637236,0,0,0,-0.216415752843338,-0.172150382301749,0,0,0,0.466956107869061,0,0,0,-0.0313771015250218,0.0908180820123458,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.110844193288691,0,-0.216766032606136,0.193874046911102,0,0.455778003880531,0,0,0,0.137521463268829,0.0725684147455714,-0.198686250124575,0,0,0,0,0,-0.034563168838189,0,0,0,0,0,0,0,-0.687758118296428,0,0,0,0,0,0,0,0,0,0.295299563894546,0,0,0,0,0,0,0.107293411989482,0,0
X5.HK.EQUITY,-0.156342770145509,-0.0309234183025772,0,0,0,-1.73472347597681e-18,0,0.0916577308098092,0,0,0.04617724686533,0,0,0,0.346903073039189,0,0,0,0,0.458210538901025,0.242737553462942,0,0.0996628616787381,0,0,0,0,0,0,0,0,-0.216290374734007,0,0,0,0,0,0,0,0,0,-0.137488973358867,0.240367302867583,0,0,0,-0.0759982855319115,-0.145845279529323,0,0
X601988.CH.EQUITY,0.215012583653283,0,0,0.335983659351739,0,0,0,0,0,0,0.191598098920653,0,0,0,0,0,0.241331687131073,0.0190421311293001,0,0,0,0.0169712022094227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071205868837502,0,0.0725980200576679,0,0,0,0,6.93889390390723e-18,0.254463822796639,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0328239923935568,0,0,0.66322004816311,0,0,0,0,0,0,0,0,0,0,0.118706413432461,-0.0566777270946549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.324571654326188
X1299.HK.EQUITY,0,0.103363694860346,0,0,0.0735733605083916,0,0,0,0.0987042362345118,0,0,0,0,0.04003770363998,0,0.17653684854288,0,0,0,0,0,0,0,0,0,0.0837788754606495,-0.0118818220769437,0,0,0,0,0,0.240428989997682,0,0,0,0,0,0,-0.063212956312179,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0615534876083419,0,0.0727952693749106,0,0,0,0,0,0,0,0,0,0.320504084775575,0,0,0,0,0,0,0,0,0,0.0942768636469277,0.06205795346584,0,0,0,0,0,0,-0.0785407350223009,0,0,0,0.0764969983003237,0,0.207640797527085,0.0313516207120141,0,0,0,0,0,-0.0277253120266125,0.116921403109962,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.015358516118924,0,0,0.63250280078123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277820406630076,0,0,0.120765378821118,0.0598364568963295,0,0,0,0,0,0,0,0,0,-0.0185145417591985,0,0,-0.0900760322638371,0,0,0,0,0.0452659412107889,-0.135552433167555,-0.029550999187845,0,0,0
