,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.144513007937165,0,0.20973210983767,0,0.179401131802266,0,0,-0.0585295103096096,0,0,0,0,0,0,0,0,0,0,0,0.157934759403108,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0675332785053642,0,0,0,0,0.0367258508016981,0,0,0,0,0,0,0,-0.000796192169522636,0.19802440369431,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210898351292941,0,0.0170053284260556,0.0930512830909165,0,0.074940845465266,0,0,0.0489868364417284,0,0,0,0,0.0323677373589942,0.421654271586065,0,0,0,0,0,0,0,0,0,0,0,0.124465185352935,0,0,0,0,0,0,0,0,0,0,0,0.100197715491327,0,0,0,0,0.0916053255026022,0,-0.125626650192711
X601939.CH.EQUITY,0,0,0,0,0.0679007178133964,0,0.370618011917634,0,0,0,0.0747569334111453,0,-0.149402335513752,0,0,0,0,0,0,0,0.0851310503028583,0,0.574689606103565,0,0,-0.0199247628076947,0,0,0,0,0,0,0,0,0,0,0,-0.02746856239575,0,-0.00643704176233511,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0637263213540655,0,0,0,0,0,0,0,0,0,-0.0454524245218171,0,0.203104585691451,0,0,0,0,0,0.120102257423483,0,-0.15273805017025,0,0,0.124391270242533,0,0,0,0,0.331248238008892,0.326385801379673,0,0,0,0,0,0,0,0,0,0,0,0.0934152153393009,0,0,0,-0.113629724266196
X601288.CH.EQUITY,0.102992169333693,0,0.111639111161721,0,0,0,0.0771389826764865,-0.0629613981767375,0,0,0,0,0,0,0,0.169140170281698,0,0.104986141577569,0,0,0,0,0.226179626583731,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0764565697674319,0,0.0737347122681692,0,0,0,0,-0.0790859827718492,0,0
X600036.CH.EQUITY,0,0.147881962026254,0,0.0982718267145096,0,0,0.0927660422477954,0.0618810345038595,0,0,0,0,0,0.270747942534908,0,0,0,0,0,0,0,0,0,0,0.300441180481735,0,0,0.00595751263240841,0,0,0.0514575179581457,0,0,0,0,0,0,0,0.088733162304306,0,0,0,0,0,0,0,0.0546604670568824,0,0,0,0
X601988.CH.EQUITY,0.0690787473003132,0,0.0339675568186183,0,0.0327754020901245,0.350630544190161,0,0,0,0,0,0,0,0.0628610819965506,0,0.342110351845288,0,0,0,0,0.0782287008775489,0,0,0,0,0,0,-0.0275276566937687,0,0,0,0.0925782614041251,0,0,-0.108568000553236,0,0,0,0,0,0,0,-0.0922123271083781,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.153504321226748,0.0546449241929069,0,0,0,0.358083337187836,0,0,0,0,0,0,0.109866047614267,0,0,0,-0.0592328541678623,0,0,0,0,0,0.350936952265654,0.138278903383709,0.0580091890048287,0,0,0,0,0,0,0,0,0.00692087807088432,0,0,0.076513566010691,0.0208197978943351,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0454034264086294,0,0,0,0,0,2.16840434497101e-19,0,0,0.0867491554202824,0,0,0,0,0.555908830776099,0.022242271733196,0,0.124725492836572,0,0,0,0,0,0,0,0,0,0,0,0.188127274658361,-0.0252343694187937,0.149603226055354,0,0,0,0.115740516298719,0,0.140312596377766,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0219940272731422,0,0,0,0,0,0.15307147352808,0,0,-0.121804529087706,0,0,0,0,0,0,0.427674591535597,-0.0824882164386495,0.132336386661724,0.00542975782466152,0.0442722877639477,0,0,0.295835313391715,0,0,-0.177525085220572,0.38707025179023,0,0,0,0.112509287973708,0,0.178031108979194,0,0,0,-0.31984832287521,0,0.00172103666186792,0,-1.38777878078145e-17,0,0
