,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.19946664353136,0,0.368174303457393,0,0,0,0,0.238785856443795,0,0.142625248137673,0,0,0,0,0,0,0,0,0,0,0.0377726938155832,-0.159478567803958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493071156094523,0,0,0,0,0,0.0624065657873472,0,0.0672124053213926,0,0
X601939.CH.EQUITY,0.352670348045144,0,0,0.285823288403286,0,0,-0.0959236317694252,0,0,0,0.00276889478515682,0,0.139764941013656,-0.0642835673489608,0,0,0,0,0,0,0,0,0,0,0,0.0315930658579133,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.20121601106976,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0
X601288.CH.EQUITY,0.463528336345625,0,0,0,0.251241309919409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993719364296922,0,0,0,0,0,0,0,0,0,0,0.024423671153068,0,0.0318325961393112,0,0,0,0,0,0.0135464450672251,0,0.0720868132760989,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0870696665523445,0,0.414284091366226,0,0,0,0,0,0.266490271438259,0,0,0,0,0,0.11163803616848,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152944852402686,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026321839999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471616442714453,0.203736136648124,0,0,0.0586802203944571,0,0,0,0.195132865044871,0,0,0,0,0,0,0,0,0,0,0,0.19760212573593,0,0,0
X5.HK.EQUITY,0,-0.0356362906111457,0,0,0,0,0,0,0,0,0,0,0,-0.188305694309669,0.13617061661787,0,0,-0.265286200515068,0,0,0,0,0.490744845079377,-0.328680701017902,0,0,0.909382080179044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4462914993449,0,0,-0.451553302526267,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.190312678749294,6.93889390390723e-18,0,0,0,0,0.242091390632974,0,0.00806066911710628,0,0,0,0,0,0.138897052397872,0,0,0.00910381642393198,0,0,0,0,0,0,0,0.0660320467048476,0,0,0,0,0,0.142888155492267,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0984730062838797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324943975444235,0,0,0,0,0,0,0.364283148910352,0,0,0,0.132488007512322,0.0594009234174602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
