,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.113516721527143,0,0.0760915773590091,0,0,0,-0.0760956914276004,0,0,0,0.460651465628894,0,0,0,-0.0986582745757774,0,0,0,0,0,0,0,0,0,0,0,0,0.0859880209850383,0,0,0,1.38777878078145e-17,0,0.0162205605117414,0,0.0902391115927661,0,0,0,0,0,0.216330487469171,0,0,0,0,0,0,0,-0.0273688996408719
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0
X601939.CH.EQUITY,0.33711197249091,0,0,0.288728715254043,0,0.0969824283797756,0,-0.038138383401068,0,0,0,0,0,0,0.140824137519325,0.0375661972282254,0,0,0,0,0,0,0,0.0696609494576876,0,-0.0741588320059833,0,0,0,0,0,0,0,0,0,0,-0.0981949507961107,0,0,0.320404449977015,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0
X601288.CH.EQUITY,0.443025025079327,0,0.226683363992855,0,0.0844504012660378,0.110819141771386,0,0,0,0,0,0,0,0,0,-0.0393865180575286,0.00430697718741346,0,0,0,0,0,0,0,0,0,0,0.0124134588665806,0,0,0,0,0,0,-0.0680059233534686,0,0,0,0,0.182408996372487,0,0,0,0,0,0,0,0,0.107611201460551,0,0.0823272977554994
X5.HK.EQUITY,0,0,0,0.250751171283103,0,0.109634303597031,0,-0.334991588611532,0,0,0,0,0.0549301208386655,0,0,0,0,0,0,0,0.471333419891435,0,0,0,0,0.39919154145695,0,0,0,0,0,0,0,0.0353770031380395,0,0,0,0,0,0,0,0,0,0,0,0,0.203950299529959,0,-0.106654352013336,0,0
X601988.CH.EQUITY,0.164537922871683,0,0.258547781460202,0.037267977323714,0,0,0,0,0.111837056001331,0,0.125784849427708,0,0,-0.222800530960062,0,0,0,0,0,0,0,0,0.0482784610998944,0.197369462762905,0,0,0,0.0316298746599259,0,0,-0.0513411140830454,0,0,0,0,0,0.0325850160882503,0,0,0,0,0,0,0.11488567481922,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.175995659146667,0,-0.0157293909688842,0.0283870473171734,0,0.212195769174741,0,0.301107580034604,0,0,0,0,0,0.134734537335275,0,0,0,0,0,0,0,0,0,0,0.0755697860774047,0,0,0.0709467099838245,0,0,0,0.140165572376611,0,0.0302471554827635,0,0,0,0,0,0,0,0,0,0.0153106625903138
X1299.HK.EQUITY,0,0,0,0,0,0,0.0276533742964334,0,0,0,0.20147386257038,0,0,0,-0.155085311989757,0,0,0,0,0.292956197039322,0.289720256472363,-0.0622555923500809,0.00908471476704713,0,0,0,0,0.123797368675141,0,0,0.0860125297113883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830999742855845,0,0,0,0
X601628.CH.EQUITY,0.155958729409981,0.358230965933825,0,0,0.0990704964275088,0,0,0,0,0.0262286416005973,0,0,0,0,0,-0.00155694521817128,0,0.112473545555265,0,0,0,0,0,0,0,0,0,0,0,0,-0.105154198259223,0,0,0,0,0,-0.0403461700633621,0,0,0,0,0,0,0,0,-0.162410307018643,0.0515680160648959,0,0,0,0.186758984440008
X601658.CH.Equity,0,0,0,0,0,0,-0.0609956273803787,0,0.101327862867747,0,0,0,0,0,0,-0.173428464926808,0,0.0631298328655016,0,0,0,0,0,0,0,0,0,0,0,0,0.0885078496726728,-0.0624420025062205,0,0,0,0,0,0.052056932013179,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0395937520675393,0,0,0,0.47581255378558,0,0,0,0,0,0,0,0,0.206945678761483,0,0,0,0,0,0,0,0,0,0,0,0,0.0302285460638837,0,0,0,0,0,0,0,0,0,0,0,0,0.00396183692749767,0,-1.38777878078145e-17,0.195126382774448,0,0.0064516280539364,0,0,0,0
X601328.CH.EQUITY,0,0.0247646547000992,-1.0842021724855e-19,0,0,0.113718156499686,0.086659305754229,0,0,0,0,0,0.269210126322874,0,0,0,0,0,0,0,0,0.126160144436642,-0.128768591854848,0.0273416938506078,0.00706942683971612,0.171536692278544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703786053286384,0,0,0,0.131054638573954,0.0637896018549885,0,0,0,0,0,0
