,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0959728494265987,0,0.421791169951967,0,0.0461210282413686,0,0,0.23653637205404,0,0,0.151854360066351,0,0,0,0,0,0.0143788412959559,0,0.0112502089003316,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0580965222158077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.312796809899913,0,0,0.0594325805512302,1.38777878078145e-17,0,-0.0514887820000472,0,0,0.0209554239535326,0,0,0.541164764147706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482509517690502,-0.0146194084182252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059957115217466,0,-0.0644033360459006
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0
X601288.CH.EQUITY,0.391044630315759,0,0,0,0.34631285591112,0,0,0,0,0,0.0998464923853514,0,0,0,0,0.0563415908216614,0,0.064914196691343,0,0,0,0,0,0,0,0,0,0,0,0,0.0137396854233261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368120506869064
X601988.CH.EQUITY,0,0.0070345530683239,0,0.346613782037948,0,0,0,0.0131004363562898,0,0,0.232642592089954,0.106085902034128,0,0.0954105233343025,0,0,0,0.164518229871255,0,0,0,0,0,0,0,0,-0.0250105846909425,0.0387272397584528,0,0,0,0,0,0,0,-0.0152746433944152,0,0,0,0,0,0.0595234343271935,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.131251952139697,0,0,0,0,0.662864205589221,0,0,0,0,0,0,0,0,0,0,0,0.0957054878783174,0,0,0,0.00333345093682837,0,0.0250519746013018,0,0.0625440899723787,0,0,0,0,0.0744185885777805,0,0.00467813375945372,0,0,0.0367791753828567,0,0,0,0,0,0,0.0421115065704035,0,0.056817283564918
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0349933717193681,0.0943987531357946,0,0,0,0,0.163902355323854,0,0,0.0716351728025081,3.46944695195361e-18,0.118687968707446,0,0,0,0,0,0,0.052878282096773,0,0.139707036204159,0,0,0,0,0,0,0.0562951765323257,0,0,0,0,0,0,0.196924961870698,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513262172817301,0,-0.785468050885993,0,0,0.060287187421324,0,0,0.728013614131489,-0.779027346995981,0,0.501741675718511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494424254157788,0,0,0,0,0,0,0,0,0.579048643276732,-0.0480839936446387
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613112956411926,0,0,0,0.287443912256525,0.322570982919997,-0.0523528231654721,0,0,0,0,0,0,0,0,0,0,0,0.0352050708722019,0,0,-0.00675024443951771,0,0.144608587214734,0,0,0,0,0,0.0660760592379338,0,0,0,0
X601658.CH.Equity,0,0,0,0.343471443412347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394309934748826,0,0,0,0.327637474412386,0.625700668503295,0,0,0,0,0,0.0293867039935695,0,0,0,0,0,-0.107384139242317,0,0,0,0,0,0.124971633015938,0,0,-0.531757841794293,0
