,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.188502432472725,0,0,0,0,0,0,0,0,0,0,-0.136828713495342,0.497297799280649,0,0.677278387831771,0,0.0598025067401643,-0.119248732765015,0,0,-0.0553667917678268,0,0,0.0599822720425765,0,0,-0.141489198660949,0,0,0,-0.331512710047009,0,0,0,0,0,0,0,0,0,0,-0.0252881320631689
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.129304815244963,0,0,0,-0.0449525580810447,0,0,0,0,0.0517990164674511,0,0,0,0,0.301903722563004,0.0374703511886343,0,0,0,0,0,0,0,0,0,0.11177298672181,0,0.0185793711787788,0,0,0,0.528724807895193,0,0,0,0,0,0,0,-0.06104706579016,0.0755208641326971,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.787641770859865,0.0698079285487609,0,0.0588607999047903,0,0,0,0,0,0,0.0298479415843693,0,0,0,0,0,0,0,0,0.00385100513902381,0.00692471925840626,0,0,0,-1.0842021724855e-19,0,0,0,0.0753535984142078,0,0,0,0,0.00355095321510839,0,0,0,0,0,0,0,0,0,0,0,0.0341046626352163,0,0
X601288.CH.EQUITY,0,0,0.880782979395578,0,-0.0676614558880614,0,0,0,0,0,0,0,0.0405347759973178,0,0.015309277214938,0,0.0326473958501379,0.126314448677222,0,0,0,0,0,0,0,-0.123947421147566,0,0.0303702860560744,0,0,0,0.0054118278965758,0,0,0,-0.0993116337726571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.140341420685731,0.855604824359757,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.119370460804949,0,0,0,0,0,0,-0.0660078975540027,0,0,0,0,0,-0.000854205250872205,0.195859936412525,0.0391860802609493,0,-0.11683472663008,0,0,0,0.0412503602871991,0,0,0,0,0.0936094676972271,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21495207117219,0,0,0,0,0,-0.243494042484083,-0.212291395884271,0,0,0,0,0,0,0.0198175003670192,-0.0917111600616686,0,-8.67361737988404e-19,0,-0.0529129254298783,0,0,0,0,0,0,0,0,0,0,0,0.0393580282736412,0,0,0,0,0.00875537543651427,0
X600036.CH.EQUITY,0,0,0.386602930426845,0,0,0,0,0,0.045454764353744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470340162990723,0.062906306688293,0,0,0,0.42270566969334,0,0,0,0,0.0146603918807421,0,0,0,0,0,-0.00595792094952128,0.0596640251168941,0,0.0381749402195833,0,0,0,0.0662453238679755
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.140095928113695,0,0,0.150052887519215,0,0,0,0,0,0,0,0,0.0491813143046757,0.0595974994859443,0,-0.256009236937341,0,0,0,0,0.0522388941848362,0.261713302754448,0,0,0,0.0297358065770432,0,0,0,0,0,0,0,0.0184314583499811,0.144312665991681,0,0,0.0127643957612671,0.491443671599176,0,-3.46944695195361e-18,0,0
X5.HK.EQUITY,0,0,0,0,-0.133968642521939,0,0,0,0,0,0,0,0,0,0,0,0.250931535893318,0,0,0,0,0,0,0,0.472087882936843,0,0,0.0671980490193661,0.000368373435772311,0,0.1359105462676,0,0,0,0,0,0,0,0,0,0,0.0695943409580961,0.118342156012324,-4.33680868994202e-19,0.102104271361244,0,0,0,0,0,0.256649500118574
X388.HK.EQUITY,0,0,0,0,0.526812216113085,0,0,0,0,0,0,0,0,0,0,0,0.00944834677075415,0,-0.340741985940528,0,0,0.0427804837696197,0,0,0,0.303890925606163,0,0,0,0,0.0423671520214736,0,0,0,0,0,0,0.253265818700064,0,4.33680868994202e-19,0,-0.272493559324042,0,0,0,0,0,0,0,-0.194526118003199,0
X601658.CH.Equity,0,0,0,0.222411380587366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252071162055714,0.13140828870297,-3.46944695195361e-18,-0.18095776622228,0,0,0,0,-0.130113162988151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416762712802614,0,0,0,0,0,0,0,-0.00572080486030379
X600030.CH.EQUITY,0,0,0,0,0.152700739257871,0,0,0,0,0,0,0,0,0,0.0387384463842332,0.160026075290877,0,0,0,0,0,0,0,0,-0.0290468689750512,0,0.0189838670094698,0,0.124052768767873,0,0,0,0,0.484083977884151,0.0956774556167272,0,0,0,0,-0.0704833644866675,0,0,0,0.0277364441726255,0,0,-5.42101086242752e-20,0,-0.0511521487946475,0.0520133720628023,0
X600000.CH.EQUITY,0,0,0,0.0209252240778108,0,0,0.0489952042099808,0.0637923597194526,0,0,0,0,0,0.540405727862547,0.169290185994925,0,0,0,0,0,0,0,0,0,0,0.0159794784074011,0,0,0,0,0.00180202872996961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982078561258988,0,0,0,0.0122616385344501
X601166.CH.EQUITY,0,0.0123000676963342,0,0,0,0.520580951679378,0,0,0,0,0.0560102217628008,0,0.122484616047618,0,0,0,0.026306219993407,0,0,0,0,0,0.047578561926951,0.0828865899556466,0,0.0684037881937909,0,0,0,0,0,0,0.0444477575199966,0,0,0,0.0127248974409559,0,0,0,0,0,0,-0.0297960100328935,0,0,0,0,0,0.0389310083115671,0
X601328.CH.EQUITY,0,0,0,0.108678938450325,0,0,0,0,0,0,0,0,0.0859504038374977,0,0,0,0,0,0,0,0,0,0.330064346280411,0,0,0,0,0,0,0.012945508632236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145241041401037,0,0,0,0,0.0489769788306866,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00458417364423598,0,0.292063181861061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204719025717735,0,0,0,0,0,0,0,0,-0.0523946977914559,0,0,0.361762640743985,0.00281670968635426,0.024169756638239,0.0763363272180522,0,0.0369407705300158,0,0,0,0.0850078234889996,0,0,0
X000002.CH.EQUITY,0,0,0.0970832276832943,0,0.0166458414609226,0,0,0,0,0,0,0,0,0.000491971464880459,0,0,0,0.203751770752014,0,0,0,0.033679625795531,0,0,0,0,0,0,0,0.0366036302268469,0.0355484172842333,0.114962218664083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586791811697562,0,0,0,0.0460548738471946,0
