,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.127837762345704,0,0.231833970262255,0.0435853492224215,0.0206221728137549,0,0,0,0,0,0,0,0,0,0,0,0.354063866721869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120023777517119,0,0.0629729840942002,0,0,0,0,0.110537424715866,0.0557644012250267,0
X601318.CH.EQUITY,0,0,0,0.14025588866812,0,0,0,0,0.160269088273354,0,0,0.0972781000800565,0.0131466626520902,0,0,0,0.0314201911417079,0,0.13376336507415,0,0.245006697699239,0,0,0,0,0,0,0,0,0,0.107023483518804,0,0,0,0,0.013303105995681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156754939829633
X601939.CH.EQUITY,0,0,0,0,0.250365252799298,0,0,0,0,0,0,0.231964064279825,0,0,0,0,0,0.141670759479385,0,0.040342248091202,0,0,-0.120484528951239,0.366749376807442,0.215646590614338,-0.0487191311974638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0609924229419145,0.106491739963879,0.219583385174639,0,0,0.0588120078741652,0,0.29829835806587,0,0,0,0,0,-0.0827948468763393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226650911528401,0,0,0.0512542724423899,0,0,0,-0.0371708997650509,0,0,0,0,0,0,0,0.246187678490778,0,0,0.114967132527735,0,0,0
X601628.CH.EQUITY,0.0222265950933764,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.101634793781055,0,0,0,0,0,0.179269786644189,0,0,0,-0.109245161328679,0,0,0,0,0.298153031003047,0,0,0.566419527540643,0,0,0,0,0,-0.0244603616099503,0.106220864384733,0,0,0,0,0,0,0,0,-0.0187823964242343
X1299.HK.EQUITY,0,0,-0.11154287984623,0,-0.0425355606509008,0,0,0,0,0.214641588847714,0,0,0,0,0,0.0888845114748594,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.014268374322859,0,0,0.085034496701695,0,0.286098881912674,0.221348871892241,0.158596235227263,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200654312549651,0.0945556873789527,0.216611616842184,0.107241713017893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305263831782999,0,0,0,0,0.0215403318944183,0,0.22989685411132,0.0933395343530173,0,0,0,0.162057855830452,-0.129614274576363,0,0,0,0,0,0,0,0.0748194696777304,0,0,0,0,0.0147344920605733,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114524234233631,0,0.0808630972369609,0,0,-0.0402517782872883,0,0,0,0,0,0,0,0,0,0.0909255022102016,0.127464734283372,0,0,0,0.197019092471937,0,0,0.0151551130175521,0,0,0,0,0,0,0.0277414096703575,0,0,0.322830368254911,-0.0501088661067936,0,0,0,0.134269387835585,0,0,0,0.0885895073437828,0,0,0
X388.HK.EQUITY,0,0,-0.108845937404054,-0.0384346888455903,0,-0.187026449291214,0.177647103938422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530956136228598,0,0,0.0796041697119646,-0.00342500131816324,0,0,0,0,0.134150158995433,0,0,0,0,0,0,0,0.150916485523461,0,0,0,0,0,0.076207758487247,0,0,0,0,-0.0258003319563912
