,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.329248900484439,0.186360351455822,0,0.0106549816370903,0,-0.106411608515116,0,0,0.0451406669019992,0,0,0,-0.158719246634205,0,0,0.148322790036894,0,0,0,0,0.157869721638579,0,0,0,0,0.145892918669624,-0.11184108041881,0,0,0.130335606248716,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018455268210717,0,-0.0696020041799564,0,0.038917922100006
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.253813913503647,0.0509516293900341,0,0.312833775152601,0,0,0,0,0,0,-0.0476277462272146,0,0,0,0,0,0,0,0,0,0.0462391610765473,0,0,0,0,0,0,-0.273403640931641,0.226318466877101,0,0,0.222473480394783,0,0,0,0.0187443901933962,0.0390596329722035,0,-0.0254285737474615
X601939.CH.EQUITY,0.466019014314525,0,0,0.0828690033012968,0.0614896978710426,0,0,0,0,0,0,0,0.20059775170967,0,0,0,0,0,-0.0232218083295596,0.00823355907410833,0.115244865193669,0,0,0.0664505270543348,0,0,0,0,0,0,0,0,0,0.0423624522199231,0,0,0,0,0.281896320644739,0,0,0,0,0,0,-0.0403538146143756,0,0,0,0.0578349464836998
X601288.CH.EQUITY,0.413419024149483,0,0.189543670131729,0,0.151878816281107,0.0575464481265252,0,0.0379760307022321,0,0,0,0,0,0.0101041120649993,0,0,0,0,0,0,0,0,0,0,0,0,0.0554323544844052,0,0,0,0,0,0,0.0620375423572374,0,0,0,0.0893873851719225,0.142017598188717,0,0,0,0,0.0603511310558391,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.241424700603923,0,0.141837588138811,0,0,8.67361737988404e-19,-0.149920729429949,-0.109601396290343,0,0.333184343609544,0.0395436167880601,0,0.220850160006934,0,0,0,0.273724358153689,0,0.05740375453832,0,-0.193490494179107,0,0.438110449388706,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.087986627375211,0.0536451521952364,0,0,0,0,0.210137505805278,0,0,0.0272772245590452,0,0,0,0,0,0
X601988.CH.EQUITY,0.115852039065721,0,0.0422842360001234,0.25131884418419,0,0,0,0.13516660275936,0,0.0892305275235249,0.286820661604812,0,0,-0.361787573870097,0,0,0,0,0,0,0,0,0,0.0394740032544829,0,0,0.0212582693528864,-0.00104933659619822,0,0,0,0,0,0,0,0,0,0,0,0,0.0382139162576138,0,0,0,0.0714451257799462,0,0,0,0,0
X600036.CH.EQUITY,-0.0460465335363957,0.298392214694384,0,0,0,0,0,0,0,0,0,0,0.189769248590002,0,0,0,0.0873932630734977,0,0,0,-2.16840434497101e-19,0,0,0.212744239966571,0,0,-0.016483254056241,0,0,-0.0307683530511015,0,0.284605091601041,0,0,0,0,0,0,0,0,0.0581670540431158,0.00230534680939704,0,0,0,0,0.0525032716412022,0,0.0903090018342542,0
X601628.CH.EQUITY,0,0.137080093090399,0,0,0.103123674899578,0,0,0,0,0,0,0,0,0,0.152068918139524,0,0,0,0,0,3.46944695195361e-18,0.0386889808569196,0,0,0,0,0,0,0,0,0,0,0,0.0219608521451299,0,0,0,0,0,0,0,0,0.0313143918303662,0,0,0,0,0,0,0.0891521087468164
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440326905004442,0,0,0,0.181825287580784,0,0,0,0.124515976757455,0.172873772973463,0,-8.67361737988404e-19,0,0,0.00964203896286132,0,0.384255611853657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613031048787871,0,0,0.0162958018879246,-0.00578066258897399
X601166.CH.EQUITY,0.0481302331266933,0,0.00522558968428741,0,0,0.102522564903394,0,-1.38777878078145e-17,0,0,0,0,0,0,0.215197887294402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459968763367307,0,0.2306139262135,0,0,0,0,0,0.134035837015436,0,0,0,0,0,0,-0.0667069099020879,0,0,0.0470411794964483
