,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.168518545426535,0,0.194431705738722,0,0.156813693064032,0,0,-0.0554632715841547,0,0,0,0,0,0,0,0,0.0753863672168026,0,0,0.138213575299314,0,0,0,0,0,0,0,0,0,0,0,0.0698199510224454,0,0,0,0,0.0316606747212274,0,0,0,0,0,0,0,0,0.174754359889451,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.178033043675738,0,0,0.0552248122996814,0,0.0487483601822781,0,0.0780213437705599,0,0,0,0,0,0,0.461053615797154,0,0,0,0,0,0,0,0,0.0972562211560674,0,0.118682584793775,0,0,0,0,0,0,0.0643015919333364,0,0,0,0,0,0,0,0,0,0,0.0221622206532922,0,-0.156838872198178
X601939.CH.EQUITY,0,0,0,0,0.132730474119315,0,0.286111095857236,0,0,0.0642612988370899,0.0274720426660552,0,0,-0.122301584570619,0.0278300117367858,0,0,0,0,0,0.0765892157716836,0,0.45999442036718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195305749185104,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0776082177606918,0,0,0,0,0,0,0,0,0,0,0.203678236237519,0,0,0,0,0,0,0.126788491578279,0,-0.179228176199703,0,0,0.132144744912957,0,0,0,0,0.248525731243565,0.365382592399791,0,0,0,0,0,0,0,0,0,0,0.0650768287276457,0,0,0,0,-0.120582378071478
X601288.CH.EQUITY,0.16311594721504,0.00135294775531708,0,0,0,0,0.0937097822284118,0,0,0.0439506670528391,0,0,0,0,0,0.321705378425642,0,0,0,0,0.110330100275295,0,0.214975180516092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101058444223615,0,0,0,0,0,0,-0.0515498700769598,0,0.0269869858966742,0,0,-0.0481178143523165,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0
X601988.CH.EQUITY,0,0.184428425412967,0,0,0.294912732910411,0.278105187910084,0,0,0,0,0,0,0.0412799722227514,0,0,0.099082706615885,0,0,0,0,0.153073086504548,0,0,0,0,0,0,-0.0398721751636936,0,0,0.088867828589276,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.149339122631044,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.183626523394384,0,0,0,0,0.336053143183054,0,0,0,0,0,0,0,0.131474407439108,0,0,-0.0294132759001064,0,0,0,0.0492653178616692,0,0.424887899100886,0.127029647748364,0.0983332065484811,0,0,0,0,0,0,0,0,0.00173585972186842,0,0,0,0.0486482302425034,0.0110783131949298,0,0,0,0,0,6.93889390390723e-18,0.0280151610648484,-0.0613633805592909
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121744629619665,0,0,0,0,-0.067125084928752,0,0,0,0,0,0,0,0,0.433524682587214,0.0842660457377011,0,0.0368954047613604,0,0,0.135640272298873,0,0,0,-0.00208740076161458,0,0,0,0,0,0.306910682628629,0,0.183697578081935,0,0,0,0,0,-1.38777878078145e-17,0
X388.HK.EQUITY,0,0,0,-0.129787149405615,0,0,0,0,-0.00248333879294058,0,0,0,0.0801600861767305,0,0,0,0,-0.111865033636415,0,0,0,0,0,0.465539676566524,0,-1.73472347597681e-18,0.109880402690184,0.0352782388439853,0,0,0,0.346714207557963,0,-0.030778043891068,0.399208980158651,0,0,0,0.129587740687126,0,-0.078344245248515,0.155104641318585,0,0,-0.408553618760091,0.068854620679967,0,0,0,0,-0.105791960422716
