,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0300991278429634,0.0505528102304225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274639414505315,0,0,0,0,0,-0.132190019119721,0,0,0,0.841115623722566,0,0,8.67361737988404e-19,0,0,0,-0.0321808642866538,0,0,0,0,0.178338473520007
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0498160210583113,0,0,0,1.38777878078145e-17,0,0,0.069740903796303,0,0.334878570769912,0,0,0,0,0,0,0,0.0990882027790538,0,0,0,0,0,0,0,0,0,0,0,0.0913082905601412,0,0,0,-0.309538561953364,-0.270558075563929,0,0,0.201383469322004,0,0.495932569039388,0,0,0,0,0,0.170019175743859,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.635481641410348,0.306187338065372,0.102002258952715,0.497456621824004,0,0,0,0.218384935676644,0.22246809187122,0,0,0,0,0,0,0,0,-0.34081023325177,0,0,0,0,0,0,0.077709166517218,-0.709935299049818,0,0,0,0,0,0,-0.370744648755211,0,0.331857439495265,0,0,0,0,0.33287296324791,0,0,0
X5.HK.EQUITY,-0.0768116364345173,-0.113071114503714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592058556581472,0,0,0.434297946696049,0,-0.0235055057403327,0,0,0.145380056197263,0,0,0,0,0,0,0,-0.0439990053739186,0,-0.0340769282456557,0.0273726452042286,0,0,0,-0.161813516179734,0,0,0,0.0631601330366077,0,0,0,0,-0.131713849615533,0,0
X601988.CH.EQUITY,-0.117591733908021,0,0,0,0.356115451179142,0,0,0.0402541020937059,0,0,0,0,0,0,0.0728344511778156,0,0,0.0876904685258973,0,0,0.501302275099572,0,0,0,-0.0933228204956707,0,0,0,0,-0.375293633253869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637267263583755,0,0,0,0
X600036.CH.EQUITY,0,0.439100182721122,-0.0510151269077321,0,0,0.0198193244589389,0,0,0,0.0813558097586526,0,0.512870279391242,0,0,0,0,0.0144694037934007,0,0,0,0,-0.190558603338725,0,0,0.191107073285669,0,0,0.0344933845975133,0,0,0.0470674443975253,0,0,-0.0701297057951046,0,0,0,0,0,0,0,0,0.18090800190073,0,0,0,0,0,0,-0.442343602412999
X1299.HK.EQUITY,0,0,0,0,0.17414124776623,0,0,0,0.0223613473302005,0,0,-0.164185299014736,0,0,0.0534016382963895,0.0323894124260378,0,0,0.0262351954026127,0,0,0.187503105544638,0,0,0,0.143251636490179,0,0,0.0209134179893944,0,0.18925048533433,0,0,0,0,0,0.0479856392631129,-0.0168186187878091,-6.93889390390723e-18,0,0,0,-0.165564949317468,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.133227262463291,0.00251791740574857,0.0529976002662188,0,0,0,0,0,0,0.120239739465713,0,0,0.402781596939717,0,0,0,0,0,0,0.0334844522770995,0,0,0,0,0,0,-0.0296610979110664,0,0,0,-0.06485827552956,0,0,0,0,0.178942748798915,0,0,0,0,0,0,0,0,0.11688173034487,0,0,0,-0.0014596788965822
X601328.CH.EQUITY,0,0.118157092544291,0.0669112346176471,0.0428973718462049,0,0,0.546119484662499,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.209706532799369,0.249519134074632,0,0,0,0,0,0,0,0,0,0,0,-0.0137664657386055,-0.0371325476332862,0,-0.0332662604811718,0,0,6.93889390390723e-18,-3.46944695195361e-18,-0.361995440389297,0,0,-0.0273484166810069,0
