ticker,REIT Index,SPX INDEX,USGG3M INDEX,VIX INDEX,MOODCBAA10YRSPD,USGG3M10YR
2016-01-04,1491.54,2012.66,0.1627,20.7,3.2372,2.0801
2016-01-05,1520.63,2016.71,0.1983,19.34,3.2643,2.0374
2016-01-06,1514.19,1990.26,0.1983,20.59,3.2698,1.9719
2016-01-07,1484.37,1943.09,0.1983,24.99,3.2945,1.9472
2016-01-08,1464.34,1922.03,0.1933,27.01,3.3244,1.9223
2016-01-11,1472.53,1923.67,0.1882,24.3,3.2946,1.9872
2016-01-12,1462.59,1938.68,0.2085,22.47,3.3068,1.8947
2016-01-13,1440.9,1890.28,0.2187,25.22,3.2673,1.874
2016-01-14,1440.03,1921.84,0.2441,23.95,3.3726,1.8433
2016-01-15,1424.19,1880.33,0.2289,27.02,3.3753,1.8058
2016-01-18,1424.19,1880.33,0.2289,27.02,3.3753,1.8058
2016-01-19,1432.5,1881.33,0.239,26.05,3.3544,1.8166
2016-01-20,1393.94,1859.33,0.2594,27.59,3.4276,1.723
2016-01-21,1403.7,1868.99,0.2798,26.69,3.4389,1.7513
2016-01-22,1442.3,1906.9,0.295,22.34,3.4381,1.7569
2016-01-25,1430.9,1877.08,0.2849,24.15,3.4688,1.7163
2016-01-26,1461.66,1903.63,0.3103,22.5,3.4758,1.6839
2016-01-27,1435.98,1882.95,0.3154,23.11,3.4807,1.6839
2016-01-28,1427.41,1893.36,0.3256,22.42,3.5016,1.6528
2016-01-29,1457.96,1940.24,0.3103,20.2,3.4991,1.6106
2016-02-01,1459.67,1939.38,0.3001,19.98,3.5114,1.6485
2016-02-02,1444.38,1903.03,0.3358,21.98,3.5152,1.509
2016-02-03,1453.61,1912.53,0.3307,21.65,3.5139,1.5554
2016-02-04,1454.95,1915.45,0.29,21.84,3.5605,1.5495
2016-02-05,1423.59,1880.05,0.2899,23.38,3.5443,1.5458
2016-02-08,1382.09,1853.44,0.2645,26,3.5317,1.4838
2016-02-09,1359.43,1852.21,0.3052,26.54,3.554,1.4208
2016-02-10,1367.43,1851.86,0.3052,26.29,3.6019,1.3629
2016-02-11,1349.34,1829.08,0.2798,28.14,3.6009,1.3793
2016-02-12,1365.28,1864.78,0.2798,25.4,3.5919,1.4683
2016-02-15,1365.28,1864.78,0.2798,25.4,3.5919,1.4683
2016-02-16,1390.58,1895.58,0.2798,24.11,3.5977,1.4925
2016-02-17,1402.67,1926.82,0.3001,22.31,3.611,1.5189
2016-02-18,1415.2,1917.83,0.29,21.64,3.6304,1.4496
2016-02-19,1420.97,1917.78,0.2899,20.53,3.5751,1.455
2016-02-22,1436.77,1945.5,0.3001,19.38,3.5882,1.4517
2016-02-23,1431.91,1921.27,0.3205,20.98,3.5975,1.402
2016-02-24,1432.49,1929.8,0.3307,20.72,3.5616,1.4177
2016-02-25,1459.63,1951.7,0.3205,19.11,3.5543,1.3952
2016-02-26,1452.46,1948.05,0.3103,19.81,3.5577,1.452
2016-02-29,1451.3,1932.23,0.3154,20.55,3.5553,1.4193
2016-03-01,1490.72,1978.35,0.3256,17.7,3.5451,1.4993
2016-03-02,1502.02,1986.45,0.295,17.09,3.4994,1.5456
2016-03-03,1508.67,1993.4,0.2747,16.7,3.4663,1.559
2016-03-04,1509.37,1999.99,0.2645,16.86,3.4359,1.6096
2016-03-07,1512.51,2001.76,0.2747,17.35,3.3943,1.631
2016-03-08,1497.55,1979.26,0.3001,18.67,3.3813,1.5286
2016-03-09,1504.91,1989.26,0.3001,18.34,3.384,1.5759
2016-03-10,1500.15,1989.57,0.3103,18.05,3.2977,1.622
2016-03-11,1535.5,2022.19,0.3154,16.5,3.2561,1.6685
2016-03-14,1534.5,2019.64,0.3154,16.92,3.2308,1.6438
2016-03-15,1535.37,2015.93,0.3307,16.84,3.1901,1.6392
2016-03-16,1553.07,2027.22,0.295,14.99,3.2519,1.6131
2016-03-17,1575.8,2040.59,0.2798,14.44,3.2142,1.616
2016-03-18,1569.18,2049.58,0.2849,14.02,3.1768,1.5883
2016-03-21,1556.51,2051.6,0.3001,13.79,3.1545,1.6154
2016-03-22,1557.22,2049.8,0.2951,14.17,3.0997,1.6452
2016-03-23,1548.19,2036.71,0.3001,14.94,3.0714,1.5785
2016-03-24,1549.82,2035.94,0.2798,14.74,3.07,1.6202
2016-03-25,1549.82,2035.94,0.2798,14.74,3.07,1.6202
2016-03-28,1562.66,2037.05,0.2645,15.24,3.054,1.6215
2016-03-29,1595.61,2055.01,0.2238,13.82,3.0965,1.5797
2016-03-30,1592.27,2063.95,0.1933,13.56,3.1172,1.6295
2016-03-31,1601.33,2059.74,0.1983,13.95,3.1313,1.5704
2016-04-01,1601.49,2072.78,0.2238,13.1,3.1195,1.5467
2016-04-04,1599.69,2066.13,0.1933,14.12,3.1182,1.5685
2016-04-05,1589.46,2045.17,0.2136,15.42,3.0899,1.5065
2016-04-06,1594.47,2066.66,0.2289,14.09,3.0851,1.526
2016-04-07,1584.37,2041.91,0.2289,16.16,3.0711,1.46
2016-04-08,1595.52,2047.6,0.2238,15.36,3.0733,1.4929
2016-04-11,1591.75,2041.99,0.2136,16.26,3.0546,1.5118
2016-04-12,1602.65,2061.72,0.2238,14.85,3.0439,1.5523
2016-04-13,1597.66,2082.42,0.2238,13.84,3.0161,1.5401
2016-04-14,1588.16,2082.78,0.2187,13.72,2.9981,1.5732
2016-04-15,1599.33,2080.73,0.2187,13.62,2.9982,1.5331
2016-04-18,1606.32,2094.34,0.2034,13.35,2.9989,1.5677
2016-04-19,1607.68,2100.8,0.2085,13.24,2.9649,1.5766
2016-04-20,1582.9,2102.4,0.2238,13.28,2.935,1.6212
2016-04-21,1555.31,2091.48,0.2289,13.95,2.929,1.6321
2016-04-22,1572.88,2091.58,0.2289,13.22,2.8922,1.6589
2016-04-25,1584.48,2087.79,0.2492,14.08,2.8772,1.6636
2016-04-26,1591.29,2091.7,0.2441,13.96,2.8629,1.683
2016-04-27,1588.8,2095.15,0.234,13.77,2.8792,1.6168
2016-04-28,1584.78,2075.81,0.2085,15.22,2.9057,1.6158
2016-04-29,1572.09,2065.3,0.2085,15.7,2.8567,1.6248
2016-05-02,1596.74,2081.43,0.1882,14.68,2.8677,1.6841
2016-05-03,1595.11,2063.37,0.1983,15.6,2.8637,1.598
2016-05-04,1618,2051.12,0.1882,16.05,2.8648,1.587
2016-05-05,1623.08,2050.63,0.1882,15.91,2.8747,1.5571
2016-05-06,1639.4,2057.14,0.1933,14.72,2.8811,1.5856
2016-05-09,1653.51,2058.69,0.2136,14.57,2.9093,1.5371
2016-05-10,1655.38,2084.39,0.2441,13.63,2.8987,1.5172
2016-05-11,1621.55,2064.46,0.2543,14.69,2.8933,1.4824
2016-05-12,1632.65,2064.11,0.2645,14.41,2.9084,1.4871
2016-05-13,1617.47,2046.61,0.2645,15.04,2.9099,1.4356
2016-05-16,1633.26,2066.66,0.2645,14.68,2.8967,1.4888
2016-05-17,1604,2047.21,0.2849,15.57,2.8777,1.4874
2016-05-18,1582.44,2047.63,0.295,15.95,2.8862,1.5588
2016-05-19,1565.55,2040.04,0.3001,16.33,2.8513,1.5486
2016-05-20,1577.57,2052.32,0.3052,15.2,2.8716,1.5332
2016-05-23,1577.93,2048.04,0.3205,15.82,2.865,1.5145
2016-05-24,1596.71,2076.06,0.346,14.42,2.8471,1.5169
2016-05-25,1597.69,2090.54,0.3256,13.9,2.8736,1.5408
2016-05-26,1600.03,2090.1,0.2849,13.43,2.8618,1.5433
2016-05-27,1608.34,2099.06,0.3103,13.12,2.849,1.5407
