ticker,GDBR1 INDEX,MXEU0RE INDEX,SXXP INDEX,V2X INDEX,BTPSDBR10,EUAggCorp10,DBR0110
2016-01-04,-0.381,164.88,356.66,26.998,0.983,0.8537,0.947
2016-01-05,-0.397,166.93,358.88,26.2087,0.959,0.8592,0.937
2016-01-06,-0.404,164.82,354.35,26.309,0.979,0.8881,0.907
2016-01-07,-0.397,160.76,346.51,29.7899,1.014,0.8986,0.936
2016-01-08,-0.403,158.41,341.35,30.4005,1.014,0.9073,0.917
2016-01-11,-0.399,158.59,340.23,30.2182,1.044,0.9042,0.94
2016-01-12,-0.4,159.84,343.22,28.5388,1.08,0.9347,0.933
2016-01-13,-0.391,160.4,344.63,28.1348,0.99,0.897,0.958
2016-01-14,-0.389,157.75,339.42,29.939,1.002,0.9398,0.963
2016-01-15,-0.384,154.05,329.84,34.5856,1.026,0.9747,0.924
2016-01-18,-0.38,153.07,328.64,34.325,1.028,1.0179,0.917
2016-01-19,-0.381,154.21,332.93,30.7571,1.01,1.0079,0.93
2016-01-20,-0.394,149.96,322.29,35.1133,1.168,1.0843,0.876
2016-01-21,-0.425,152.73,328.51,31.7894,1.112,1.0887,0.876
2016-01-22,-0.421,159.26,338.36,28.3356,1.09,1.0197,0.905
2016-01-25,-0.396,159.75,336.27,28.4443,1.088,1.0137,0.867
2016-01-26,-0.403,159.59,339.2,28.1187,1.062,1.0229,0.849
2016-01-27,-0.42,158.17,340.24,27.7832,1.055,1.0122,0.863
2016-01-28,-0.413,157.11,334.89,29.8315,1.11,1.018,0.817
2016-01-29,-0.445,161.68,342.27,27.389,1.09,1.0342,0.77
2016-02-01,-0.436,162,341.61,27.3303,1.118,1.0424,0.787
2016-02-02,-0.455,159.69,334.59,29.1542,1.18,1.0918,0.762
2016-02-03,-0.467,160.09,329.43,30.7369,1.163,1.1214,0.742
2016-02-04,-0.457,158.29,328.76,29.6423,1.231,1.1161,0.76
2016-02-05,-0.461,155.69,325.9,30.0529,1.259,1.1239,0.757
