,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.287630681589162,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360368648752673,0,0,0,0,0,0,0,0,0,0.317571170266577,0,0,0,0,0,0,0.140936487073578,0.135665292263666,0,0.0507466990865195,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0352813536893086
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.290252212574931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999391986289798,0.0463064736585071,0.0954547279340876,0,0.0883468960095745,0.0275760686671588,-1.73472347597681e-18,0,0,0,0.257972644426189,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,-8.67361737988404e-19,0,0,0,0,0,0.252158916320425,0,0.0514338060363615,0.148976947822278,0,0.140103482320181,0,0,0,0.0323888389579848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179975509842093,0,0,0,0,0.0258759928693454,0,0,0,0,0,0,0,0,0.155136142299877,0,0,0,0,0
X600015.CH.EQUITY,0,0.0910680987347103,0,0,0,0,0.256892956116434,0.227683493015394,0,0,0,0,0.146539826481693,0.170967376336398,0,0,0,0,0,-0.0405371297679866,0,0,-0.0449581127963938,0,0,0,0,-0.115064468023953,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-6.93889390390723e-18,0,0,0,0,0.272157697031065,0,0,0,0,0,0,-0.0409517508099221
X600016.CH.EQUITY,0,0,0,0,0,0,0.0779484921780035,0.0730724878570273,0.121967222901034,0.118466094679022,0.311969162831753,0.0630436528236354,0,0,0.0438102187671904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924609250578744,0,0,0,0.164620730691055,0,0,0,0,0,0
X600036.CH.EQUITY,0.0512694822848152,0.357262210023543,0,0,0.0276598182086279,0,0.14632880652999,0,0,0,0,0,0,0.0258751301235978,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0407452855507309,0,0,0,0,0,0,0,0.0580958968608938,0.153272971187215,0.0531150539118558,0,0.187032396322434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.128708533018268,0.0060801288575534,0.360623554901937,0,0,0.0479433521216383,0.044331179272749,0.0122353105888628,0,0.224622225167707,0,0,0,0.031400503378269,0,0,0,0.0921639658421923,0,0,0,0,0,0,0,0,0,0,0,0,0.0252943388943756,0,0,0,0,0,0.022648132817884,0,0.0554696414683521,0,0,0,0,0,0,0,0,0,0.0124738452457202
X601169.CH.EQUITY,0,0.0659338007069867,0,0.497459544247735,0,0,0,0,0,0,0,0,0,0.0793828573494076,0,0,0.058308409613602,0,0,0,0.116860193630005,-0.0230203418005051,0,0,0,0.150169761352992,0,0,0.0191590534012306,0.122812667015266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693325102114639
X601229.CH.EQUITY,0.00701745588594278,0.0219385623777132,0.11377177160968,0,0.0610309692323758,0,0.163382103130933,0,0,0,-0.209830265618042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22966515643347,0,0,0.252562256584891,0,0,-4.33680868994202e-19,0,0,0,0,0.104428500474214,0,0,0,0,0,0,0.0430822956689963,0,0,0,-0.0691859079132062
X601288.CH.EQUITY,0,0,0.189652956882728,0,0.0454510683206039,0,0,0,0,0,0,0.296152676674116,0,0.0954234602847291,0.174304399552591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120897939595417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0443859740731554,0,0,0,0,0,0.348362120475642,0,0.248562657118315,0.146593823136426,0,0,0,-0.0235029314302507,0,0,0,0,0.10128821777578,0,0,0.109624744949231,0,0,0,0.0384153050641751,0,0,0,0,0,0,0,0,0,0,0,0,0.025599820349311,0,0,0,0,0,0,0,0,-0.0255749046434189,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0171511283034839,0.235437105230276,0,0.0334979668066483,0.330113343593078,0.0239904606858808,0.0553343544796216,0,0,0,0,0,0.00113736228834896,0,0,0,0,0,0,0,0,0,0.047754393577423,0,0,0.0472703126692092,0,0,0.0165293824521171,0,0,0,0.0477553329017778,0,0,0,0,0,0,0,0,0.154082250214905,-0.0731626822503213
X601818.CH.EQUITY,0.0506937558120056,0,0,0,0,0,0.240829898820044,0,0,0.123398624863788,0.14137722622495,0.224564466194016,0,0.0647205703858938,0,0,0,0,0,0,0,0,0,0,0,0,0.0389913165425563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633207933540979,0,0,0,0,0,0,0,0,-0.107783088503964,0
X601939.CH.EQUITY,0,0,0.107509138584068,0.0618617260799964,0,0,0,0,0,0.24991593244273,0.0209465991982309,0.415527826921686,0,0,0,0.17668127636532,0,0,0,0,0.0619268501329426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178835681018786,-0.0259285199770762,0,0,0,0,0,0,0,0,0,0,-0.0490900549493649
X601988.CH.EQUITY,0.101355356655205,0,0,0,0,0,0,0,0,0.376699503599617,0,0,0,0,0,0,0.357828895849078,0,0,0,0,0.106070071758167,0,0,0.269757641096038,0,0,0,0,0,0,0,0.0296152187801555,0,0,0,0,0,0,0,-0.593213791516215,0,0.0740169953750748,0,0,0,0,0,0,0,0,-0.17170389047135
X601998.CH.EQUITY,0,0,0.153752835015739,0,0,0,0,0.283973077431498,0,0,0.0502500179043,0,0.0937148639041633,0.285450002706543,0.0717029814185844,0,0,0,0,0.0332006038887402,0.101079818145821,0,0,0,0,0,0,0.0259355544197007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069587228226298,0,0,0,0,0,0,0,0,0,-0.0234685889436435
X601658.CH.Equity,0.225912676663196,0,0.20755231018772,0,0,0,0,0,-0.0367615358512223,0.0229322014492987,0,0,0,0,0.125238480037608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126014605248327,0,0.087825688697971,0,0,0,0,0,0,0,0.122904308605475,0,0,0,0.271074141417756,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0275469695092139,0,0,0,0,0,0,0,0,0,0,0,0,0.228221755361229,0.283424133772679,0,0,0,0,0,0.0956177137997244,0,0.00617327809974414,0,0,-0.00851038752121563,0,0,0,0,0.261140988337871,0,0,0,0,0,0,0,0,0,0.0636267100207378,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132708384009886,0,0,0.0736624902861063,0,0.0967013695066836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237458482921848,0,0,0,0,-0.0114434446998631,0,0,0.198941955897249,0,0,0,0,0.269159287601022,0.0233939629310022,0
