,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.0931398371809082,0.177432879465389,0.294203377081427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180195491945852,0,0,0,0,0,0,0,0,0,0,0,0.0229229615143773,0,0.094803436017758,0,0.0280598615659098,0,0.0702719924086549,0,0,0,0,0,0,0.0984390322231917,0,0.0212671572990188,0,0,0
X002142.CH.EQUITY,0.372260008841974,0,0,0,0,0,0,0,0.0691625846446388,0,0,0,0,-2.77555756156289e-17,0,0,-0.0152421975898379,0,0,0,0,0,0,0.272591431586849,0,0,0,0,0,0,0,0.0607029525750138,0,0.0983310166500265,0,0,0,0,0,0,0,0,0.164496903505045,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0145286114359057,0,0,0,0.186667188804909,0.0314654705241128,0,0,0,0.147096993098775,0,0,0,0,0,0,0,0,0,0.0986595295198062,0,0,0,0,0,0,0,0,0.0471724705255976,0,0.172182527690916,0,0,0.102135056509303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.468183684411661,0,0,0.372261961769079,0.0442807423900075,0,0,0,0,0,0.0506046857286122,0.0807163283827631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00906138897622943,-0.0320934272973131,0,0,0,0.00498937276351326,0,0,0,0,0.0458938565628832,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.113108172805945,0,0,0.128078088872807,0,0.0571451233551535,0.0859481366156878,0.328019387638696,0,0,0,0.00723052715502801,0.183493231292221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00875811647501633,0,0,0,0,0,0,0.0389509561536265,0,0,0,0
X600036.CH.EQUITY,0.347998965399228,0,0.289715407506059,0,0,0,0.100223123297185,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0542904157526151,0,0,0,-0.034120336015932,0,0,0,0,0,0,0.0957637927456106,0.0990691965182931,0,0,0.00585000516615101,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0363947875852775,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.190226760368939,0.128454366214497,0,0,0.0514395246153843,0.107554258090285,0,0,0,0,0,0,0,0.0792161986898201,0.189979662652694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103243246424552,0,0,0,0,0,0,0,0,0,-0.00863879747846123,0,0,0,0,0,0,0,0,0,0.051716638267718,0
X601169.CH.EQUITY,0,0,0,0.0731246157448506,0.0611165535064797,0.144250381746641,0,0,0,0,0,0,0,0,0.171937493739648,0.0024417678629723,0,0,0,0,0.262537804899906,0,0.051148516179672,0,0,0,0,0,0.036119419807211,0,0,0.0455685659921446,0,0,0.0410733919170902,0,0,0,0,0,0,0,0,0,0,0.0068645408556395,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0252986116245844,0,0,0,0,0,0,0.163206405862064,0.0481986732871497,0.162703456473083,0,0,0,0,0,0,0,0,0,0,0,0.348541737641152,-0.00924946749230314,0.214665657136568,0,0,0,0,0,0,0,0,0,0,0.104003127206492,0,0,0,0,0,0,0,-0.0641422092548366,0,0,0,0,0
X601288.CH.EQUITY,0.0559526882477539,0,0,0,0,0,0,0,0,0,0.176278619049504,0.436896126828249,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0459753842356353,0,0,0,0,0,0,0,0,0.127639377612021,0,0,0,0,0,0,0.0866115663388929,0,0.117988248624897,0,0,0,0.0424609145008153,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.112398720080943,0,0.0219054365161955,0.00961981704174827,0,0.22481098523616,0.164898284962434,0,0,0,0.0784644277797443,6.93889390390723e-18,0,0.101823883075551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141861971388882,0,0,0,0,0.000936878570733392,0,0,0.112537237737859,0,0,0,0,0,0,-0.0217942197638719,0,0.0326007972976737,0.0188481639477256,0,0,-8.67361737988404e-19
X601398.CH.EQUITY,0.0686076575580612,0,0,0,0,0.0664880509424465,0,0,8.67361737988404e-19,0.0480818640780558,0,0,0,0.563650952985001,0,0,0.0467483740029232,0,0.0303056966014784,0,0,0,0,0,0,0,0,0,0.0620523462404909,0,0,0,0.0178739597402838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.0706472878439463,0,0.0838216183707671,0,0,0.103234188461811,0.182180201027916,0,0.0283256821129215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.128966319972725,0,0,0,0.0974113419840776,0,0.0650786242826342,0,0,0,0,0,0.195189093486396,0,0,0,0,0
