,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.171770558367275,0.158782527274492,0,0.014298207657291,0.117734299604704,0,0,0,0,0,0.0608772950673281,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00648255825162383,0,0,0,0,0,0,0,0,0,0.156917173198023,0,0,0.127053014147427,0,0,0.0510453952056856,0,0.0127553839076048,0,0,0,0,0,0.0370705531653409,0,0,8.67361737988404e-19,0.0462740356709012,0,0
X002142.CH.EQUITY,0.191286756320949,0,0,0.131540988828202,0.490856269246616,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0901088697735752,0,0,-0.348015348879913,0,0,0,0,0,0.122080048617279,0,0,0,0.169407758154806,0.211799775733888,0,0,0.294749434509634,0,-8.67361737988404e-19,-0.0296810163249079,0,0,0,0,0,0,0,0,0,0,-0.234844176877231,0,0,0,-0.0650283540885317
X600000.CH.EQUITY,0,0,0,0,0.110345451961645,0,0,0,0,0,0,0,0.428774182214824,0,0,0,0,0,0,0,0,0,0,0,0,0.254832003445785,0,0,-0.00834801139057262,0,-0.0449538927504048,0,0,0,0,0,0,0,0,0.694621658501248,0,-0.130434798149813,3.46944695195361e-18,0,0,0,-0.0329745381698666,0,0,0,0,0
X600016.CH.EQUITY,0,0.278594151026141,0,0,0,0.149268008490235,0,0,0,0.120848060576201,0,0.0292543893110417,0,0,0,0,0,0.0805965924527008,-0.000233630965861072,0,0.289372974758861,-0.264923878842517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743496990569082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.178540609078233,0.125575930546504,0,0,0,0,0.0196149056862299,0,0,0,0,0.381993087543159,0,0,0,0,0.191282518918149,0.0199637522631083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150399145147807,0,0,0,0,0,0,0,0,0,0,0.00716183059361498,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0180090128327273,0.0665931521684099,0.131520413271011,0,0.473750135449051,0,0,0,0,0.130026322822777,0,0.157036890332702,0,0.0541052441793757,0,0,0,0,0,0,0,0,0,0.00289155796569591,0,0,0,-0.00375899172135487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148271345664444,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0387960057911698,0,0,0,0,0,0,0,0,0,0,0,0.786932210381804,0.0579362384847617,0,0,0,0,-4.33680868994202e-19,0.0128055009398035,0,0,0,0,-0.0256427825938447,0,0.0411556793609146,0.0147655382509487,0,0,0,0,0,0,0,0,0,0.0688582168879164,0,0,0,0,0,0,0,0,0,0.0243808225250339,0,0,0
X601229.CH.EQUITY,0,0,0.00983344523350461,0,0,0,0,0,0,0,0.702578643574144,0,0,0,0,0,0,0,0.545528621270307,0,0,0,0,0,0,0,0,0,0.166045492320395,0,0,0,0,0,0,0,0,-0.0764326592548334,0,0,0,0,-0.288297858723942,0,0,0,0,-0.0955537555691025,0,0,0.0718091536525409,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0377588961493275,0,0.896416162641042,0,0,0,0,0.0237054304260675,0,0,0,-0.027053590132462,0,0,0,0,0,0,0,0,0,0,0.134365788561914,0,0,-0.0778395606215772,0,0,0.042277686838358,-0.0885762409090711,0,-0.022862947695377,0,0,0,0,0,0,0,0,-0.0481338194763246,0
X601328.CH.EQUITY,0,0,0.0289019265633842,0.373613050866133,0.113166572825015,0,0,0.243938695848161,0.0462631691341305,0,0,0,0,0.0204739796793171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.202001696719754,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.147741288180467,0,0.3271743254666,0,0,0,0,0,0,0,-0.0793787445294196,0,0,-0.27695836996619,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0742951954177952,0,0,0,-0.346860110949473,0.0126398566361073,0,0,-0.0538944331543128,0,0,0.431730614958078,0,0,0
X601818.CH.EQUITY,0,0,0.0825457518186377,0,0,0,0,0,0.279193857176478,0,0,0,0,0.0681105253148706,0,0,0,0,0,0.102149649530912,0,0,0,0,0,0,0,0,0,0.0518658831420646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000909845904460806,0,0,0,0
X601939.CH.EQUITY,0.0525306707109008,0.011167047483718,0.0885332383411547,0.00308373013632916,0,0,0,0,0.80793436936392,0,0,0,0,0,0,0,0,0.00779793284840882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649854957639695,0.018182733232105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.131124215141968,0,1.06898844225527,0,3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,-0.0379971943933,0,0,0,0,0,0,0,-0.0797530722452892,0,0,0,0,0,0,0,0,0,0,0,-0.0659172777230456,0,0,0,-0.11658421120572,0,-0.032542822695709,0,0,0,0,0,0,0,0,0,-0.0188463218827754
X601998.CH.EQUITY,0,0,0.0208165232690233,0,0,0,0.528654357320304,0,0,0,0.255378741262286,0,0,0,0,0,0,0,0,0,0.171447334896696,0,0,0,0,0,-0.013643613434894,0,0,0,0,0,0.117620829995567,0,0,0,0,0,0,0.0100666178506891,0,0,0,0,0,0,0,0,0,0,-0.0759331016592297,0
X601658.CH.Equity,0,0,0.0284978646508211,0,0,0,0,0,0.271260350434506,0,0,0,0,0,0,0,0,0,0,0.00693740619841138,0,0,0,0,0,0,0,0,0,0,0,0,0.233432232723103,0,0,0,0,-0.0327549267862597,0,0,0.0503808755455888,0,-0.0842619816277923,-0.145894683734394,0.346845196950593,0,0,0,0,0,0,0.108387859422119
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0544247266147828,0,0,0,0,0,0,0.191678247421275,0.362223063076391,0,0,0,0,0,0.0923090074898698,0,0,0,0,0,-0.102107716834759,0,0,0,0.0355440522877207,0,0.0651164445959114,0,0,0,0,0,0,0,0.00896708249170114,0.139546917490642,0,0,0,0,0.114761646825044,0
X2388.HK.EQUITY,0,0,0,0.0159760123278899,0,0,0,0,0.0440571306775998,0,0,0,0,0,0,0,0.271387354238767,0,0.113568778362413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564718526714983,0,-0.0979826735872425,0,0.0371571692248526,0,0.00334777900478994,0,0.0519438032574436,0,0.456615156070002,0,-0.0695702515224738
X5.HK.EQUITY,-0.0630305422485935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351108506153684,0.315909909613545,0,0,0,0,0,0,-0.179653729336773,0,0,0,0,-0.0302493247279737,0,0,0,0,0,0,0,0.0482457132848997,0.123330260755982,0,0,0.284452248522504,0,0,0,0,0,0,0.00599975627853705,0,0.147487902421868,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.025505083300022,0,0,0,0,0,0.0105740001692659,0,0,0,0,0.0569557747484008,0,0,0.18448810458591,0,0,0,0.243013687249925,0,0,0.154810134729675,0.141612490832016,0.0404282794354394,0,0,0.0892004372126728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0.16581811062766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070987269665471,0,0,0,0,0.0419136921501432,0,0,0,0.310110731176316,0,0,0,0.338792619155944,0.0179138463397821,0,0,0,0,0.00196046651706279,0,0,0.149584310118541,0,0,0,0,0,0,0,0,-0.0528788427321792,0
X002736.CH.EQUITY,0,0,0,0,0,0,0.122586993274767,0,0,0.164876520717904,0,0,0,0,0,0,0,0,-0.0262576088314376,0.022387834520907,0.0433520776018866,0,0.261801084047562,0.288952067784675,0,0,0,0.116544790835561,0,0,0.031631070586298,0,0,0,0,0,-0.057026048988687,0,0,0.0744249883519189,0,0.00411884192157103,0,0,-0.0149746186782816,0,0,0,0,0,0.0323512354028644,0
