,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.221283044195083,0,0,0.104646777750091,0,0,0,0,0,0,0,0.116713912335883,0,0,0,0,0.0248068860362489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120590973336022,0,0.0811820718400159,0.0918417147306809,0,0,0,0,0,0,0,0.0810416049162581,0,0.0443065730429436,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.181649507756311,0.486116386964211,0,0,0,0,0,0,0,0,0,0,0.185063646597663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458550483796574,0,0,0,0,0,0,0.167726452845853,3.46944695195361e-18,-8.4815313074075e-05,0,0,0,0,0,-0.105294060108454,0,0.0392332145187652
X600000.CH.EQUITY,0,0,0,0,0.0856830618242974,0.484437451959697,0,0.0179342927675449,0.170680648648383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041535700149583,0,0,0,0,0.0451945033668541,0,0,0,8.67361737988404e-19,0.0236697727554164,0,0.018929320462778,-0.0153573262468673,0
X600016.CH.EQUITY,0,0.0555373734094683,0,0,0,0.196350677382694,0,0.0102177061185073,0.160829800758558,0,0.0573289917052922,0,0,0,0,0,0,-0.16785007822586,0,0,0.17644114446358,-0.419235192814903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168232237459545,0.0789730854718542,0,0,0.00726253509074057,0.217893009337443,0,0,0,0,0
X600036.CH.EQUITY,0,0.43858460086398,0,0,0,0,0.0590282572225404,0.0739312412851572,0,0,0,0.300551414843342,0,0,0,0,0.021362698156081,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661070644585642,0,0,0.0658707991935042,0.0344745047749546,0
X601166.CH.EQUITY,0,0.044449314306833,0.122493663137519,0.0475765917679665,0,0,0,0,0,0,0,-3.46944695195361e-18,0.520580732585353,0.082884285886585,0.056010178372971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389340131328327,-0.0297943734735874,0,0.0122893311501233,0,0.0127286085867237,0,0,0,0,0.0263047758964428,0,0,0.0683994169728839,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.855825618819582,0,0,0,0,0,0,0,0.240844380348302,0,0,0,0,0,0,0,0,0,0,0.441121127686316,-0.252057755938317,0,0,-0.166068165051444,0,0,-0.0690754154690002,0,0,0,0,0,0,-0.181609885045203,0,0,0,0,-0.129018731804269,0,0,0.122278258856665,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.00448841552347662,0.00549132692037286,0,0.884955010664546,0,0,0,0,0.052970314878095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138879924771905,0,0,-0.0804905985573795,0,0,0.0486363708852064,-0.0983325547641282,0,-0.0442976487866502,0,0,0,0,0,0,0,-0.0360949250817754,-0.00929551377654445
X601328.CH.EQUITY,0,0,0.085944919937561,0.330068477825745,0,0,0.14523828218907,0.108681807369378,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489784458420572,0,0,0,0,0,0,0,0,0,0,0,0.0129440117560379,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00432275682702749,0,0,0,0,0,0,0,0,0,0,0,0.843915063446736,0,0,0,0,0,-0.0628340939774485,0,0,-0.113666783267745,0,0,-0.345138194802293,0,0,0,0,0,-0.130594433592744,0,0,0,0,0,0,0,0,-0.0864970051730939,-0.129935796379419,0.0550096602699614,0,0,-0.121317765670709,0,0,0.586981955239774,0,0,0
