,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.162897248553165,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.155493141433694,0,0,0,0,0,0,0,0,0,0,0,0.0773989655191493,0,0,0,0.35310813037911,0,0,0,0,0,0,0.085540764835209,0.124147767996659,0,1.38777878078145e-17,0,0.0217709560654017,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.39195639198523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591000527202862,0,0,-0.0524955591984353,0.174125903801005,0.047523237221989,0,0,0,0,0,0,0.181795106777858,0,0.0326402103684156,0,0
X600000.CH.EQUITY,0,0,0,0,0.200430972211822,0,0,0,0.134784359477835,4.33680868994202e-19,0.27073758347685,0,0,0,0,0.23169297389701,0,0,0,0,0,0.122428858041253,0,0,0,0,0,0,0,0.00686423085528881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0486671965993608,0,0,0,0.0374160890115235,0.470677269524723,0.15997169251649,0,0,0,0,0,0.106954748924876,0,0,0,0,0,-0.0702075037018925,0.0315764686145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881827956877362,0,0,0,0,0,0.229262810634793,0,0,0,0,0.0787868771301803,0,0.00685768443902877
X600016.CH.EQUITY,-8.67361737988404e-19,0,0.254968635926464,0.0100519349264157,0,0,0,0.137107042301685,0.181354048469066,0.10303217273904,0.141378687247067,0,0.0963818979406394,0.0126123807887965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05304981915608,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0498373387403914,0,0,0,0,0.351606686846488,0,0,0,0,0,0,0,0,0,0,0.00661943189975113,0,0,0.285736362127535,0,0,0.0531860529671654,0,0,0,0.112363380022723,0,0,0.0240579785051101,0.0150977725453818,0,0.0682242563387438,0,0,-2.71050543121376e-20,0,0,0,0,0.0324532114570526,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0901225546563912,0,0,0.118491145988868,0.0563831659642336,0.28489195244495,0,0.0553066822113329,0,0,0.076540312720473,0.0283450506984032,0.163622811336414,0.061377243193377,0,0,0,0,0,0,0.033671887900561,0,0,0,0.0182191401931288,0,0,0,0.02830095732923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188135842968918,0,0
X601169.CH.EQUITY,0,0.0417494683921831,0.0870912204236656,0.37180463494788,0.073502776747194,0,0,0,0,0,0,0,0,0.017729114456031,0,0.0912397648012812,0,0,0,0,0,0,0,0,0,0.239627906042096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888286260215754,0,0,0,0,0,0,0,0,0,0.00813909794560295,0
X601229.CH.EQUITY,0,0.0439299779676583,0.3648133498667,0,0,0,0,0,0,0,0,0,0,0,0,0.0322904845159132,0,0,0,0,0,0.179537043908121,0,0,0.211360146790404,0,0,0,0,0,0,0,0,0,0,0.00753495502512581,0,0,0,0,0.122820490339906,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0761738741911,0,0,0.292127032851877,0,0.15898345406708,0.124973527339159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243142962985277,0.0382671935979631,0,0,0.163553175346146,0.000709748235814887,0,0,0,0,0.109932288629096,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0740847900459701,0,0.0790779055417493,0,0,0,0.181733168716129,0.0530223814940473,0,0.238016409787569,0.1313961180655,0,0,0,0,0,0,0,0,0,0,0,0,0.175731808909742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114968826119908,0.000668948243828921,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0.0265539987811963,0,0,0,0,0,0,0,0,0.299130725591163,0.11661362315147,0,0,0.338137255653105,0,0,0,-0.0264107688020236,0,0,0.0348197966735874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178816705584791,0,0.0584845140137207,0,0,0,0,0,0,0,0,0,0,0.141193966223358,-0.0399580566605404
X601818.CH.EQUITY,0,0,0,0.0735335013789016,0,0,0.234838628495482,0,0,0,0,0,0,0.0757450863947109,0.0850989469910101,0.332108237052874,0,0,0,0,0,0,0,0,0.00894038774446975,0,0,0,0,0,0,0,0.0309626821664591,0,0,0,0,0,0,0,0,0.153489193009193,0,0,0,0,0,0,0,0,-0.000732462124987752,0
X601939.CH.EQUITY,0,0,0.208080475475751,0.219192946671151,0,0,0,0,0,0.200715380737505,0,0.39517666670185,0,0,0,0,0.00715530552876143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115502125548216,0,0,-0.0522694855447404,0,0,0,0,0,0,0,0,0,0,-0.0263724494325919,0
X601988.CH.EQUITY,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.367808147526587,0,0,0,0.136813713427195,0,0,0.267888395804379,0,0,0,0,0,0,0.0650128670682378,0.179938007882534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802356053961687
X601998.CH.EQUITY,0,0,0.0723329317046824,0,0,0,0,0.419955159960449,0,0.0274016552417243,0.108407551312451,0,0.0373096998835978,0.14662843479873,0.121566139696714,0,0,0,0,0.0149094546047654,0,0,0,0,0,0,0,0,0,0,0,0,0.0087294672104953,0,0,0.0683940178814052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331122529414446,0.0610812469724385,0,0,0,0,0,0,0,0,0.150000882248119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5411913278796,0,0.154853687295814,0,0,0,0,0,0,0.0803537059148133
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890165284191281,0,0.541078420026368,0.312532061189932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186742469757012,0,0.070977697086898,0,0,0,-0.216916429383702,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,-3.46944695195361e-18,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.00810090916638485,0,0.0116833778684606,0.28525925133018,0,0.0604613055825815,0,0.0241003097881791,0,0,0,0,0,0,0,0,0.300927360396825,0,0,0,0,0,0.152804876355744,0,0,0,0,0,0,0,0.112109737030198,0,0,0,0,0,0.107393474693266,0.034477418977075
X5.HK.EQUITY,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.163946764425002,0,0,0,-0.131770341413552,0,0,-1.73472347597681e-18,1.14615951444805,-0.765800225171188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461848209243177,-0.0137061768792205,0,0,0,0,0,0,0,0.492350090921228,0,0,0.0998989199331214,0
X2886.TT.EQUITY,0,0.0780354168354473,0,-3.46944695195361e-18,0,0.477142346700527,0,0,0,0,0,0,0,0,-0.147549684247257,0,0.0390629383691401,0,0,0.0160925759600744,0,0,0,0,0,0,0,0,0,-0.108611002410968,0,0,0,0,0,0,0,0.405527794851791,0,0,0,0,0,0.102424030018869,0,0,0.00133397550647996,0,0,0,0.378457256494324,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452370994075087,0.0073588489975278,0,0,0,0.193806591442989,0.275906859793442,0.332762068510399,0.149656077727501,0,0,0,0,0,0,0,0,0,0,0,0.049802907722293,0,0.0187755732750014,0,0,0,0,0,0,0,0,0,0,-0.000644940688640602
X000776.CH.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0631215677162981,0,0,0,0,0,0.142278029435702,0,0.0130699314737657,0.196007876716106,0.377630883489553,0,0,0,0.115240721259472,0,0.00405232077714162,0,0,0,0,0,0,0.0229888833096162,0,0,0,0,0,0,0,0,0.00843746665329513,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697477083546285,0,-0.0815767314842206,0,0,0.158347781348259,0,0.0223004644769418,0,0,0.609593621847169,0,0,0,0,0.194565058957155,0.0645305993650325,0,0,0,0,0,0,0,0,0,0,-0.014274028935857,0,0,0,0,0,0,0,0,0,0.0241401261856621
X600030.CH.EQUITY,0.049008565086346,0,0,0,0,0,0,0,0,0,0,0,0.0749713772667145,0,0,0,0,0,0,0,0,0.343466904194571,0.0213721501725264,0.0241262247913456,0,0,0.210157337467734,0.115056069840851,0.228832218163713,0,0,0,0,0,0,0,-0.0561460826624713,0,-0.00854535020087165,0,0,0,0,0,0,0,0,0,0,0,0.0386727663694932,0.0207346700431735
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556669119466244,0.0366699427928801,0,0,0,0,0.124184442440296,0.392823776254912,0,0,0,0,0,0,0.375433918629173,0,0,0.0258211702583492,0,0,0,0,0,0,0,0.0544314499185676,0,-0.124746463411511,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.00665064323645061,0,0,0,0,0,0,0,0,0.0841710241646846,0,0,0,0,0,0,0.0264478640176129,0.280074256351358,0,0,0.0524039947765857,0,0,0.196641173658505,0.183852581298948,0,0,0,0,0,0,0.141751006062687,0,0,0,0,0,0,0,0,0,0,0,0,0.0321176276077036,0,0
X601066.CH.EQUITY,0,-0.101393362744787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247273738829576,0,0,0.013612652658649,0,0,0.174428615139851,0.252109743897625,0.0413447381189555,0,0,0,0,0.594511657025119,0,0,0,0,0,-0.179809057469516,0,0,0,0,-0.0269387196157568,0,0,0,0,0.0767003319556962,0,0,0,0,0,0
