,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X600048.CH.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.00233083019244998,0,0,0.233565305911268,0,0,0,0,0,0,0.0289867063359931,0,0.149730645864093,0,0,0,0.0715796418729923,0.0876554542310653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0780730886925123,0.0729286564786858,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.142295475064909,0,0,0.0986188158222839,0,0.334022880005025,0,0,0.0267747209816502,0,0,0,-0.0145813382571492,0,0.0147827689710166,0,0,0,0,0,0,0,0.426142466414507,0,-0.18382169921559,0,0,0.129105045335438,0,-0.142552891936199,0,0,0,0,-0.124685152378392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206482363623257,0.0357717820331656,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0950593158911507,0,0,0,0,0,0,0,0,0.0370823410312765,0,0,0,0.466986841747598,0,0,0,0,0,0,0,0,0,0.127328121217892,0.127597184690621,0,0,0,0,0,0,0.210431314212349,0.0173208443911709,0,0,0,0,0,0,-0.03777854309459,0
X600015.CH.EQUITY,0,0,0,0,0.167654282657209,0,0.0100280358290867,0,0,0,0,0,0,0,0,0.135423504390799,0.193726778277297,0,0,0.196715203336444,0,0,0,0,0,0,0,0,0,0,0.00488575267601021,0,0,0,0.015910061787585,0,0.160917730923733,0,0,0,0.0944844800411403,8.67361737988404e-19,0,0,0,0,0,0,0,0.033725233310369,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41542994868136,0,0.0972073943025821,0,0,0,0.0273336116743492,0.396674320431677,0,0,0,-0.0158298709550342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793345411376112,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.182399523385477,0,0,0,0,0,0,0,0,0,0,0.247166913767567,0.180895341238106,0,0,0,0.103062252406963,-0.0279452355399985,0,0,0,0.165008676584948,0,0,0,0,0,0,0,0,0,0,0,0,0.184342050272564,0,0,0,0,0,0,0,0,0.0226480006669629,0,0.0723792114641886
X600919.CH.EQUITY,0,0.0914664141931602,0,0,6.93889390390723e-18,0.0444758296805074,0,0,0.113100386318945,0,0.201328969683984,0,0,0,0,0,0,0.0428453098267863,0.0271024381628335,0,0,0,0.38966018993235,0,0,0,0,0,0,0,0,0,0,0,0.0396120638769271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,-0.0268040387011718,0,0,0,0,0,0,0,0.423308650981626,0,0,0,0.0639840687048119,0,0,0,0,0.116409434984539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.244597463225869,0,0,0,0.105782280902323,0,0.071117709604287,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0.257371186671395,0.0489966968410002,0,0.368847462257861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977209003495347,0,-0.0530041711304882,0,0,0,0,0,0,0.156044243672337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727993079211264,-0.123382643608043
X601166.CH.EQUITY,0.189154433159086,0,0.0970433496576098,0.000314243714759614,0,0,0,0,0.309529068631722,0,0.254742205497232,0,0,0,0,0,0.0188769320441823,0.0724542201556628,0,0,0,0,-6.93889390390723e-18,0,0,-0.0808183345586052,0,0,-0.104208178594309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.101346554959741
