,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.217219033319118,0,0,0,0.000527773178945822,0.104434672433067,0,0.160941054987822,0,0,0,0,0,0,0,0,0,0,0.264028056089837,0,0,0,0.25692068770801,0,0,-0.1693750577505,0,0,0,0,0,0,0.103238673670666,0,0,0,0.126715263722744,0,0.0291576320415736,0,0,0,0,0,0,0,0,-0.214342679736025,0,0
X002142.CH.EQUITY,0.187008104015637,0,0,0,0,0.0498274345332366,0,0,0,0,0,0,0,0,0.274699278508056,0,0,0,0,0.0659866685579643,0,0,0,-0.0112506186904822,0,0,0,0,0.099183743058695,0,0.051351045214546,0,0,0,0,-0.151548413905954,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600186602170886,0,-0.0586758127813444
X600000.CH.EQUITY,0.0875923826292362,0.0403844789220584,0,0,0,0.263835770802848,0,0.102435574588157,0,0,0.373682082447128,0,0.15356882290342,0,0,0,0,0,0,0.132051800010557,0,0,0,0.0478580491012115,0,0,0,-0.0923678755917478,0,0,0,-0.0938713556601674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174577002419402
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.312387983616972,0,0,0,0,0.300124854519369,0.00553620245920452,0,0,0,0,0.0343211300436303,0,0,0.0649306380431345,0.0186309317293626,0,0,0,0,0,0,0,0.153251277387905,0,0,0,0.0485405912944793,0,0,0,0,0,0,0,0,0,0,-0.0467633126763883,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.225545706559908,0.0982322270622909,0,0,0,0,0,0,0.315862266097311,0,0,0,0,0,0,0,0,0,0.0706394998324709,0,0,0.0857666509259791,0.0824113978431136,0,0,0,0,0,0.034555007903018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421334005442198
X600036.CH.EQUITY,0.226734702543809,0.138030446440988,0.0656463185169272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088654888532108,0,0,0,0,0,0.0554164985270893,-0.0450480748949041,0,0,0,0.346243852395377,0,0,0.0279172457399605,0,0.0333771410221402,0,0.149946087912679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0393398528429537,0.0441059538412919,0,0,0,0.499670100186778,0,0,0,0,0,0.117395278010886,0.0835485788362528,0,0.0437511592269946,0,0,0,0,0,0,0,0,0,0.109042358942171,0,0,0,0,0,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.212283993613488,0.614147760805609,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.142362025407481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135934729017245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959366799169552,0,0,0,0
X601229.CH.EQUITY,0,0.0056601803039534,-0.18090170981884,0.318883415194888,0,0,0,0,0,0.318651124710412,0,0,0,0.173659179140485,0,0,0,0,0.220090778495772,-0.0450730424391742,0,0,0,0,0.228148971141824,0.117924556601839,0,0,0,0,0,0.129317845396137,0,0,0,0,0,0,0.0655688111712583,0,0,0,0,0,0.0971939788720177,-0.334813434155656,0,0,0,-0.0948413867606199,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,3.46944695195361e-18,0.185457802002495,0,0,0.508125190794668,0,0.13361124832398,0.0656726204692129,0,0,0,0.122274619934442,0,0,0,0.0780423995158862,0,0.0533946663506006,0,0,0,0.0158701724251685,0,0,0,0.0345066631908552,0,0,0,0,0,0,0,0,0,0,0,0,0.0752062429324149,0,0,0,0,0
