,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.233059598849667,0,0,0.0373718277775505,0,0,0,0,0,0,0,0.191484552878975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175153906424331,0,0,0.166602020263742,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0599202483259119,0.0689751511168037,-0.011748761284895
X002142.CH.EQUITY,0,0,0,0,0.476759478592025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202653236568003,0.0105590663972522,0,0,0,0.0399452639075761,0,0,0,0,0,0,0.0209276472348675,0,0,0,-0.188350351819924,0
X600000.CH.EQUITY,0,0,0,0.0606639486867769,0.0445216968631637,0.622056113612548,0,0,0,0,0,0,0,0,0,0,0,0.0485124086692172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106090418566649,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.205278271287106,0,0,0,0.209258633878524,0,0.0116217567517623,0,0,0,0.0479378265153971,0,0,0,0,0,0,0,0,0,0.0347568618233915,0,0,0,0,0,0,0,0,0,-0.0168219832395706,0,0,0.00761535694714189,0,0,0,0.230714931714134,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.218993608596242,0,0,0,0,0,0,0,0,0,0.283185855230341,0,0,0,0,0.0726672898069271,0.10483731531285,0,0,0,-0.0248488161631792,0,0,0,0,0,0,0,0,-0.0543067701676366,0,0,0,0,0,0,0.0972488560917607,0,0,0,0,0,0.00525466723921507,0,0,0,0,0,0.126442168853862,0.0090266985035024,0
X601166.CH.EQUITY,0.00540998993246796,0,0.425407531780424,0,0,0,0,0.119682805481758,0,0,0,0.109689791345082,0,0.0712564751072382,0.0126726080402018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852547692303056,0,0,0,0,0,0,0.0536969281079418,0,0.0363691227918,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.0763138147125741,0.095524756016264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.144149947635431,0,0,0,0,0,-0.0387652943036687,0,0,-0.121174272093773,0,0,0,0,-0.42902728398105,0,0,0.109120257285608,0.290967007610287,0,0,0,0,0,0.0667908836617324,0,0,0.038748790935863,0,0
X601288.CH.EQUITY,0,0,0.00334248866309775,0.0555804814692746,0.0581985566133937,0,0,0,0.429365194969758,0,0,0.188125136111219,0.340727157228467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055108970337923,0,-0.062254880975616,0,0,0,0,0,-0.010883733294285,0,0,0,-0.0304218504073276,0,0,0,0,0,0,0,0,0.0329643592762936,-0.00151454681928698,0
X601328.CH.EQUITY,0,0,0.124535094886862,0,0,0,0.0405389260062841,0.462063435151432,0,0.108467658917097,0.0160360913290365,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.11229617736945,0,0,0.031668899536981,0,0,-0.0168967594349117,0,0,-0.0143363372331931,0,0,0,0,0,0,0,0.111908799415524,0,0.0368957748681447,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00233963253232686,0,0,0,0,0,0,0,0,0,0,0,0.666891278140475,0,0,0,0,-0.134772436161076,0,0,-0.115980959703099,0,0,-0.212268587968339,0,0,0,-0.286379368872638,0,0,0,0.0293579384546725,0,0,0,0.111452094205375,0,0,0,0,0,0.175355939035625,0,0,0,0,0,0.149897494729158,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.0817986079944431,0,0,0.210620890710354,0,0,0.0226288125606387,0,0,0,0,0,0,0,0,0,0,0.153134908698586,0,0,0,0.0242938243583974,0,0,0,0,0,0,0,0,0.0938423354279411,0,0,0,0,0,0,0,0,0,0,0,-0.12713995102293,0
X601939.CH.EQUITY,0,0,0.290794601200304,0,0.0505069557882541,0.313616003077188,0,0.05933481174282,0,0.243311263052813,0,0,0,0,0,0,0,0.00705763030999903,0,0,0.100652475121164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378339835799834,0,0,0,0,-0.0812765890046256,0,0,0,0,0,0,0,1.0842021724855e-19
X601988.CH.EQUITY,0.0472098293946636,0,0,0,0,0.0548453166913556,0.00254912575483799,0.227125805566002,0,0,0,0,0,0.132453538893505,0.71045948004969,0,0,0,0,0,0,0,0,0,0,0.0304448438632619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269009776006339,0.167107082878157,0,0,0,0,0,0,0,0,0,-0.114207935231433
X601998.CH.EQUITY,0.0353730350726964,0,0,0,0,0.0341438689461689,0,0,0,0.269870493757859,0,0,0.0174252734924436,0,0,0,-0.00158265335744252,0,0,0.368340116433415,0,0,0,0,0,0,0,0,-0.0455853555720689,0,0,0,0,0.0863597874947093,0,0,0,0,0.0163115040381826,0.0439642613017364,0,0,0,0,0,0,0,0,0,0,-0.168154360826733,-0.0629248244071513
X601658.CH.Equity,0.0649342897521866,0,0.0110577154209253,0,0,0.052191890065297,0,0.12252225766426,0,0,0,0,0.0657714605046893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954733313021095,0,0,-0.0824513843195129,0,0.110996066285043,0,-1.73472347597681e-18,0,0,0,0,0.0408556947290731,0,-0.145636964399707,0,0.468206523393509,-0.133766126792433,0,0,-0.153640496287406,0,0,0.160870581626694
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.106877813898271,0,0,0,0,0,0,0.240683760351792,0.35946551518604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992537449879203,0,0,0.111604593767677,0,0.0711573778758505,0.000385073209450928,0,0,0,0,0,0.016987911384415,0,0.166043299793662,0,0,0,0,0.0542091520391205,0
X2388.HK.EQUITY,0,0,0,0,0.0695478413572141,0,0,0,0,0,0,0,0,0,0,0.181875090150722,0,0,0.00856006971366296,0,0,0,0,0,0,0,0,0,0,0,0.0815095184585602,0,0,0.0844085837928116,0,0,-0.0931788037428394,0.106321667604468,0,0,0,0,0,0.162373789748058,0,0.0334226372605173,0,0,0,0.310024248297366,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.258139733692822,0,0,0,0,0,0,0,0,0.788837073906877,-0.528019494834225,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168404559000859,-0.0553954206168412,0,0,0,-2.77555756156289e-17,0,0,0,0.57799256709987,0,0,0.026996153466139,-0.0913036602557556
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209152734094261,0,0,0,0,0,0.334782625785872,0,0.0657140903765734,0,0.198816689700009,0,0.00605404504793215,0.0219864769553321,0,0,0,0,0,0,0,0,-0.00822854346049958,0,0,0,0,0,0,0,0,0,0.144665248666402,-8.67361737988404e-19,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809692878961099,0,0,0,0.0297193284517041,0.0150460074871234,0,0.237806162775684,0.0271353858551132,0.014720126005822,0,0.423298999051079,0,0,0,0,0,0.110551711936033,0,0,0,0,0,0,0,0,0,0,0.0796936189956431,0,0,0,0,0.0120095469644972,-0.0754563301021218,0
X002736.CH.EQUITY,-0.0313939161242887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146884555373179,0,0,0.0739083546265155,0,0.0953370363869734,0,0,0,0.299310183022988,0,0.0592696984777285,0,0,0.0455689203932152,0,-0.047531818095417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502088608460124,0,0,0,0,0,-0.0898723485231842
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239885433335367,0,0,0,0,0,0.0732122567256947,0,0,0.0999007421172898,0,0,0,0,0,0,0,0,0,0,-0.0126891006780579,0,0,0,-0.289650555983403,0.145712216340786,0,0.361162832994666,0,0,0,-0.0607482042122426,-0.179055129110637
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485273784090862,0,0,0,0.294240996042096,0.0606768291941106,0.364244697194064,0,0,0,0,0,0,0.0767412914754015,0,0,0.00199642518508606,0,0,0.0259864416063945,0.032188320765215,0,0,0,0,0,0,0,3.46944695195361e-18,0.0105601865253767,0.0173321821696623
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104823303348328,0,0,0,0.155223399504443,0,0,0,0,0,0,0.0371959330544753,0.481072661547698,0,0.168766316581097,0,-0.0592343954131891,0,0,0.0579801263570236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.148231794563855,0,0,0,0,0.129782989456608,0,0,0,0,0,0,0,0,0,0.149355910928856,0,0,0,0.0436071844232595,0,0,0,0,0,0,0,0,0,0,0,0,-0.232418889010035,0.0304608126526593,0,0,0,0.00508029424386981,0,0.037943504217916,0.0881141036739829,0,0,0.0317159034600923
X601066.CH.EQUITY,0,-0.112540420826612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373359838021589,0,-6.93889390390723e-18,0,0.0722219941449472,0.592959502612486,0,0,0,0.147062380394731,0,0,0,0,0,0,0,0,0,-0.0880570743994534,0,0.00231673629525389,0,0,0,0,0.056922551133198,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0.100724194739781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834089917941871,0,0.110290006325547,0,0,0.0645592682543198,0,0.436497515576369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918171589700871,0,0,0,0,0.0736596578137812,0,0,-0.0511498775544042
X601688.CH.EQUITY,0,0,0,0,0,0,0.0369303255672406,0,0,0.0179069225597765,0,0,0,0,0,0,0,0,0,0.289701126068276,0,0,0,0.539155471018707,0,0,0.0773545382475529,0,-0.0311637127022946,0,0,-0.0117186370480547,0,0.0101134181062992,0,0,0,0.0528354496821803,0,0.0783590317214022,0.0017932253464588,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00933726436602409
X601788.CH.EQUITY,0,0.0234201785702673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131356911636808,0,0.132909139388553,0,0,0,0,0,3.46944695195361e-18,0,0.210920253761024,0,0,0,0.0879877057132721,0,0,0,0,0,0.0156263906252445,0,0,0.0145126555120966,0,0,0,0,0,0,0,0,-0.00907385890524554
