,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.239179252774238,0,0,0.0598520151568542,0.307894516202652,0,0,0,0,0,0,0.272083109314359,0,0,0.169014142241644,0,0,0,0,-0.0272878274572447,0,0,0,0,0,0,0,0,0,0.136445251360626,0,0,0.0367541627372142,0,0,-0.0154417715014282,0,-0.00987689764985658,0,0,0,0,0,0,0,-0.0316401467559778,-0.125512788979305,-0.318009442181782,0,0,-0.0319328460437416
X002142.CH.EQUITY,0.0252638383857651,0,0,0,0.133308954117352,0.167642592451248,0.00860084738776552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337098523373873,0.128341696595444,0,0,0,0,0,0,0,0.234411566417562,0,0,0,0,0,0,0,0,-0.0247489408793908,0,-0.0575643121272551,0,-0.0228880980724432,0,0,0,0,-8.67361737988404e-19,-0.0309704646299932
X600000.CH.EQUITY,0,0,0,0,0.10919452306782,0,0.0329062097124584,0,0.434893376200723,0,0,0,0,0.0844760186102406,0,0,0,0,0,0,0.0619731547307467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453614795709936,0.0240826310263037,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.241498880257475,0,0,0,0,0,0,0,0,0.0104862797046642,0,0,-0.0662020434980139,0,0,0,-0.0706496514988764,0,0,0,0,0,0,0,0,0.553566745730053,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.303419755652787,0.141843018401458,0,0,0,0,0,0,0,0,0,0,-0.0296278647597395
X600036.CH.EQUITY,0.086680294194977,0,0.234247435717399,0.292963475570483,0,0,0,0,0,0,0.0294588786001675,0,0,0,-0.0885529951974778,8.67361737988404e-19,0.122554545992251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939904728729198,0,0,0,0,0.0658932489274882,0,0,0.142367110211546,0,0,0,0.00985104460231141,0,0,0,0,0,0,0,-0.182622093042439,0
X601166.CH.EQUITY,0.18157556242337,0.198546503872356,0,0,0,0,0,0,0,0,0.364714702051457,0,0,0,0.05021354539539,0,0.0204351361838316,8.67361737988404e-19,0,-0.0193555653028246,0,0,0,0.0103823464010419,0,0,0,0,0,0,0,0,0.0161312979752685,0,0,0,0.00800552322891458,0,0.147368138526314,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.257035048337042,0,0,0,0.0941370809981978,0,0,0,0,0.14006905502676,0,0,0,0.0876778773494467,0,0,0.130156611084568,0,0,0,0,0,0,0.399962320115798,0.104094294584621,0,0,0,-0.196914646884607,0,0.397158260260563,0,0,0,0,0,-0.124149634288249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0211525154333679,0,0,0,0,0,0,0,0.0881568905276737,0,0.495848914714612,0.122953907203516,0.0934743922282331,0.0638663898027027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834501807099838,0,0,0,0,0.016269480379646,0,0.0481601393953996,0,0,0,0,0,0,0,0,0.0117690179613862,0,0,0.0404594009237844,0,0,0
X601328.CH.EQUITY,0,0,0.332063351091106,0.12463952128689,0,0,0,0,0,0.0124161062197576,0,0,0.0665833655878509,3.46944695195361e-18,0.152233254345398,0.0418648010111804,0,0,0.0556080897943247,0,0,0,0,0,0,0,0.0398417051671683,0,0,0,0,0,0,0,0.0485069805684974,0,0,0.0211105131084564,0,0,0,0,0,0,0,0,0.0812772054402342,0.042777488956468,0,0,0.0780658035017219,0
X601398.CH.EQUITY,0,0.00926714618306701,0,0,0.0354674409082038,0,0,0,0,0,0,0.281985941490419,0.311584308843066,0.157616566910679,0.0794903356968195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0355665431174411,0,0,0,0,0,0,-0.0274730387205776,0,0.120711465886411,0,0,0,0
