,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.26231174363052,-0.316844132910127,0,0.123671734532177,0.490095364071548,-0.0281288005815426,0,0,0,0,0,0,0,0,0,0,0.057564839525285,-0.17017185078311,0,0,0,0.136019401191771,0,0,0,0,0,0,0,0.228393403016881,0,0,0,0,0,0,0,0,0,-0.0523783282421176,0,0,0,0,0,-0.0893238091650646,0,0,0,-0.0850611657206503,0
X002142.CH.EQUITY,0,0,0,0,0.209878169447897,0.342012842003657,0,0,0,0,0,0,0,0,0.0336515793833737,-0.0441569049171099,0,0,0,0,0,0,0.0586627070925309,0,0.162985244736959,0,0,0,0,0,0,0.0140378493635536,0,0,0.160135110253771,0,0,0,0,0,-0.0346827451975135,0,0,0,-0.280461680160863,0,-0.0219611346026684,0,0,0,-0.00403953144958231,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.224652465311944,0,0,0.16161886841129,0,0,0,0,0.0447918973653888,0,0.0842905320939569,0,0,0,0,0.163830919874405,0,0,0,0,0,0,0,0,0,0,0,0.0472042295821131,0,0.0240146958215344,0,0,0,0.125305879645227,0,0,0.0265995440774009,0,0,0,0,0,0,0,-0.00794655822710652,0
X600016.CH.EQUITY,0,0,0.138358274511203,0,0,0,0.228022534973374,-0.0253075022696381,0,0.162090051330126,0,0,0,0,0,0,0,0,0,-0.362383081853632,0,0,0,0,0,0,0,0,0.493703023687084,0,0,0.150599708815446,0.0314844864818611,0,0,0,-0.127658108618336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.152409426506484,0,0,0,0,0,0.37485293018418,0,0,0,0,0.0863686086384127,0,0,0.1143230686844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719601981094346,0,0,0,0,0.114135801633222,0,0,0,0,-0.0707857615018418,0,0,-0.0502958491135242,0,0,0,0,0.135367210959985,-0.0377095601091601,-0.0268447858525502,0
X601166.CH.EQUITY,0.499560508808952,0,0,0,0.0283733797747826,0,0,0,0,0,0,0.136595965118345,0.118493377220596,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422927875998729,0,0,0,-0.152794258497992,0,0,0,0,0,0,0.0741083440828426,0,0,0.065797702448021,0,0,0,-0.0275904549589866,-0.0575048268114574,0,0.113310335239913,0,0,0,-3.46944695195361e-18,-0.0339465353005257
X601169.CH.EQUITY,0,0,0.0639722259952428,0.734324760767039,0.022052330806161,0,0,0,0,0,0,0.0560458701291936,0.12550330769682,0,-0.0133418953733694,0,0,0.164340141986614,0,0,0,0,0,0,0,0,-0.0195704536983766,0,0,0,0.102812603565734,0,0,0,0,0,-0.260153989852195,0,0,0,0,0.0656490413398149,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0769502940022959,0,3.46944695195361e-18,0,0,0,0,0.271035918988504,0,0,0,0.0974281277473329,0.0737158945445947,0,0,0.0835495512568683,0,0.121220127219287,0,0,0,0,0,0,0,0,0,0,0,0.0226553150353628,0,0,0,0,0.00948642684847573,0.243523496242538,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0413787592867696,0,0,0,0,0.00887799088960163,0,0,0,0.0768258889901793,0.0435944492136505,0.586953321157066,0.109194875355108,0,0.023599264923926,0,0,0,0,0,0,0,-0.0501651399864777,0,0,-0.0378220589522671,0,-0.0284390628245995,0.116072130953973,0,0,0,0,0,0,0,0.0314189255435959,0,0,0,0,0,0,0,0,0,0.0865123842014308,0,0,0
X601328.CH.EQUITY,0,0,0.188053608247318,0.106840098651911,0,0,0,0.0910927709189343,0,0,0.244909391812762,0,0.0541399861329904,0.119396506882992,0,0.112925529369013,0,0,0,0,0,0,0,0,0,0,0,0.0491409909104905,0,0,0,0,0,0,0.0428362438204001,0,0,0.0162587774443707,0,0,0,0,0,0,0,0.0987963425686324,0,0.0373277105868106,0,0,0,0
