,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.0714264265240407,0,0,0,0.547046139289736,0,0,0,0,0,0,0.130557719051675,0,0.151446387576485,0,0,0,0,0,0,0.0330151167048787,0,0,0.157584645735901,0,0,0,0,0,0,0,0,0,0,0,0.0160660577816485,0,0,0,0,0,0,0.00326161027944884,0,-0.121511285170629,0
X002142.CH.EQUITY,0,0,0,0.0448914462367331,0,0,0.1863615892224,0,0,0.0384063390687957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586397286121337,0,0,0,0,0,0,0,0,0,0,0,0.0648775944992394,0.0545113136363808,0,8.67361737988404e-19,0,0,0.0608660279603218
X002958.CH.EQUITY,0.0305254354978926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308850110986666,0,0,0,0,0.124086210660362,0,0,0.00563733525054331,0,0,0,0,0,0,0,0.147634996564246,0,0,0.00310108189481368,0.241510838270962,0.208914538225009,0,0,0,-0.00782371981298784,0,0
X600000.CH.EQUITY,0,0,0.0534965083961802,0,0,0.464250623625845,0.00913340646296755,0,0,0,0,0,-1.73472347597681e-18,0,0.268652337209906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0249274870541606,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.208926471091856,0.0454568271656105,0,0,0
X600015.CH.EQUITY,0,0,0,0.108298103775966,0,0,0,0,0,0,0,0,0,0.191520509460855,0,0,0,0.0731557818157043,0,0,0.284877623148037,0.10828049863798,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.11743896477627,-4.33680868994202e-19,0,0,0,0,0.0263047655463019,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0156393951103938,0,0,0,0,0.0564213472493535,0,0.321671832003461,0,0.0516957419335387,0,0,0,0.398462539630262,0,0,0.0494904912271699,0,0,0,0,0,0,0,0,0,0,0,0.097820353237274,0,0,0,0,0.119076648224317,0,0,0,0,0,0,0,0,0,0,0,0,0.0451244441493587,0
X600036.CH.EQUITY,0.276717332884988,0.0741300292512912,0,0.163111575317459,0,0,0,0,0.193652666851315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192487163199535,0,-0.0861640758337781,0,0,0,0,0.404296609516915,0,0,0,0,0,0,0,0,0,0,0,0,0.0983773790416726,0,0,0,0,0,0,0,0.164292114939247
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.387778109223522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161072730277736,0,0,0,0,0,0.247873386446562,0,0.0741636449367517,0,0,0,0,0.11370483950931,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0173100379231387,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.0171530814055921,0.0467137165503146,0,0,0,0,0,0.0109381526404604,0,0,0,0,0.402400301133471,0,0,0,0,0,0,0,0.231337776716034,0,0,0.0778167746996619,0,0,0,0,0,0.120157058173905,0,0.0444367168165668,0.0657553809681359,0,0,0,0,0,0,-0.284925985386281,0,0,0,0,0,0.0580476663540799
X601009.CH.EQUITY,0.0647701986273771,0.19796537156249,0,0,0,0.139751286237225,0,0.116354220668469,0,0,0.179742025884203,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669722109763291,0,0,0.0890287473568123,0,0,0,0,0,-0.161499568215496,0,0,0,0,0,0,0.212354224366413,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0910646134557328,0,0.109208466861964,0,0,0,0,0,0.0498738257821698,0.0294934575667141,0.271209989357809,0,0.0223596871098017,0,0,0,0,0,0.0894176336299971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0821248417670406,0,0,0,0,0.0172017302353685,0
X601169.CH.EQUITY,0,0,0,0,0,-4.33680868994202e-19,0,0.0890613598725552,0,0.0476334517366424,0,0,0,0.204372376043432,0,0,0.0927899034753661,0.0164329085102557,0,0.0791997533553431,0,0.219917288035085,0.155161839586085,0,0,0.109356927017646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.0677135013853891,0,0.181505025761447,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.184636809599065,0,0,0,0,0,0,0,0,0,0.0144160165224144,0,0,0,0,0.153854020596417,0,0,0,0,0,0.0577342832509693,0.00314354579431088,0,0,0,0.102552097573664,0.0762464521674212,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0.32845386283136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082159118744511,0.18172973023441,0,0,0,0,0,0.000393969655645487,0,0,0,0.0771500298462307,0,0,0,0.0247784438421861,0,0,0,0.0805561878115642,0,0,0,0,0,0,0,0,0,0,0.0121890284695343,0,0
X601328.CH.EQUITY,0,0,0,0.0238105423923211,0.127417816058372,0.0144496991088637,0.00557107155428288,6.93889390390723e-18,0,0.108175911814935,0,0,0.225382150350893,0,0,0.11735641326684,0,0,0.0486547318428112,0.108144713940649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.147728465832765,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0887711927511416,1.73472347597681e-18,0.347938873736236,0,0,0.0406993658878298,0,0,0,0,0,0.0801083050156096,0,0,0,0,0,0,0,0,0,0,0.0555564273400855,0,0,0,0,0.0803075943562085,0,0,0,0.132200053727414,0,0,0
X601577.CH.EQUITY,0,0,0.0577721529429529,0,0.135237628453643,0,0,0,0,0,0,0.270499207636704,0.0241737750104511,0,0,0.0890441168768002,0,0,0,0,0,0.164040465315648,0,0,0,0,0,0,0.0487938686641977,0.0165428337484802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119083294928097,0,0,0,0,0,-0.064451822061888,0
X601818.CH.EQUITY,3.46944695195361e-18,0,0,0,0.366226261901561,0.0788748247505239,0,0,0,0,0.0460214988696484,0,0,0,0,0,0,0,0,0.018283386476622,0,0,0,0,0,0,0,0,0,0.0253661087560132,0,0,0,0,0,0,0,0,0,0.101088362146407,0,0.0235377651710667,0,0.0947220531523955,0,0,0,0.0422360543381241,0,0,0.0374447820098602,0
X601838.CH.EQUITY,0,0,0,0,0,0,0,0.0549343345750127,0.195484624397681,0,0,0,0,0,0,0.124066550829215,0,0,0,0,0,0,0,0,0.0270257323385573,0,0,0,0,0,0.245733849999557,0,0,0,-0.139517295708539,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.38354459448498,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.284277658678234,0,0,0.133242080563849,0,0.100671376292571,0,0,0,0,0.0540867888419185,0,0.127493963637221,0,0,0,0,0.0428231160027509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138056429943301,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.115497488637948,-1.38777878078145e-17,0,0,0,0,0,0,0,0.271640219674373,0,0.114650930266869,0,0,0,0.26775269771599,0,0,0.0252011387835569,0,0.0537756948168622,0,0,0,0,0,0,0.114181502327201,0,0,0,0,0,0,0,0.0284356238257706,0,0,0.048987255426653,0,0,0,0,0,0,0,0,0
X601997.CH.EQUITY,0,0,0.0871340306736241,0,0.0450131431467612,0,0,0,0.0443270916075911,0,0,0.0441797933759788,0,0,0,0,0.120517683901554,0,0,0,0,0,0,0,0.17536316875464,0.10835119777094,0,0,0,0.258452167972489,0,0,0,0,0,0,0,0.131648107522971,0,0,0,0,0,0.0090530306536808,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.111347682834113,0,0,0.00912701502587339,0,0.03082786635025,0,0.457580352045087,0,0,0,0,0,0,0,0,0.079730859684676,0,0,0,0,0,0.0516412801557789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325444065319194,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0666386406645398,0,0,0,0.0539397257203653,0,0,0,0,0,0.105574742685227,0,0,0.390484605902227,0,0,0,0,0,0.0217145193354744,0,0,0,0,0,0,0,0.301249875672274,0,0,0,0,0,0,-0.0642619491432797,0,0,0,0,0,0,0,0,0,0.055254957345717,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0.098719621413185,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0286120553438118,0,0,0,0,0.198422140984622,0,0,0.101147876541215,0,0,0,0,0,0,0,0,0,0,0,0.0582178486674734,0,0.373847905811681,0,0,0,0,0.152827072454638,0,0,0,0,0,-0.132578279998617,0
X601077.CH.Equity,0,0,0,0.0656370399738565,0,0,0,0,0,-0.0401267157138506,0,0.0388641475064529,0,0,0.32576619346043,0,0,0,0,0,0,0.251439665990892,0,0,0.020387583868792,0,0,0,0,0,0,0,0.100014341583866,-0.0875543322739703,0,0,0,0,0,0,0,0,0.144024325353406,0,0,0,0,0,0,0,0,-0.00190859746822111
X11.HK.EQUITY,0,0,0,0,0,-0.0810105163740574,0,0,0.700414460794472,0,-0.614559030579855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28693007160709,0.698415657628519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122651573607146,0,0,0,-0.0382809256469908,-0.10922238554825,-0.00930739015241816,0,-0.144588229876628
X2388.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314897631259343,0,0,0,0.031314965013886,0,0,0,0,0,0,-0.0549656962831386,0,0,0,-0.0355692661745135,0,0,0,0,0,0,0,0,0.312419779185765,0,0,0.0499711625078536,0.0109317783000259,0,0.0628116420746205,0.103792992909744,-0.404519456939703
X5.HK.EQUITY,-0.267693105109376,-0.216429123527628,0,0,0,0,0,0.0819854330086991,0,0,0,0,0,0,0.116592657721402,0,0,0.126763013799607,0.104715823053685,0,0,0,0,0,0,0,0.228492120447615,0.161324146414561,0,0,0,0,0,0.106867190163635,0.0623166392584076,0,0,0.137083578458734,0,0,0,0,0,0.269745053804011,0,0,0,0,0,0.232142720753768,-0.231733648173772,0
