,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.00149436927525162,0,0,0.124686268935953,0.112094799252096,0.00155988154165314,0,0,0.23718028207075,0,0,0,0,0,0.0122828990938177,0,0.0402704280502415,0,0,0,0.192297993790468,0,0,0,0,0,0,0.0101652570889971,0,0,0,0,0,0.0734172191185341,0,0,0,0,0,0,0,0.148531880079259,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0.124613710387034,0,0.000395386096216288,0,0.333372293623328,0,0,0,0,0,0,0,0.405143541417085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423926372073401,-0.0187665285453177,0,0,0,0,0,0,0,0.125439620314334,0,0,0.0989595094279832,0,0,0,0,0,0.00263208681070278,0.0993522832030263
X600000.CH.EQUITY,0,-4.33680868994202e-19,0,0.0931633863401405,0,0.0574475060203977,0.00336015533202466,0,0,0,0,0.336457600056665,0,0.000462823693814444,0.341267862444065,0,0.0638223565990496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655985709542271,0,0
X600015.CH.EQUITY,0,0,0.28475644846425,0,0,0,0.0528733304319466,0,0,0,0.158689229874868,0.0847162604724498,0,0.0262495948875144,0,0,0,0,0.0233434381658458,0,0,0,0,0.203452779745153,0,0.0607741827261067,0.021654457831035,0,0,0.0287444425873261,0,0.0564945769504596,0,0,0,0,0,0,0,0,0.335644290618083,0,0,0,1.0842021724855e-19,0,-0.0752225929992676,0,0,-0.204301561772222,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0182093131785153,0,0,0.091650232106612,0,0.451712823263311,0,0,0,6.93889390390723e-18,0,0,0.2633875101395,0,0,0,0,0,0,0,0,0,0,0,0.033803379848034,0,0.00369491759793404,0.00607806430310669,0,0,0,0,0,0,0,0,0,0,0,0.16067686984325,0,0
X600036.CH.EQUITY,0.660365632459368,0.00752110668642098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190602838718044,0,0,0,0,0.21997666911413,0,0,0,0.0849547403251222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154553837505522,0,0,0,0,0,0,0,0,0.168626914898196,0.095568501176827,0.0573726143920559
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.470790382240083,0.229923290607455,0,0,0,0,0.0546641786690974,0.0306624568596509,0,0,0,0,0.10081800672391,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.105118691589099,0.0617572059602074,0,0.0538701776161591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.308434638641932,0,0,0,0,0.457162300817072,0,0,0,0,0,0,0,0,0,0,0.173722225602493,0,0,0,0,0,0,0,0,0.0350123171053135,0,0.0988203469730703,0,0,0,0.0419844775429188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119177517140894,-0.0718288433977901,0,0,0,0.101900168629771
X601009.CH.EQUITY,0.150748514528822,0,0,0,-0.201586617500782,0,-6.93889390390723e-18,0.0799260905888016,0,0,0,0,0.00631888959322973,0,0,0,0,0,0.151189929677903,0,0,0,0,0.169430193566163,1.0842021724855e-19,0,0,0,0.104854506399618,0,0.0576217729928715,0,0,0,0,0,0,0,0,0.12006055148577,0.345394066136268,0,0,0,0,0,-0.186881475433918,-0.0367777232443267,0,0,-0.23828587791492,0
X601166.CH.EQUITY,0.0179785790570936,0.260620241302369,0.224152735160201,0.123024027174601,0,0.0103448386592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889170845350325,0,0,0,0,0,0.144677373897783,0,0,0,0,0,0,0.181989039814101,0.0336656538772256,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.254428275325734,0,0.0273652592107591,0,0,0,0,0.26964022668074,0,0,0.0497422002563891,0,0.240867412366158,0,0,0,0,0,0,0.1626212873518,0,0,0,0,-0.0967926935225018,0,0,0,0,0,0,0,0,0,0,0,0.0164376974796477,0.0425903041811998,0,0,0,0,0,0,0,0,0,-0.0277055079753033
X601229.CH.EQUITY,0,0,0.322602327669244,0.0958917431869222,0,0,0,0,-0.0661974149950167,0,0.243789812327462,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0122615597679773,0.0470426281242981,0.0383620418052606,0,0,0,-0.0159367047206936,0,0,0,0,0,0.226805188247615,0,0,0,0,0.0304861910961262,0,0,0,0,0,0,0,0,0.0129149877265767,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12247179585297,0.0115894398592101,0,0.0372597513727002,0,0.571814680887421,0.0468799979795091,0,0,0,0,0,0,0,0,0,0,0.156599945137043,0,0,0,0,0,0,0,-0.224305029418941,0,0,0,0,0.100480716371853,0,0,0,-0.273023387737102,0,0,0,3.46944695195361e-18
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.179164164186536,0,0,0.173372154210145,0,-1.73472347597681e-18,0,0.167754096610373,0,0.193972818792401,0,0,0.0503752551221373,0,0,0.00898787850513286,0,0,0,0,0,0,0,0,0,0,0,0,0.00575860002013462,0,0,0.0639612522856407,0,0,0,0,0,0,0,0,0,0,0.139910682203419,-0.227236673984042,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.174184215371516,0,0,0,0,0,0,0,0,0,0,0.00784399045185629,0.833330675291934,0,0.149669889471671,0,0.0946206014224813,0,0.0240611451413352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030342164796307,0,0,0,-0.376208254123016,0,0,0,0,0,0,-4.33680868994202e-19,0.00259592338563761,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.160369726058979,0,0,0,0,0,0,0,0,0,0.131688468314753,0.142151876607467,0.188237613450715,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.106762458717085,0.0973384268359638,0,0,0.0541301277607388,0,0.0357538889406605,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.351944011899684,0.460255496894776,0,0,0,0,0,0.113233080562254,0.0830497280018963,0.0403244718085791,0,0,0,0,0,0,0,0.000595091161696484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089933163813171,0,0,0,0,0,0,0,0,0,0,0,0.0371666558049905,-0.0298351935510346
