,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.121488630632289,0.12737172392099,0,0,0,0.222431851827378,0,0.0564569179274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.108982651507873,0,0,0,0.0580661989525414,0,0,0,0,0.149627059459139,0,0,0,0.107209529372561,0,0,0,0,0
X002142.CH.EQUITY,0.218597058451884,0,0,0,0,0,0,0,0,0,0,0.0480738538314022,0,0,0.0691742544222552,0,0.140457873911718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185944001573791,0,0,0,0,0.100381260787094,0,0,0,0,0,0.071019081677874,0,0,0,0,0,0,0,-0.0898170596282681,0
X600000.CH.EQUITY,0,0,0,0,0.237134428625326,0,0,0.271640579404951,0,0,0.235684149774299,0,0,0,0,0,0,0,0.0402779887671509,0,0.008412323639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092535065642057,0.0252135323945525,-3.46944695195361e-18,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.150183006165011,0.314207344649027,0.0533189718672131,0,0,0.0420721282365953,0,0,0.180880900670113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100717340688584,0.1655412600426,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,-6.93889390390723e-18,0,-1.73472347597681e-18,0,0,0,0,0.334114137979434,0,0,0.230278432787869,0,0,0.179747998206128,0.208978624700651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549870717812604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.566673657539143,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.150829441743813,0,0,0,0,0.0302388965513232,0,0.0564903557709079,0,0.130382305882011,0,0,0,0,0,0,0,0,0.232647368101658,0,0,0.0121253300640351,0,0,0,0,0,0,0,0,0,0.00353973274351554,0,0
X601166.CH.EQUITY,0.208850677288901,0,0.113387753758885,0.0901248153240052,0,0.149821925638118,0,0,0,0,0,0,0.333955523860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876974913345991,0,0
X601169.CH.EQUITY,0,0,0,0.160424100013677,0.0344798965094178,0,0,0,0.257957665294609,0,0.0273316318035131,0,0,0,0,0.194748254444129,0,0,0,0,0,0.0386314092069353,0,0,0,0,0,0,0.0817443512249715,0,0,0,0.0932315005334334,0.0470984462082393,0,0,0,0,0,0.0786405934043283,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0236261912461054,0.182524789327916,0,0,0,0,0,0,0.0638463202935859,0.148821081221521,0,0.110760067402529,0,0,0.213923610788004,0.0733755395470376,0,0,0,0,0,0,0,0,0,0.158908928228228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196425659109387,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.113394292304235,0.382499093998766,0.0137654844833848,0.00487254542587265,0.374350056691999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792143514854544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216000799786337
