,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.300271453013618,0.0664776231664594,0,0.257242825851584,0,0,0,0,0,0,0.0132318077994416,0,0,0,0,0,0.0342535592093484,0,0,0,0.270291778424728,0,0,0,0,0,0,0,0,0,0,0.105414455392783,0,0,0,0,-3.46944695195361e-18,0.012406654780977,0.0959408996701754,0.0196849063703383,0,0,0,0,0,-0.237533089720481,0,0,0,0,0
X002142.CH.EQUITY,0.112607314652864,0,0,0.125923288693808,0.457171524254779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180432589067265,0,0.183592251042924,0,0,0,0,0,0,0,0,0,0,0,0.2463356411414,0,0,-0.210437503031633,0,0,0,0.10736638315174,0.157251046171731,0,0,0.0856400016135524,0,0,-0.0668428634226782,0,0,0,0
X600000.CH.EQUITY,0.0859896089262528,0,0,0,0.328019609346307,0,0,0,0,0,0.0218009007387329,0.144766071214969,0.0233960274590995,0,0,0,0,0.0619361777513834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193061660899302,0,0,0.492223774186722,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.332229272518427,0.0560428565024033,0,0,0.0322711538175505,0,0,0,0,0,0,0,0,0,0,0,0.00749941438590395,0,0,0.232116869335841,-0.182353257243636,-0.0386986791131022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139646708126912,0,0,0.0500683679346796,0,0,0,0,0,0,0,0,0,0.199652349022937
X600036.CH.EQUITY,0.128915629828137,0.125722567577618,0.0812188428307605,0,0,0,0,0.0308683057483516,0.305081122009959,0,0.176575903050778,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321876509574292,0,0,0,0.0141315959050809,0,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0
X601166.CH.EQUITY,0.0399419242036673,0,0,0.0379281488642111,0,0,0.243711036570415,0,0,0,0,0.0949177502319466,0.0302224030457843,0.107647583623504,0.410165906388449,0,0,0,0,0,0.00256877202255227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148250094490574,0,0,0.0500452463883037,0.00574373037181851,0,0,0,0,0,0,0,0.0259585733170421
X601169.CH.EQUITY,0,0,0,0,0,0.0105274916723476,0,0,0,0,0,0,0,0.632404835695497,0.228082707326894,0,0,0,-0.0407361434428997,0,0,0.0192448258985323,0,0,0,0,0,0,0,0,0,0,-0.0401429774412847,0,0,0,0,0,0,0.0966690901967531,0,0,0.0396246678412495,0,0,0,0,0,0,0,-0.00273318465235962,0.0695645638831699
X601229.CH.EQUITY,0,0,0,0,0.413036329158896,0,0,0,0,0,0.185752847313373,0,-1.73472347597681e-18,0,0,0,-0.102452923475026,0,0.355657845852568,0,0,0,0,0,0,0,0,0,0,0,-0.0279780888766842,0,0,0,0,0,0,0,0,0.0840964418361222,0,0,0,0,0,0,0,0,0.243269952002923,0,0.0352893527562112,0.00690861362171375
X601288.CH.EQUITY,0,0,0,0,0.00125554122433525,0,0,0,0,0,0.0582007609059597,0.0564421697506368,0.943331556706376,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305075528209266,0,0,0,0.00748116594437282,0,0,0,0,0,-0.0509301266086242,0,0,0,-0.0838272391315656,0,0,0,0,0.0314251304892913,0,0,0,0.0344409093219992,-0.113188232703469,0.013514774488726
X601328.CH.EQUITY,0,0,0.363605772389128,0,0.178445204373214,0,0,0,0.00709571406392835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247835323037572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146349736048678
X601398.CH.EQUITY,0,0,0.0454076144253519,0,0.13186796673346,0,0,0.320522623529113,0.408899839540961,0,0,0,0,0.0223977940495464,0,0,0,0.0487982441807663,0,0,0,0,0,0,0,0,0,0.0297595026929009,0,0,-0.0328336247717726,0,0,0,0,0,0.0171239405052201,0,0.030183648110478,0,0,0,0,0,0,-0.0566590726408765,0,0,0,-0.0251630371912163,0,0
X601818.CH.EQUITY,0,0,0.0135098535303373,0,0,0.239379445028413,0,0,0.121947985196196,0.00120258652664512,0,0,0,0,0,0.104767675674649,0,0.01865738571177,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0611126949811485,0.136701487245872,0.0429327402200129,0,0,0,0,0,0.0344284264905391,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0733637993827335,0,0,0.00279920185102736,0,0.00710659572135335,0,0,0.781949895853096,0,0,0,0,0,0,0.0585344468957714,0,0.0427036341196,0,0,0,0,0,0,0,0,-0.0433261054603293,0,0,0,0.0384812626976224,0.0756092046616558,0,0.0770763834307589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0.952046268573446,0.00349342436311902,0,0,0,0,0,0,0,0,0,0.0397438403182352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241509880313184,0,0.0533292291189117
X601998.CH.EQUITY,0.0223338156604672,0,0.0100487671420861,0,0,0.113001015844226,0.481882534949783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151277455727345,0,0,0,0,0,0,0,0,0,-0.03666820239219,0,0,0,0.16457335127791,0,0,0,0,0,0.0325543363673668,0,0,0.0833114459232139,0.0275685776895413,0.0685009177514577,0,0,0,0,-0.0378525135506653,0
X601658.CH.Equity,0.206674777418214,0,0.00852072091721624,0,0,0,0,0,0.238864383414471,0,0,0.102038160567228,0.0489787093540885,0,0,0,0,0,0,0.0886903759681478,0,0,0,0,0,0,0,0.0265321374964363,0,0,0,0,3.46944695195361e-18,0.0240331794545354,0.085668400137965,0,0,0,0,0,0,0,0,-0.0331119525795344,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0.102610749270933,0,0,0,0,0,0,0,0,0,0,0,-0.203285938255752,0,0,0,0.445109103865506,0.237659268732668,0,0,0,0,0,0,0,0.00870312908264776,0,0,0,0,0,0,0,0,0,0,0.0921859555709415,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.0625978236264347,0,0,0,0.0275699629649418,-0.0487699403161499
X2388.HK.EQUITY,0,0,0.235602187049363,0.0628341827253268,0,0.179173064003283,0,0,0,0,0,0.0285170767600952,0,0,0,0,0.0703857066847859,0,0.169192533517612,0,0,0,-0.219352064783819,0,0,0,-0.0858764212053507,0,0,0,0,0,0,0,0,0,0,0.00485758465541508,0,0,0,0,-0.353916742378933,0,0.0623422298376594,0.254624276049437,-0.331194490417734,0.702574648389737,0,0.0365148429026883,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.124726856689821,0,0.214788260101167,0,0,0,0,0,0,0,0,0.360622834158653,0.0743236494345114,0,0,0,0,0,0,-0.0727560971647029,0,0,0,0,0,0,0,0,0,-0.191404405522841,0,0,0.412594347990832,0.162335386468681,0,0,0,0,0.0623656434505826,0,0,0,0.207605486890829,0.0907714543959888,0.117399119645542,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.054399213564222,0,0,0,0,0,0,0,0.15292135903824,0.00999583682482477,0,0,0.279050094978662,0.031028330349513,0,0.286348891213975,0.0267275247678374,0.0438453686160505,0,0,0,0,0,0,0.101528405933945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0.187692436362555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189577210254986,0,0,0,0,0.293943524943026,0.0104108623125331,0,0,0,0,0,0,0.416810578801777,0,0,0,0,0,0,0,0,0,0,0,0,0.0202285299250315,0,0,0,0,-0.0394742664882646,0
X002736.CH.EQUITY,0,0.0907965614397547,0,0,0,0,0.0865967016285619,0,0,0.0703464103328144,0,0,0,0,0,0,0,0,0,0.359687360574799,0,0,0,0.0470291819529257,0,0.251047506050773,0.0765224826914941,0,2.77555756156289e-17,0,0.0386823287316277,0,0,0,0,0.084981021920579,0,0,0,0,0,0,0,0,0,-0.0602465480064414,0,0,0,0,0.0346030351583786,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449959903545437,0.0190005332587104,0,0,0.102949752047474,0,0,0,0.388578797834133,0.159125067746061,0.186237852003778,0,0,0.017285559338189,0,0,0,0,0,0,0.0230780981851055,0,0,0,0,0,0,0,-0.029161323603012,0,-0.0304827873664216,0
