,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.167532233857126,0,0,0,0.182640667988611,0,0,0.0258947420996035,0,0,0,0.261085702002263,0,1.38777878078145e-17,0.156596704570131,0,0,0,0,0,0,0,0,0,0.0365012717556426,0,0.062096989515466,0,0.0536692519180615,0,0.117574825546308,0,0,0,0,0,0,0,0.0119327313861486,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0695687702190134,0,0,0,0,0.451133391268297,0,0,0,0,0,0,0.052218710245331,0,0,0,0,0,0,0,-0.0589539761071256,0,0,0,0,0,0,0,0,0,0.355793473894595,0,0.253561805463,0,0,0,-0.148408861352749,0,0,-0.21501110706146,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.131434398150738,-0.0473459069672725
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.373610831703554,0,0,0.418900046014315,0,0,0,0,0,0,0,0,0,0.0298701183702165,0.0854896026837276,0.0975999923795855,0,0,0,0,0,0,0,0,0,0,0,0.0286666154635004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.324290563811785,0,0,0,0,0.14725983810576,0,0,0,0,0.0319665252639364,0,0.132653221330234,0.20166861244331,0,0,0,0,0,0,0,0,0,0,0,0.0430756462746728,0,0,0,0,0,0,0,0,0,0,0,0.0571630364964968,0.00469661700834812,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0381230852419008,0,0,0,0.65917463526798,0,0,0.00415956757736518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203137626310811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752565989229119,0,0,0,0,0
X600036.CH.EQUITY,0.200262707525886,0,0,0,0,0,0.40911742116855,0,0,0,0.0157607159654914,0,0,0,0,0,0,0,0,0,0.117044302499738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966283639055618,0,0,0,0.00410870829986335,0,0,0,0,0
X601166.CH.EQUITY,0.222046863656456,0,0,0.127118558322853,0,0.239798226723352,0,0.0392255634849513,0,0,0,0,0.246362204411,0,0,0,0,0,0,0.0433413699560033,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722573145080598,0,0,0,0
X601169.CH.EQUITY,0,0,0.23991798281626,0.0550171337867199,0,0,0.0573579462839076,0,0,0,0.0627150889723505,0.222176018457634,0,0,0,0,0,0,0,0,0,0,0.0408766944206903,0,0.131466765186807,0,0,0.0141525205333733,0,0,0,0,0.182196113714083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.337264048083233,0,0,0.0460404572049214,0,0,0.130638812888902,0,0,0,-0.0906060879684775,0,0,0,0,0.0887976618755342,0,0.0217220732011177,0,0,0,0,0,0,0,0,0,0,0,0.192859204412796,0,0,0,0,0,0.204031791123723,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.308687298705795,0,0.140512379776119,0.408225518941578,0,0,0.00811087729757705,0,0,0.00922177001000986,0.0333493985650516,0,0,0,0,0,0,0,0.0309687290062684,0,0,0,0,0,0,0.0560928752666745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298839052186174
