,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.104876638255945,0.034286371015847,0.0300632289225489,0,0,0.369705510332744,0,0,0,0,0,0,0,0,0,0,0,0,0.0578185043840456,0,0,0,0,0,0,0,0.0330364056052782,0,0,0,0,0,0,0,0,0.0431907307157237,0,0,0.137957525879938,0,-4.33680868994202e-19,0.00498810933254809,0,0.0714244921968387,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.216365840687607,0,0,0,0.34314207382594,0,0,0.0265381379439211,0,0,0,0,0.196709877978094,0,0,0,0.00838563636817661,0,0,0,0,0,0,0,0,0,0,-0.102521598428034,0,0,0,0,0,0,0,0,0.22658994166198,0,0.0151395366875629,0.016798925384294,0,-0.0174899929356623,0.0733879984920136,0,-0.0121503870328245,0.0150632527703774,0
X600000.CH.EQUITY,0,0,0,0.0229239535987081,0,0.0914878190942697,0,0,0,0,0,0.473604646378701,0,0.00915680323382946,0.123565927432829,-0.101403416118225,0.153404851971908,0,0.0425647814314413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212046049792584,0,0,0,0,0,0,0,0.0385581593958451
X600015.CH.EQUITY,0,0,0,0,0.0797358379871507,0,0,0,0,0,0.171690438700454,0.407027948011058,0,0,0,0,0,0,0.0745937598421995,0,0.12150054049854,0,0,0,0.0769644399016112,0,0.124583297980243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104326707518474,0.069971778014127,0,0,0,0,0,-0.0940047371251291,0,-0.132418060941085,-0.120970119150756,0
X600016.CH.EQUITY,0.057906281885115,0,0,0.151514242114184,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0308311597238862,0.373433905336901,0,0,0,0,0,0,0,0.248646997999988,0,0,0,0,0,0,0.00726651856792412,0,0.0530269734442278,0,0,0,0,0,0,0.0480064026973897,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.441914432813351,0.107866902759024,0,0,0.0723409189426399,0,0,0,0,0,0,0,0,0,0,0,0.15220565664492,0,0,0,0,0,0,0,0,0,0.100976415935771,-0.0685921909999646,0,0,0.101786175606579,0,0,0,0,0,0,0,0,0,0,0,0,0.0186286984567932,0.0494257270090048,0,0,0,0,0,0,0.0434316216337969
X600919.CH.EQUITY,0,0,0,0.158642172596935,0,0,0,0.577766013897759,0,0,0,0,0,0.0341713280725567,0,0,0,0.00122390217055777,0.218883262210208,0,0,0,0,0,0.00203393443595097,0,0,-0.102279161393632,0.0370495135024376,0,0,0,0,0,0,0,0,0,0,0,-0.12894376064161,0,0,0,0,0,0.12115368932567,0,0,0,-0.0804020718150376,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.36325795143518,0,0,0,0,0,0.0638082575642653,0.132839284115264,0,0,0,0.332113539865993,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0326363248776579,0,0,0.00867559985714717,0,0,0,0,0,0,0,0,0,0,0.167807030922188,0,-0.0487917871027608,0.11125549971544,0,0,0,0
X601009.CH.EQUITY,0.0153793484166074,0,0,0,-0.288852452111157,0,0.23026681064524,0.363674685482749,0,0,0,0,0,0,0,0,0,0,0.226273231036055,0,0,0,0,0,0,0,0,0,0.281446766874258,0,0,0.0637538035707793,0,0,-3.46944695195361e-18,0,0,0,0,0.116606547813038,0.323360784880541,0,0,0,0,-0.0480452629523952,0,0,0,0,-0.180257773079355,0.0334949406318988
X601166.CH.EQUITY,0.203652401562981,0.282052709316558,0.0600986594322785,0,0,0.0291809281044419,0,0,0.0309418094334531,0,0,0,0,0,0,0,0,0.123732690891151,8.67361737988404e-19,0,0.234480796313336,0,0,0,0,0,0,0,0,0,0.023032848367575,0,0,0,0.144201675682809,0,0,0,0,0,0,0,0,0,0,-0.0418090575898743,0.0285183035562842,0,0,0,0,0
