,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.0312552143930995,0,0.414358048476683,0,0,0,0,0,0.113838899101465,0,0,0,0,0,0.0986845846126812,0,0,0,-0.068639583944527,0,0,0,0.134019760794573,0.102637698932395,0,0,0,0.101727294658437,-0.0459390668353634,0,0,0,0,-0.190249383246418,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.127270651756506,0
X002142.CH.EQUITY,0.377177516960126,0,0,0,0.00339787822409418,0.146429351682623,0.150367996605916,0,0,0,0,0,0,0,0,0.175119668181665,0,0,0,0,0,0,0.0227456801275435,0,0,0.0365848521892708,0,0,0,0,0,0,0.0337852155777941,0,0.0619279064829255,0,0,0,0,0,0,0,-0.193037692638602,0,0,-0.0214519146943787,1.73472347597681e-18,0,0,0,0,-0.0284273008539087
X600000.CH.EQUITY,0.13384492511292,0,0,0.124494884731497,0,0,0,0.130118944838594,0.0457473329619904,0,4.33680868994202e-19,0,0,0,0,0,0.100437260536729,0,0,0,0,0,0,0,0,0,0,0,0.20490905219735,0,0,0,0,0,0,0,-0.035657012957425,0,0,0,0.0329531431779865,0,0,0,0,0,0,0,0,0,-0.17963924155069,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.139656712730525,0.429433408511604,0,0,0.227569119406935,0,0.0668401546589884,0.0467943978369923,0.00895741938800684,0,0,0,0.0872736197141745,0,0,0,0,0,0,0,0,0,0,0,0,0.100203935936696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.115886742771562,0,0,0.312080632602147,0,0,0,0.179438120537279,0,0,0,0,0.0701701192286331,0,0,0.0580374764557864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120726948257842,0,0.0974085501566463,0.0105757988736887,0,0,0,-0.11590538877121,0,0,0,0,0.0107636753281082,-0.0430508407932,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.563258406160454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241605721944748,0,0.00114258904135289,0,0,-0.0962194440381026,0,0,0,0,-0.154912677235282,0,0
X601166.CH.EQUITY,0.268202099646216,0,0,-8.67361737988404e-19,0,0.221753059595831,0,0,0,0,0,0,0.313487283442878,0,0,0,0,0,0,0.00953716067157489,0,0,0,0,0,0.0887904604706151,-0.0734567876799394,0,0,0,-0.0711966485394605,0,0,0,0,0,0,0.0329639559365614,0,0,0.0266171566523412,0,0,0,-0.0784719030060529,0,0.0614348073643001,0,0.0809190883336141,0,-0.0386590497339684,0
X601169.CH.EQUITY,0,0,0,0.769234855178016,0.0315985246034555,0,0,0,0,0,0,-0.0320859378440328,0,0.182351307442557,0,0,-0.0174787042335296,0,0.00907158819872298,0.0833431926166768,0,0,0,0,0,0,0,-0.0722482083269626,0,0,0,0.0654505465459627,0.055146404065336,0,0,0,0,-0.163301148335544,0,0,0,0,0,0,0,-0.0397317643332051,0,-0.0562703709799467,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.148512231582307,0.0712433944621494,0,0,0,0,0,0,0,0,0.0301479416997817,0,0,0.148277263694564,0,0,0,0.0513129198196975,0,0,0,0,0,0,0,0,0.073465316634188,0,0,0,0,0.117418185270514,0.0133634310907389,0,0,0,0,0.047548453664293,0,0.174460510046323,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0394474097670988,0.0587101220424046,0,0,0.0133844550713322,0.103339953242572,0,0.0730268613718916,0,0,0,0.0213674996304687,0.175690519043388,0.45623202073145,0.035163740339159,0,0,0,0,0,0,0,0,0,-0.0255574658637853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104096420196468,0,0,0
