,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.0341557119128052,0.032388170163393,0.385029028396409,0,0,0,0,0,0,0,0,0,0,0,0.0123750196385686,0,0,0,0,0.290089949850687,0,0,0,0,0,0,0,0,0,0,0,0.0474295463298456,0,0,0,0,0.108525028453212,0,0,0.0457186142323454,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X002142.CH.EQUITY,0.102152301747626,0,0,0.18037293824393,0.419069905433369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567439033544361,0,0,0,0,0,0,0,0,0,0,0,0.291310769728579,0,0,0.308730315551031,0,0,-0.325155303321043,0.0961955737740196,0,0,0.095017453097838,0,0,0,0,0,0,0,0,0,-0.202920083953457
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.460667582403163,0,0,0,0,0,0,-0.00647275827934907,0,0,0,0,0,0.291688386391301,0,0,0,0,0,-0.0478480568599585,0,0,0,0,0,0,0.0331962827453781,0,0.674257159657668,0,-0.11934874946709,0,0,0.0909806996572645,0,0,0,0.0543261967364062,0,-0.0779133025822447
X600016.CH.EQUITY,0,0.208632963404613,0,0,0,0.106084083138224,0,0.0503769579222818,0.0293412327969753,0.108764931005046,0,0.0200705789763913,0,0,0,0,0,0.129886958135916,0,0,0.185188096535975,-0.0614538257199093,0,0,0,0.0907684337568219,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0821686357206194,0,0,0.017228096709309,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.139770139551091,0.123543543603932,0.149734495204154,0,0,0,0,0.0589155925238286,0.312215066171728,0,0,0,0.0102201092343965,0,0,0,0,0,0.0667866596481557,0,0,0,0,0,0,0,0,0,0,0,-0.00892779644006624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155495464208339,0,0,0,0,0.00559693006046932
X601166.CH.EQUITY,0,0,0.0423339785783265,0.0522375187892891,0.185392198943326,0,0.33110434168118,0,0.00135992106243159,0,0,0,0,0.271575649176809,0,0.00648297148748017,0,0,0,0,0,0,0,0,0,0.00354500708573617,0,0,0,0.0734979207666693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411556204476093,0,0,0,0,0,0,0.0258512587088395
X601169.CH.EQUITY,0,-0.0394325176131983,0,0,0,0,0,0,0,0,0,0,0,0.787824971271855,0.0633925841182312,0,0,0,0,0.0358804332404522,0.00417392648690849,0.0358997909289022,0.00808598990031158,0,0,-0.0233042994206508,0,0,0,0,0,0,0,0,0,0,0,0.0259576270428706,0,0.0119930191188269,0,0,0,0,0,0.0507207097381618,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.271977884069868,0,0,0,0,0,0,0,0.490843551195895,0,0,0,0,0,0,0,0,0,0,-0.0274859684285726,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299298055040022,0,0,0.0239139568685922,0,-0.0482242247286847,0,0,0.0734834335059563,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0217299971355621,0,0,0.902478111610602,0,0,0,0,0.0310943252037675,0,0,0,-0.103334585498494,0,0,0,0,0,0,0,0.0325142903592523,-0.026645796608531,0,0,0.126220286450616,0,0,-0.0169584590439796,0,0,0.0183759256775062,-0.0958453835292726,0,-0.0633921784755501,0,0,0,0,0,0,0.045216982221399,-0.0333375874187183,0
X601328.CH.EQUITY,0,0,0.0289732127304947,0.373212306373644,0.112173235767361,0,0,0.250134723767487,0.0463544069409712,0,0,0,0,0.0205472188109407,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
