,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.164978620689084,0,0.0355610619195362,0,0,0,0,0,0.0410411151449172,0,0,0,0,0.0629575317689104,0,0,0,0,0,0,0,0,0,0,0.0695320905455105,0,0,0.017983392720841,0,0.00700199837893368,0.0988071721129398,0.139137350229449,0,0,0,0,0.162282425762104,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0829829246754286,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.0126464635196631,0,0,0,0,0.0576523762678706,0,0,0,0,0,0,0.191637674599005,0,-4.33680868994202e-19,0.158905306231301,0.226237236949471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143723935004763,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.291908922328321,0.285189833358061,0,0.154493907931171,0,0,-3.46944695195361e-18,0,0,0,0,0.0809261936720678,0.110744226136139,0.0606269856758947,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228688202347681,0,0,0,0
X600015.CH.EQUITY,0,0,-0.280757864532899,0,0,0.295939177701741,0,0,0.0619677521043451,0,0,0,0.0639413895358291,0.53145080944723,0,0.279218833099329,0,0,-0.0487772210050839,0.0615895318263671,0,0,0,0,0.0940252608741133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801929416784813,0,0
X600016.CH.EQUITY,0.110143640824657,0.0138129733101688,0.142709127796921,0.0860914366626663,0,0,0,0,0.18847879428157,0.180144393764334,0.214381827727786,0,0.0548048591660382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708410831542253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162095706693962,-0.0424481671248835
X600036.CH.EQUITY,0.592080998246879,0,0,0.170494974851648,0,0,0,0,0,0,0,0,0.13026621088761,0,0,0,-0.0522099443380369,-0.0442524698294672,0,0,0,0,0,0,0,0,0,0,0,0.00830537956363012,0.0801560167524495,0,0,0,0,0.0490481995362269,0,0,0,0,0,0,0,0,0,-0.0043059795185969,0,0,0,0,-0.0623611680848853
X601166.CH.EQUITY,0,0.0624476141073938,0.316693742122598,0,0,0.0457065066975865,0,0,0,0,0,0.248818550264223,0,0,0,0,0,0.0233420561656181,0,0,0,0,0,0,0,0,0,0,0,-0.0193365853594007,0,0,0,0,0,0,0.0259444677212804,-4.33680868994202e-19,0.0832901073451496,0,0,0,0,0,0,0,0,0,0,0.0259245949602868,0.0251542175890228
X601169.CH.EQUITY,0,0,0,0.188783506636077,0,0.170378221604638,0,0,0.299404125813154,0.180096141436296,0.0441535353206168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184688194867925,0,0,0.137699725858751,0,0,0.00955175707276518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806392309787192
X601229.CH.EQUITY,0,0,0.259619863321174,0.421580441723224,-4.33680868994202e-19,0,0,0.0479976919692341,0,0,0,0.102434948766711,0,0,0,0,0,0,0,0.00927473051886173,0,0.0900275131370529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111746235782355,0,0,0,0
X601288.CH.EQUITY,0.176084785101407,0,0,0.278949752832111,0,0,0,0.0135004914903558,0,0,0,0,0.0523767484746173,0.27363984627814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069226878744586,0,0,0,0,0,0,0,0,0
