,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0891493443393974,0,0,0,0,0,-0.157145100317137,0,0,0,0,-0.190991501819604,0,0,0.206840511230586,0,0.0908447427941237,0.839353902492574,-0.208414189737297,0.101309264903377,0,0,0,0,0.021281622930808,0,0,0,0,0,0,0,0,0,0.0615924574061532,0,0,-0.449197973802002,0.153961874728751,0,0.0611106056548779,0,0,0,-0.112220867440343,0
X601939.CH.EQUITY,0,0,0,0,0.0267681984440485,-0.05770972627046,0,0,0,0,0,0,0,0,0.0152712561359447,0.238924624971239,0,0.0483766530832192,0,0,0.0554358761544229,0,0,0,0,0,-0.0572534373594156,0,0,0,0,0,0,0,0,-0.275819289938448,0,0,0,0,-0.211697977034547,0,0,0.0958659044183673,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.125644540384793,0,0,0,0,0,0,0,0.0257066252731866,0,0,0,0.13195213010961,0,0,0,0.166770778292232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.01613262769078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205800756441162,0,0,0,0,0.0138697779004812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143188970391537,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0381402266027813,-0.137872751088874,0,0,0,0,0,0,0,0,-0.0277859716886135,0,0,0,0,0,0,0,0.140425271449174,0.0797644701130878,0,0.228504522171771,0,0.108231273738506,0,-8.67361737988404e-19,0,0,0.677780294914218,0,-0.0577370967150153,0,0.0566744614360524,0,0,0,-0.123208396288318,0,0,0.0498092826022651,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562080380615437,0.275225171449258,0,0,0,-0.213626974399909,0,0,0.115933668932096,0,0,-0.020306254645745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385281676860396,-0.154706554009615,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.151475871465354,0,0,0,0.111352379933701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098958565153528,0.0778388613036318,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.178894284076692,0.0153886282528512,0.150034813180249,0.0191670712166786,0,0,0,0,0.189638944099001,0,0,0,0.0719150540939183,0,0,0,0,0,0.168641518871945,0,0.0653523782731208,0,0,0,0,0,0,0.0984892805016813,0,0.0341092328285271,0,0,0,0,0.186601021746461,0,0,0,0.118948459370257,0,0,0
X600036.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0.0296233380484917,0,0,0,-0.0300423306230335,0,-0.0072588954041033,0,0,0.105925023980194,0.324693446233123,0,0.242643087418527,0,0,0,0,0.0230752380843029,0,0.169633854009167,0,0.155127646906074,0,0,0,0,0,0,0.0575849882379375,0,0,0,0,0,-0.112620213211525,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.12058790666752,0.0310488037598968,0,0,0.0160673877590576,0,0,0,0.123781288187989,0.00773017699916562,0,0,0.013080834352339,0,0,0,0,0,0,0,0,0.0425094283299268,0,0,0,0,0,0,0,0.143139382975215,0,0,0,0,0.0462527400334175,0,0,0,0,0.17858978602334,0,0,0
X267.HK.EQUITY,0,0,0.129341803700927,0,0.0760738148144482,0,0,0,0,0.272798913925112,0,0,0,0,0,0,0,0,0.420604005023986,0,0,0,-0.440965257260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12471795190106,0.222300989853346,0.0809081190160707,8.67361737988404e-19,0.0143730723986389,0,0,0,0,0.0685435018159327,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0417559886896943,0,0.091289391301497,0,0.109399199561602,0,0,0,0,0.71908577726135,0.102768268492797,0,0,0,0,0,0,0,0.0080171156567275,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0112865967525479,0,0.115816323123757,0,0,0.0146145802589668,0,0,0.0540922373769134,0,0,0,0.0606540274383479,0
X601998.CH.EQUITY,0,0,0,0,-0.140348905214331,0.0695087346135076,0,0,0,0,-0.00978179694214962,0,0,0.0578577955993772,0.00863882483257644,0,0,0,0,0,-0.148553041275238,0,0,0,0,0.022208212412584,0,0.154390809632381,0,0,0,0,0.0848031224705188,0,0,0,0,0,0,0.175029496012875,0,0,0,0,0,0,0.095459210556042,0,-0.0429825475748288,0
X600016.CH.EQUITY,0,0.00544486271998818,0,0,0,0,0,0.256258161743616,0,0,0,0,0,0,0,0,0,0,0.149108073448573,0,0,0,0,0,0,0,0,0.0430898759764034,-0.0889659482863505,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0590963805245928,0.155402358715781,0,0,0.315602355616911,0,-0.256161160453706,-2.16840434497101e-19
X601818.CH.EQUITY,0.0114331947665215,0,0,0,0,0,0,0,0,0,0,1.10938190724035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406544766222836,0,0,0,0,0,0,0,0,-0.0426203941397102,-0.0485266007000507,0,-0.14837467253414,-0.0291038813613766,0,0,0,0,0.0439599933888923,0
X601628.CH.EQUITY,-0.0988769830826043,0.121288584694994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100940082678005,0,0,0,0,0,0,0,0,0,0.234133802101488,-0.0641768194070388,0,0,0,0,0.182094912585157,-0.00391892141737556,0.0302350675985868,0.0635960032333349,0,0,0,0,0,0,0,0,0,0,-0.126506584046757,0.369339597206536,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.202785087546865,0.0878929656544829,0,-0.0454480029354649,0,0,0,0,0,0,0,0,0.0153726968173997,0,0,0.0304124571141466,0,0,0.286806834524042,0,0,0,0,0,0,0,0,0.0917196820471831,0.103575749957111,-0.0478719447881662,0,0,-0.0151607891799771,0,0,0,0,0,1.0842021724855e-19,0,0.173149168320512,0,0
X600015.CH.EQUITY,0,0,-0.0724534166556656,0,0,0,0,0,0,0,0,0,0.0619389691634908,0.0831723595160038,0,0,0,0,0,0.047849048613164,0,0,0,0,0,0,0,0.0545924540693388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238308746225771,1.10789720034186,0
X2388.HK.EQUITY,0,0,0,0.0530280447008604,0.277185927026605,0,0,0,0,0,0.115204687602794,0,0,0.0144816265383517,0,0,0,0,0,0,0.064710053029658,0.0145368188280119,0.28240002107258,0,0,0,0.112230187919538,0,0,0,0.217515605690143,0,0,0,0,0,0,0,0,0,0.0649108968006667,-0.0875370888180492,0.0137382603696712,0,0,0,0,0.0253345654819401,0,0
X601169.CH.EQUITY,0,0,0,0,0.00858671210930233,0,0,0,0,0.0937220992101611,0,0,0,0,0,0,3.46944695195361e-18,0.0137084250625692,0,0,0.139607651263663,0,0.179131080583552,0,0,0,0.0274514281245161,0,-0.287477346134183,0,0,0,0.121517934784107,0,0,0.30938390803102,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0
X1299.HK.EQUITY,0,0,-0.182161158747959,0,0,-0.338732086862193,0,0,0,0,0,0,0,0,0,0,0.204304966870804,0,0,0,0,0.182326739638337,0,0,0,0,0,0.241151953195761,0.00430777992089985,0.438710241481414,0,0,0,0,-0.107211301652161,-0.0495524086531352,0,0.162852719458623,-0.0581351600674651,0,0,-0.0214950362605056,0,0,0,0.36132407244556,0,0,0,0
