,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0679191831299197,0,0.157930156291365,0,0,0.0906684055489821,0,0,0.0890940959127735,0.0620421176248188,0,0,0.00964108169097444,0,0,0.0535126637337743,1.38777878078145e-17,0,0,0.413066172524522,0,0.0410814682259066,0,0,0,0,0,0.0650192404513401,0,0,0,0,0,0,0,0,0,0,0,0,0.0372377418991829,0,0,0.0833613804841904,0,0,0,0,-0.0498436439185796
X601939.CH.EQUITY,0,0,0.148695492213954,0,0.131024062332335,0.151529235131631,0,0,0.3199712356432,0.152733007427718,0.0778005332364424,0,0,0,0,0.0922951293482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340400808326924,0,0,0,-0.076826132681176,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0988375144535533,0,0,0.0256987101051812,0,0,0,0,0,0,0,0,0,0.495401040760569,0.0849359969168679,0,0,0,0.135681426633478,0,0,0,0,0,0,0,0,0,0,0,0.0654009346833268,0.0318189080079971,-0.154485241987559,-0.0810325167334327,0.154316069223559,0,0,0,0,0.0526049867562462,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.431413885464649,0.37287103190893,0,0,0,0,0,0,0,0,-0.137969982057673,0,0.185345261007975,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.133870749685279,0,0,0,-0.102467513018652,0,0,0,0.111504242081139,0.0556263287443495,0,0,0,0.142832311004184,0,-0.00303742161070828,0,0,0,0,0,0.0315207827641148,0,0,0,0,-4.33680868994202e-19
X5.HK.EQUITY,0,0,0,0,0,0,-0.0496533787605561,0,0,0,0,0.00865288381823456,0,0,0,0,0,0,0,0.591097797674734,0,0,0,0,0.0922411722784312,0,0,0.0764574102982807,0,0,0,0,0,0,-0.107126018345143,0,0,0,0.206392249282116,0.151347695734633,0,0.156460819090402,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0246578646252341,0.233205648326367,0,0,0,0,0,0.0358950191391313,0,0,0.104754910918649,0,0,0,0.29636256931037,0,0,0,0,0.051410418157469,0,0,0,0,0,0,0,0,0,-0.0877946781048459,0,0,0,0,0.0882718248344352,0,0,-0.0133674079176449,0,0,0,0,0,0,0,-0.0804734251295666,0,0,0,0
X601328.CH.EQUITY,0.165754151244236,0,0.00782509974639595,0,0,0,0,0,0,0.0854472273008395,0.0604327744327742,0.197869168214177,0,0,0.302875078651802,0,0.00826655173288187,0,0.118678874224181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393940313344065,0,0,-0.0498448499876305,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0228580070099994,0,0,0,0,0,0,0,0,0,0.0330147560890653,0.0501148155447982,0,0,0.123738325181824,0,0,0,0.0270152224436608,0,-0.034890206594545,0,0.157965986443382,0,0,0.572184056750032,0,0,-0.072660036567575,0,0,0,0,0,0,0,-0.0713204177185996,0,0,0,0.0460445380350565,0,0,0,-0.0587003972669511,0,-0.0271318512246166,0,0
X600036.CH.EQUITY,0,0,0,0,0.0264692218532255,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.788418869163582,0,0,0,0,0,0,0,0.093822190266918,0,0,0,0,-0.0286126363451163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277765572490704,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0227217050416398,0.0678161623610901,0,0,0,0.149388088121809,0,0,0,0.00642933702510764,0,0.125334435228827,0,0,0.0268447957185459,0.348411571909233,0,0,0,0.15352642790473,0,0,0,0,0,0,0.0702646073877074,0,0,0,0,0,0,-0.00921833457178398,1.73472347597681e-18,-0.0387569380209582,0,0,0,0,0,0,0,0,-0.084041671165341,0,0,0,0
X267.HK.EQUITY,0.557932385747668,0.143129723717326,0.130353756735435,0,1.38777878078145e-17,0,0.00102648766003439,0,0,0.282312125171241,0,0,0,0,0,0,0,0,0,0,0,-0.0712387175023904,0,-0.211642184939361,0,0,-0.391883498679766,0,-0.0349194470280681,0,-0.0864140565388459,0,0,0,0,0,0,0,0,0,0,-0.0682867372618476,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.150230728227732,-0.0759494106154765,0,0.553970809856315,0,0,0,0,0,0,0,0.236688262306752,0.0922500234148409,0,0,0,0,-0.369589886577928,0,0,0,-0.0936394058894328,0,0,0,0.144968519687655,-0.00265134543040797,0.348981797711888,0,0,0,0,0.149164453426095,0,-0.0572079306456353,0,0,-0.0722298221295564,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0592155926382854,0,0,0,0.113578002593498,0,0,0,-6.93889390390723e-18,0.00770561751893419,0,0,0,0,0,0,0,0.179604923951612,0,0.210745246921678,0,0,0.102092080120585,0,0,0,0,0,0,0,0,0,0,0,0.0502985141260364,0,-0.0130009502733972,0,0,0,0,0,0,0,0,0,0.0774542546776326,0.234500218176175,0
X600016.CH.EQUITY,0,0,0.201133655376855,0.0112833183627709,0,0,0.0721908788281559,0,0,0,0,0,0.127386322374614,0,0.443162472461486,0,0,0.134901329926907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139573723018377,0,0,0,0,0,0,0.0783521958042898,1.0842021724855e-19,0,0,0,0,0,-0.0830423284875901,0
