,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X001979.CH.EQUITY,X002958.CH.EQUITY,X16.HK.EQUITY
X601398.CH.EQUITY,0,0,0.200697695253655,0.109807555289685,0,0,0,0,0,0,0,0.31548049877748,0,0,0,0,0,0,0,0,0,0,0,0,0.0292580894516182,0,0,0,0,0,0.339734956120123,0,0,0.0436796966704352,0.0539899623478876,0.155324638147649,0,0,0,0,0,0,0,0,-0.22472525343698,0,0.0787802210052947,0,0,0
X601288.CH.EQUITY,0,0,0.163646233210866,0.174361503653804,0,0,0.411843225343714,0,0,0,0,0,0.0373293146409193,0,0.0373159556655768,0,0,0,0.089403856246482,-0.0791590567520628,0,0,0,0,0.0273006100053123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774825019494124,0,0,0,0,0,0,0,0.0771849769905221
X601939.CH.EQUITY,0.0726485084817608,0.322881219903309,0,0.141173289391665,0,0,0,0,0,0,0,0,0.0412173613590961,0,0,0,0,0.0550698283402052,0.129830174301592,-0.0416968714829906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578319292966008,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.11919972139686,0,0.117579427098377,0
X601988.CH.EQUITY,0,0.311142889833673,0.135232679572352,0,0,-0.0538603273799775,0,0,0,0,0.0494405018387839,0,0,0,0,0,0,0,0,0,0,0,-0.127008362821542,0,-0.103036102388426,0,0,0,0,0.129586242852557,0,0,0,0,0.0324279866106777,0,0,0,0.203178383688049,0,0,-0.201642646905044,0,0,0,0,0.254570038793948,0,0,0
X5.HK.EQUITY,-0.555257628809619,0,0,0,0,0.845880174247233,0,0.263040790382851,0,0,0,0,0.0268301891683426,0,0,0,0,0,0,0.37881285058222,0,0,0.0541278847194937,0,0,-1.73472347597681e-18,0,-0.0241505933209299,0,0,0,0,-0.180059280003778,0,-0.0877219230641616,0,0.173656768205609,0,0,0,0,0,0,0,0,0,-0.109368368252964,0,0,-0.111522745578652
X601658.CH.Equity,0,0.12242447285993,0,0,0,0,0.0454441696307648,0,0,0,0,0,0,0,0,0,0.356736995228019,0,0,0,0,0,0,0,0.0937364337295736,0,0.0641267079727883,0,0,0,0,0,0,0.0244544032680567,0,0,0,0,0,0,0,0,0,0.0739066559260402,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.294218872974578,0,0,0,0.186966599737527,0,0,0,0,0,0,0,0,0,0,0,0,0.167189138540362,0,0,0.144832265410349,0,0,0.062816140656887,0,0,-0.00846014676691976,0,0.0324438998907799,0,0,0,0,0,0,0,0,0,0,0.0423827795436513,0,-0.0958346471844628,0,0,0,0,0.115045723245285,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396961602876262,0.0320332606528438,0,0,0,0,0,0,0,0.114594481441559,0,0.0061433568260934,0,0,0.0730558243167763,0.192329894819351,0.0750931429532475,0,0,0,0.187484913925932,0,0,0,0,0,0,0,0,0.0270679120994407,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.129947638608869,0,0,0.121639805606343,0,0,-3.46944695195361e-18,0,0,0.340268303681372,0,0,0,0,0,0,0.146473672104153,0,0,0,0.0710432228013663,0,0,0,0,0.0103869537626061,0,0,0,0,0,0,0,0,0,0,0.064457029369791,0,0,0,0.00259335725959586,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.362382528980404,0,0.177037053672691,0,0,0,-0.276829831032612,0.383367209931637,0.117764755306152,0,0,0,0,0,0,0,0,0,0,0,0,0.16272190964194,0,0,0,0,0,0,0,0,0,0,0,0,0.00764768726732995,0,0,0,0,0,0.0436900021433886,0.37284661033075,-0.419561916384837,0.148112935219685
X601166.CH.EQUITY,0,0.00349784254981588,0,0.00474583708157767,0,0,0.183807219800803,0,0.117437665466463,0,0,0.270215283012293,0,0,0,0,0,0,0,0,0,0,0,0.189796898367639,0,0,0.156202632618541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175092711456995,0,0.035296283714322,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.199103791521216,0,0,0,-0.00179956751475095,0,0,0,0,0,0.142435561433794,0,0,0,0,0,0,0,0,0.115967370891195,0,0,0,0,0.213124745823299,0,0,0.0843931480594337,0.043394092592055,0,0,0,0,0.214830468810176,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0187431043567368,0,0,0,0,0,-0.0723855538263169
X600000.CH.EQUITY,0,0.0523933470342138,0,0,0.0658676487697951,0,0.115119166905702,0.0958504662810667,0,0,0,0,0,0.0205095820795055,0.0937646211927916,0,0,0.15825787622944,0,0,0,0.198110168993766,0,0,0,0,0.063151038823582,0,0,0,0.0766376692031004,0,0,0.0495605337478795,0,0.0674825997330321,0.00497155884168604,0,0,0,0,0,0,0,0,0,0,0,0.00913366761966923,0
X600016.CH.EQUITY,0.201880777268809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138190970143365,0,0,0,0,0,0,0.186951005865662,0,0,0,0,0,0,0,0,0.216664124201251,0.0464481414356119,0,0,0,0,0.0556188732915831,0.181059338341576,0,0,0,0,0,0,0.0157172955945505,0.0343669339383099,0
X601818.CH.EQUITY,0,0.0355970636854612,0,0,0,0,0.0560286619280374,0,0,0,0,0,0.208487080773724,0.457315324979586,0,0,0,0,0,-0.0559657413682642,0.0193066717462844,0,0,0,0,0,0,0,0,0,0.0767970008805952,0,0,0,0.0497848440467312,0,0,0,0,0,0,0,0,0,0,0,0,0.0399885968809959,0.0421853233777419,-0.0176565686415423
X601628.CH.EQUITY,0,0,0,-0.123634664436574,-0.195948913043461,0,0,0,0,0,0,0,0,0,0.0322883265927547,0,0,0.34465856007427,0.0421802245189317,0.0372121799692215,0,0,0.201241608472157,0.120015202501417,0,0.329939768235593,0,-0.220594423011396,0,0.0840416639277371,0,0.295223268767046,0,0,0.194004935985783,-0.0299174194904822,0,0,0,0,0,0,0,0,0,0,0,0,-0.208389038272932,0
X000001.CH.EQUITY,0,0,0,0,0.00330131862547502,0.225794430603943,0,0,0.260607803094691,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0597918765234408,0,0,0,0,0,0,0,0,0.378722223030687,0,0,0,0,-0.0360785586384393,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,5.42101086242752e-20,0,0.254944039010849,0,0,-0.0668513110695815,-3.46944695195361e-18,0,0,0,0,0,0.207821482052152,0.219024939353895,0,0.00509361710336823,0,0,0.0816725035303836,0.0189770158506429,0,0,0,0,0,0,0,0,0,0,0.314536166568331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093055352994635,0,0,0
X601169.CH.EQUITY,0.0557148755227978,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0347175168831545,0,0,0,0.0635087125522643,0.312854567222685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334444504840678,0,0,0,0,0,0,0,0.174905874757258,0,0,-0.0409554971266404,0,0,0,0,0,0,0.0701117526133103,0
X2388.HK.EQUITY,0,0.161546487054471,0,0,0.101638708306274,0,0,0,0,0,0,0.295600167495541,0,0,0,0,0,0,0,0,0,0.0307797457395931,0.00552336711833192,0,0.0250229293588562,0,0,0.609275752275456,0,-0.289137890906872,0,0,-0.0157017922838811,0,0.0481613617564391,0,0,0,0,0,-0.743384454447553,0,0,0,0,0,0,0.000891538119327144,0,0
X600919.CH.EQUITY,0.00678305100640705,0,0,0,0,0,0.185706798431184,0.027567347981823,0,0,0.0352015128820623,0.0183900825454368,0,0,0,0,0,0,0.0449818652210312,0,0,0,0,0.136622296365019,0,0,0.20981261356437,0,0,0,0,0,0,0,0,0,0,0,0.165803023101913,0,0,0,0,0.0370938720986598,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0.164684687840894,0,0,0,0,0,0.274676136329739,0,0.0321935479152676,0,0,0,0.244438578655229,0.079969552930606,0,0,-0.0252955536818168,0,0,0,0,0,0,0,0,0,0,0,0.065702546175072,0,0,0.0526748187193496,0,0,0,0.0354623604694484,0,-0.0129427879527885,0,0.0988114617316642,0,0,0.0813124401051148,0
X1299.HK.EQUITY,0.105471565773342,0,0,0,0.148391682646431,0,-0.0792441465304988,0,-0.0643847417288634,0,0,0,0,0,0,0.249387894864554,0,0,0.120901896213576,-0.241634270855169,0,0,0,0,0,0,0,0.15295168163897,0,0,0.0634384975653188,0,0,0,0,0,0,0,0,-0.133348632180142,0,0,0,0,0,-0.0280878941345219,0.484993298740403,0,0,0
X002142.CH.EQUITY,0,0,0,0.101493615834246,0,0.0308147174178338,0,0,0.224265930726261,0,0,0,0,0,0,0.0586790068413887,0.035661676492748,0,0,0,0.295858621892751,0,0,0,0,0.0243505808211001,0,0,0,0,0,0,0,0.0119351858198213,0.00365130361746277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364248937709842
X601916.CH.Equity,0.0619444373980592,0,0,0,-0.0855929839055261,0,0,0,0,0,0,0.237052160616969,0,0,0,-0.0548620972843899,-0.0538271900921368,0,0,0,0,0,-0.0528381267998121,0,0,0,0,0.0976663395488374,0,0,0,0,0,0,0,0,0,0,0,0.381903944371319,0,0,0,0.373118682046823,0,0.048144487091449,-0.0497169835545271,0,0,0
X601601.CH.EQUITY,0,0.0522504612174722,0,0,0,0,0,0,0,0,0,-0.0152016949656766,0,0,0,0,0,0,0,-0.0479177516219776,0,0,0,0.184871569734324,0,0,0,0,0,0,0,0.567137672673614,0,0.0837969290216557,0,0.101044933495454,0,0,0,0,0,0,0,0,0,0,0,-0.0747416595662826,0,0
X601009.CH.EQUITY,0,0,0,0.032183088622371,0,0,0,0,0,0.0229520252552921,0.224066227758773,0,0.0212756532349387,0,0,0,0,0.209289213298472,0,0,0,0,0,-0.150853833786418,0,0.0509072519287805,0,-0.0995611620886707,0.328205141213648,0.0431793961294997,0,0,0.0900054101442216,0,0,0,0,0,0,0,0.0264038818363972,0,0,0,0,0,0.159100769535939,0,0,0
X11.HK.EQUITY,0.185545081867217,0,0,0,0,0,0,0,0,0.369837389274057,0,0,0,0,0,-0.0728140066593851,0,0,0,0.243641539579465,0,0,0.135362301260491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110421742120004,0,0,0,0,0,0.0918185033492253,-1.38777878078145e-17,-0.00997916940853825,0,0
X600926.CH.EQUITY,0,0.0285287364244133,0,0,0,0,0.23774406418908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485160331913827,0,0,0,0.384674254252706,0.0559271979860881,0,0,0,0,0,0.145760560468619,-0.0403843378999785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285931757244207
X601319.CH.EQUITY,0,0.430293225987536,0,0,0,0,0,0,0,0,0.223282589756896,0,0.0674265835873871,-0.101920932471835,-0.122902510593941,0,0,0,0,0,0,0,0,0,0.0609677516749404,0,0,0,0,0,0,0.172913869581988,0,0,0,0,0.0537894296653561,0,0,0,0,0,0,0,0,0,0,0,0,0
X601077.CH.Equity,0.106025082159829,0,6.93889390390723e-18,0,-0.0198558074640998,-0.0412476323548126,0,0,0,0,0,0,0,0,0,0,0,0.113984576304763,0.533307097197187,0,0,0,0.00251906239435749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188785955406038,0,0,0.0541606258098463,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0261342481505442,0,0,0,0,0,0.38614386321923,0,0,0,-0.0652888027939152,0,0,0,0,0,0.148710860281795,0,-0.0501441105459927,0,0.135541187602547,0,0,0,0,0.0808754676558307,0,0,0,0,0,0,0,0.00389261091725218,0,0.211974408523432,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0334740406505867,0,0,0,0,0,0,0,0,0,0,0.1142021470207,0,0,0,0,0,0,0.0229592958744388,0,0,0.0163019805615541,0,0,0,0,0,0,0.184015560306735,0.379844013349057,0,0,0,0,0,0,0,0.205886525906408,0.178356975456522,0,0,0
X601838.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0439533880943598,0,0,0,0,0,0,0.0852690766406168,0.0117076678561252,0,0,0,0,0.0701356187721204,0,0.0822603920385155,0.179589826327051,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.183248881399701,0.0743466991644678,0,0,0,0,0.0530481054896899,0
X601577.CH.EQUITY,0,0,0.021371426828996,0.112781271399312,0,0,0,0,0,-0.0677172636331512,0,0,0,0,0.0982460945879882,0,0,0,0,0,0,0,0,0.339412156209763,0,0,0,-0.0326262604228253,0,0,0.0353572632310086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154775441604404,0.0586600648037749
X601688.CH.EQUITY,0.180459630977109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785882817883446,0.0369345210900247,-0.375963546544244,0,0,0,0,0,0,0.00547728739621151,0,0.0505968554256442,0,0,-0.133593686773508,0,0,0,0,0.189265781320781,0.00562060208400076,0,0.159812869898915,0.288475606114653,0,0.093992500590891,0,0.219868735953667,0,0,0,0,0,0,0,-0.0115883034284801
X600837.CH.EQUITY,0,0,0,0.00345364874903105,0,0,0,0.263518431025926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714337430187788,0.0453933918105471,0,0.0428065144826485,0,0,0.0114008155948755,0,0.525397328235633,0,0,0,0.124042908915302,0,0,0.0241462224188805,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133858857135683,0,0.0325045585795831,0.0596001523599369,0.475895559662041,0,0,0.0157918365430461,0.182770276456618,0,0,0,0,0.00833225741875322,0,0,0.124008109595743,0
X601997.CH.EQUITY,0,0,0,0.367847542587528,0,0,0,0,0,0.0218786682006538,0,0,0,0.114257749829004,0,0,0,0,0.074721027157734,0,0,0,0,0,0,0,0,0,0,0.162364816691388,0,0,0,0,0.142286849483042,0,0,0,0,0,0,0,0,0,0.0918563037036137,0,0,0.0270579173164957,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681733349325544,0,0,0.0941944315732815,0,0.187681275552862,0,0,0.11170111324171,0,0,0,0,0,0,0.0301541177800807,0.0996102649836012,0,0,0,0,0.361629934257471,0.0367163797736831,0,0,0,0.178187264199261,0,0,0,0
X000166.CH.EQUITY,0,0,0,0.117026395779351,0,0,0,0,0,0.0200819275893512,0,0,0,0.0219975902771557,0,0,0,0,0,-0.103222910959482,0,0,0,0,0,0,0,0,0,0,0,0,0.165925247353497,0,0.067855841323935,0,0,0.146156260111299,0,0.0454073919315871,0,0.29530618370118,0,0,0.283261567656015,0,0,0.0525556179416385,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752964881792382,0,0,-0.279266790485519,0,0,0,0,0,0,0.285066467361281,0,0,0.0837247859587063,0,0,0,0.438534240065697,0.116123553927994,0,0,0,0,0,0,-0.112264780954389,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0500595882250133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856582882518592,0,0.0107550328423378,0,0,0,0,0,0,0,0.791695119472253,0.207840690481036,0,-2.16840434497101e-19,0,0.0048712531137392,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.272521415133049,0,0.192941655429964,0,0,0,0,0,-0.000587715373538571,0,0,0,0,-0.0259212864844586,0,0.183592378012616,0,0,0,0,0,0,0,0,0.243851521532766,0,0,0,0,0,0,0,0,0.214413537184194,0,0,0,0,0.369375099650578,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405413870427519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492805661310739,0,0,0,0,0.151847718076203,0,0.0947366454399069,0,0.228760445178357,0.0821185052932632,0.0841150077360784,0,0,0.263491491498042,0.0927215333598024,0,0.0368517135672475,0
X601066.CH.EQUITY,0,-0.0583850559387876,0,-0.0485865480139692,0,0,0,0.0763962782690686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182609731082145,0,0.315134174107314,0,0.0137997002628798,0,0.488649100839152,-0.0264900418461985,0,0,0,0,-0.0178780334413227,0,0
X1109.HK.EQUITY,0,0.140181619233204,0.0300866142914252,0,0.185173261375299,0,0,0,0,0.193532504740561,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.198373714781143,0.497601594974464,0,0,-0.036594074433151,0,0,0,0.0567313008037077,0,0,0,0,0,0,0,0,0,0,0,-0.117214921246199,0,0,0.0930904079829943,0.0171892430702356
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134762907267962,0,0,0,0,0,0,0,0,0,0,0,0,0.0197860104418649,0,0,0,0,-0.284087503971156,0,0,0,0,0,0.489608365202659,0,0,0,0,0.263158830611333,0,0,0,0,0.00103568010336749,0
X002958.CH.EQUITY,0,0,0.216412552671362,0,0,0,0,0,0,-0.14367973270862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111606958776708,0.115433832564476,0,0,0,0,0.15818822786061,0,0,0,0.205424721089676,0,0,0,0,0.0712099240553685,0,0,0,0,0,0,0,0.181280725710989,0,0
X16.HK.EQUITY,0,0.156210154595229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438988749964562,0,0,0.137139186381064,0.180542752138024,0,-0.138161108882799,0,1.38777878078145e-17,0,-0.00934272967681011,-0.0406813673607996,0,0.0135014819053346,0,0.200620584068727,0,0,0,0,0,0,0,0,0.224662779347343,0,0,0.226868353209498,-0.396811138310144,0,0
