,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.42484297617791,0.0872648416332884,0.0854211140899307,0,0.025359503629039,0,0,0,0,0,0.0272727719602422,-0.00994358625792741,0,0,0,0.0952794985445785,0.0422503701513378,0,0,0,0,0,0.137969833481128,0,0,0,0,0,0.0241429748426592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0
X601939.CH.EQUITY,0.469719221417417,0,0,0.181240289592984,0,0.110371070675982,0,0,0,0.0168944449533607,0.135242083993877,0,0,0,0,0,0,0,0,0,0,0.000803247419474594,0,0,0,0,0.00119876142344962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442230693254012,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445702661368219,0,0,0,0,0,0,0,0,0.214479034245024,0,0,0,0,0,0,0,0.0893670034923111,0,0,0,0,0,0,0.0800972183811282,0.0313890984604268,0,0.0324269045067664,0,0.0824025497902946,0,0,0,0,0,0,0,0,-0.0307341228836941,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.445413633387267,0,0.148337754192069,0,0,0,0,0,0,-0.372378398898934,0,0.601976889072371,-0.344065646516321,-0.0371082691367201,0,0,0.124814492500307,0,0,0,0,0,0,0,0.131794116484456,-0.20309671424263,0,0,0.636456483459245,3.46944695195361e-18,0,-0.0253918050506494,0,0,0,0,0,0,0,0,-0.510864318021522,0,-0.0585368778788749,0
X601988.CH.EQUITY,0,0,0.241936006341014,0,0.0581919353749649,0,0,0,0.109266291157999,0,0,0.124420631114176,0.0910932834943728,0,0,0,0,0.0861814156803429,0,0,0,-0.0233288700893759,0.416219131182723,0,0,0,0,0,0,0,0,0,0,0.0127577140038723,0.0315715074479078,0,0,0,0,0,0,0,0,0,0.0243624646266792,0,0,0,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606333463309304,0,0,0,0,0.269929817267229,0,0,0,0.0358179213964176,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304224892701863,0
X601628.CH.EQUITY,0,0,0,0,0.0185613923050253,0,0,0,0,0,0.131935129767621,0,0,0,0,0.0210929980404054,0.00725561585502572,0,0,0,0,0,0,0,0,0,0.0704717867020949,0,0,0,0,0,0,0,0.281674722681671,0,0,0,0,0,0.0879391022497011,0.197881160620569,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155350027364139,0,0,0,0,0,0,0,0,0,0.105851852571348,0,0,0,0,0,0,0,0.0225321605879108,0.0914375680655649,0,0,0,0,0,0.112294829463868,0,0,0,0.0607320895310556,0,0,0.0570996520080908,0,-0.0244512912681002,0,0,0,0.168350797995546,0.244333689586981,0,0,0,0,0,0,0,0.0196676152350234
