,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.205840486581138,0,0.0998059091662664,0,0.0251119072920075,0,-0.0757640755264769,0,0,0,0.433717564965377,0,0,0,-0.10932886148992,0,0,0,0,0,0,0,0,0,0,0,0,0.0768897411996973,0.0235802131874278,0,0,0,0,0,-0.087916884609635,0,0.147180417852385,0,0,0,0,0,0.111244585219524,0,2.16840434497101e-19,0.0694505532497738,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019427,0,0.103702075595264,0,0.0152227318226145,0,0,-0.155903891648827,0,0.0794144948410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723
X601939.CH.EQUITY,0.138280661749202,0,0,0.36376602611222,0,0.0718576033421183,0,-0.0783873518919493,0,0,0,0,0,0,0.088984006242556,0,0,0,0,-0.0197946605486279,0,0.10221254257219,0,0,0,-0.0883350068814617,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154219666111314,0.491689392052895,0,0,0,0,0,0,0,0,0,0.00175245687670542
X601288.CH.EQUITY,0.416154398858753,0,0.156618459979175,0,0,0.156455536118392,0,0,0.0392666565369118,0,0,0,0,0.0266513743139529,0,-0.124283942207132,0.0447343870391806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129579136155279,0,0,0,-0.00244401471589848,0,0,0,0,0.174601390079076,0,0,0,0,0,0,0,0,0.198737350897812,0
X5.HK.EQUITY,0,-0.127677349478209,0.0274359766294203,0.286150638287158,0,0,0,-0.250268250420162,0,0,0,0,0.144580150072019,0,0,0,0,0,0,0,0.540078203295326,0,0,0,0,0.303901960100509,0,-0.0108697310532246,0,0,0,0,0,0.022178124785001,0,0,0,0,0,0,0,0,0,0,0,0,0.201551812775889,0,-0.0718406063983662,0
X601988.CH.EQUITY,0.205604033093289,0,0.0223304496634331,0.11253748897259,0,0,0,0,0.0914964753421677,0,0.0661669227132128,0.11757782241719,0,-0.376493863766046,0,0,0,0,0,0,0,0,0.0473851750951258,0.377906551322198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746082423737767,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0877523038677551,-0.0169039444533727,0,0,0,0.0778274129859793,0,0.298047320532669,0.251684147082096,0,0,0,-0.0442078923890596,0.0611938656513587,0,0,0,0,0,0,0,0,0,0,0.121009336478066,0,0,0.00462074854797429,0,0.02871518369679,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0693833119731985,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335407273851083,0.0695953550774919,0,0,0,0.138508220621247,0,0,0,-0.145104808142365,0,0,0,0.370198605511649,0,0.251915553569372,0,0.0424737600833485,0,0,0,0,0.103125336840074,0,0,-0.00418357394757146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124444256567105,0.2503905096956,0,0,0,0,0,0,0,0,0.0741504504670737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939743610199514,0,0,0,0,0,0,0,0,0,-0.348280397355586,0,0,0.0276582862381894,0,0,0.198950763667419,-0.0269736119771812,0,0.217155013904843,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127269600052488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0325434217301463,0,0,0,0.463698845792348,0,0,0,0,0,0,0,0,0.232970895707331,0,0,0,0.0140876408690971,0,0,0,0,0,0,0,0,0.04813643817025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178765164061501,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.00515658371890642,0.00971409417121762,0,0,0,0,0,0.375138628904862,0,0,0,0,0,0,0,0,0.186396794947186,-0.0756551073498686,0.0218392918477685,0.0315166047029282,0.206634314068193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774690871092213,0,0,0.175260141125517,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0377267972672516,0,0,0,0.0662295476053228,0.193589643341241,0,0,0,0,0.338916402528563,0,0,0.0657548735749061,-0.048212899963292,0,0,0,0,-0.00427348809393695,0,0,0.00740947301948305,0,0,0,0,0.176797029220175,0,0,-0.0883837752039604,0,0,0,0.0205755881398491,0,0,0,0,0,0,0,0,0,0,0,0.0595172328401247,0,0.199549200993606
