,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.255400433349517,0.330373246976113,0.238287445113493,-0.00754443499153478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992965444329776,0,0,0,8.67361737988404e-19,0,0,0.0852708902846356,0,0,0,0,0,0,0,0,-0.139570790551611,0,0,0,0,0,0,0,0,0.0644685027905581,0,0,0,0,0.0589633646209926,0
X601939.CH.EQUITY,0,0,0,0.141296802838599,0,0.00190535237062848,0.0661521408669078,0,0,0,0,0,0,0.215755760958551,0.133564210475242,0,0,0,0,0,0.19319833653641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.390002250692328,0.158709046056642,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713895144485144,0.0446549203104239,0,0,0,0.0784268499545023,0,0,0,0,0,0.0622962700185734,0,0,0,0,0,0,0,0.0233491903248034,0,0,0,0,0,0,0,0,0,0.0700788357241465
X601988.CH.EQUITY,0.0497424664377582,0,0.49359077042098,0,0.101254722304829,0.142085768039212,0,0,0,0.106727429509476,0,0,0,0,0,0,0,0,0,0,0.166159001894221,0.00653370375666247,0,0,0,0,0,0.139832717699442,0,0.0641395244438791,0,0,0,-0.10807918467815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.00623543657643465,0,0,0,0,0,0,0,0.337155338576315,0,0,0,0,0,0,0,0,0,-0.0292839870582685,0,0,0,0,0,0,-0.122327433330444,0.705027970868218,0,0,0,0,0,0.253437923769209,0,-0.154719034126776,0,0,0,0.171456508991114,0,0,0,0.0520813419895446,0,0,0,0,0
X601658.CH.Equity,0,0,0.100932506530134,0.197409742641745,0,0,0,0.0559934450636483,0.126408809604487,0,0,0,0,0.040265444623241,1.05879118406788e-22,0,0,0,0,0.0707055075830942,-1.73472347597681e-18,0,0,0.151607750925198,0,0,0,0.159020324688412,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.257975228176541,0.0864887660320482,0,0.203019977131504,0,0,0,0.238828260993129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044373022479684,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.101551073151323,0,0,0,0,0,0,0,0.11537066780816,0.130057741071717,0.12332473879401,0.0832817559038042,0,0,0,0,0,0,-8.67361737988404e-19,0.0600552034681091,0,0.133170522437463,0,0,0,0,0,0.0451562691721725,0,0,0.0648467314565522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0421183370988731,0,0,0,0,0,0.23760512966589,0,0.233240487130692,0,0,0,0,0,0.11138489499856,1.38777878078145e-17,0,0,0,0.132567084107773,0,0,0,0,0,0.0112419245619295,0,0,0,0,0,0.255501310413787,0,0,8.67361737988404e-19,0,0,0,0,0,-3.46944695195361e-18,0,0.205994271701523,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0728747477618275,0,0,0,0,0,0,0.232403904877292,0,0,0,0,0,0.0525289143003821,0,0.125364334242627,0,0,0,0,0,0,0,0,0.354113830456801,0,0,0,0,0,0,0,0,0,-0.0906928185518471,0,0.155165002812934,0,0,0,0,0,0,0,0,0.017900582416263,-0.20565373971491
X267.HK.EQUITY,0,0,0,0,0.199023570783677,0,0,0,0,0.222408729670943,0,0,0,0.0625580709875964,1.38777878078145e-17,0,0,0,0,0.0911214153595999,0,0,0.0671683262062806,0.0287926294394293,0,0,0.0684086117888225,0,0,0,0,0,0,0.339714443950107,0,0,0,-0.164643119909897,0,-0.13288205818187,0,0,0,0,0,0,0,0,-0.0902224659859205,0
X600000.CH.EQUITY,0,0,0,0.118722439526627,0,0,0,0,0,0.188760222020526,0.0806722227670055,0,0,0,0,0,0,0,0,0,0,0,0.0770484212968732,0,0,0,0,0,0,0,-0.0335103552136159,0.0584766210466483,0,0.255351798800224,0.0413970908585652,0,0,0,0,0,0,0,0,0,0,0,0.298512133620668,0,0,0
