,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172571538555138,0.200389734738635,0,0,0,0,0,0,0,0,0,0,0,0.0444936748274252,0,0,-0.191125504489849,0,0,0,0,0,-0.291051521039741,0,0.0487666260146639,0,0.865867819250522,-0.151665285920099,0,-0.09985415822417,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.136359266773388,0,0.19244052480045,0.0183888766929531,0,0,0,0.0299077730387743,0,0.0594021342850857,0,0,0.10939417963277,0,0,0.0770825109978697,0,0,0.0623424506174632,0,0,0,0,0,0,0,0,0,0,0,0,0.0515855950309189,0,0.306814576775713,0,0,0,0,0.101832349454653,0,0,0,0
X601939.CH.EQUITY,0.149271543694176,0,0,0,0.00400792643377899,0,0,0,0,0.253087724424365,0,0,0,0,0,0,0,0.122905823309697,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0845960395223783,0,0,0,-0.148479469974293,-0.115475986053301,0,0,0.0703376547442499,0,0.427287417075912,0,0,0,0.0756974234331714,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.550567940491428,0.293618278256023,0.0858097356705463,0.565151383049641,0,0,0,0.272118531424672,0.118567815937827,0,0,0,0,0,0,0,0,-0.362615434706327,0,0,0,0,0,0,0,-0.755379062793044,0,0,0,0,0,0.0226368184248324,-0.367326477643629,0,0.289660138574793,0,0,0,0,0.393287402946149,0,0
X5.HK.EQUITY,-0.0177374460621829,-0.105110957312196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422638933124,0,0.0332024838075646,0.538862151960732,0,0,0,0,0.0905666455885403,0,0,0,0,-0.187079293145083,-0.0524131399770402,-0.0754113183958781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701877398768,0,0,-0.164999490736888,0
X601988.CH.EQUITY,-0.467020156620603,0,0,-0.0358142085057343,0.586381164843528,0,0,0,0,0,0,-0.0578931806346992,0,0,0,0,0,0,0,0.967122939619265,0,-0.0923529752754049,0,0,-0.0633246203601985,0,0,-0.14117059113133,0,-0.614809320691984,0,0,0,0,0,0,0,0,0.0272178064361761,0,0,0,0.157843560907885,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0991791637502296,0.485609432676833,-0.0414819049984848,0,0,0,0,-0.105448126758181,-0.016408831331982,0.481369841160705,0,0.148600394121683,0,0,0,0,0,0,0,0,0,-0.0997203834722719,0,0,0.280557530614003,0,0,0.0805974390616338,0,0,0.0921156369218905,0,0,-0.297714843173446,0,0,0,0,0,0,0,0.224146812989898,0,0,0.119795501273134,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.130597951346383,0.0115568558323101,0,0,0.132806522819956,0,0,-0.0823878920309525,0,0,0.142502541566765,0.0301244867736438,0,0,0.0507909182634474,0,0,0,0,0,0,0.15138543224852,0,0,0,-5.42101086242752e-20,0,0.146668459962673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568433523958697
X601628.CH.EQUITY,0,0.0670819925190394,0.0159526434793241,0.0092356699919693,0,0,0,0,0,0,0.145223118249478,0,0,0.334774800357914,0,0,0,0,0,0.0246631697635532,0,0,0,0,0,0,0,0,0,0,-0.0536225792982829,0,0,0,0,0.176051268523435,0.162286297853047,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0159076292013399,0.0614835891633886,0.0459970600635938,0,0,0.58538961573641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.233005843818405,0.241523464018878,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0766324133346263,-0.0276074576418166,0,0,0,-0.308205250703314,0.0500511398216626,0,-8.67361737988404e-19,0,0,-0.0281077270108011
X601166.CH.EQUITY,0.00859865264589302,0,0.0165644715319457,0.279921256609314,0,0,0,0,0,0,0,0.252914552878856,-0.0120099897555738,0,0,0,0,0,0,0.0574428382782339,0,0.138014568809222,0,0,0.026749312884027,0,0,0,0.165430899683832,0,0.0640123626159276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.413674162482571,0,0,0.209757113231863,0.0399548233109338,0,0,0,4.33680868994202e-19,0,0,-0.308955335154154,0,0,0,0.135342663854329,0,0,0,0.235019970721113,0,0,0.0509885380482018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236358958654648,0,0,0,0
X601319.CH.EQUITY,0,0.020048100596261,0,-0.0544908733568897,0,0,0,0,0,-0.0861642710331696,0,0,0,0.360134169294048,0,0,0,0,-0.0791013730895309,0,0,0,0,0.16198956122826,0,-0.0639641116718818,0,0.0075670529214286,0,0,0,0,0,0,0,0.351046463435552,0,0,0,0,0,0.103223366175503,0,0,0,0,0,0,-0.112269346676691
X601601.CH.EQUITY,0,0,0,0,0,-0.12686502695193,0.0333368191660478,0,0.652537563561255,0,0,0,0,0,0.0105722605835656,0,0,0,0,0,0,0,0,0.0495770045282486,-0.144846022675816,0,0.176348066320496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280840582546696,0,0.0299620927628801
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0339283256205127,0,0,0,0,0,-0.014574413801424,0,0,0,0,0,-0.161297413796695,0,0,0,0,0,0.248742279733897,0,0,0.00661684567703249,0,0.249169769588027,0.233187259457626,0,0,0,-0.0405391516884706,0,0,0.482589469803813,0,0,0,0.0149534153669711,0,0.0510758596359605,0,0,0,0
X000002.CH.EQUITY,0,0,-0.0806570399013672,0,0.285673471326949,0,0,0,0,0,0,0,0,0.182825110144369,0,0,-0.262511297380734,0,0,0.333293540678489,0,0,0,0,-0.108256671101003,0,0.308841465593144,0,0,-0.104550430160158,0.374530959765589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262503165140785,0,0.013287792707131,0,0
X11.HK.EQUITY,0.136256671563876,0,0,0,0.326063114803832,0.0625875173587184,0.0984388036793119,0,0,0,0,0.0162327725871348,0,0.0945684530969062,0,0,0,0,0.174062130369382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182057954932176,0,0,-0.0312164697937797,0,0,0,0.0399446298937012,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.324882868049765,0,0,0,0,0,-0.0437260261722495,0,0,0.0185309319131569,0,0,0,0,0.0478849352865181,0.0643371114828258,0,0.0954661366798024,0,0.0275105736562351,0.276691060776964,0,0,0,0.130329273328157,0,0,0.0804479134114958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0910306504058782,0.0391194057239262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142859307518873,0.466835154526694,0.0817661066225612,0,0,0,0,0,0,0.291894768024645,0,0.135729642498529,0,0.0549040550081153,0.126094114344369,0.0681548358972574,0,-0.0138667464989505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.248918160149654,0,0,0,0.110960338433149,0,0.0773129480894238,0,0,0,0,0,0,0,0,0,0,0,0,0.0581151470142282,0.0519807754519976,0,0,0,0,0,0,0.0106227679196411,0,0,0,0,0,0,0.00272967254094468,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0319547467959886,0,0,0,0,0,0,0,0,0,0,0,0.0287789218898229,0,0,0,0,0,0,0.0586159399983784,0,0,0,0,0.0309345120473693,0,0,0,0,0,0,0,0,0,0.0838250610945799,0,0.450407681302558,0,0,0,0,0.00299110840446767,0,0,0,0,0.454443947064759,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137248872996042,0,0,8.67361737988404e-19,0.0332838986919353,0,0,0,0.192133384871983,0,0.0569047002046726,0,0,0.22964499374881,0,0,0,0,0,0,0.140173724914035,0,0,0,0,0,0,0,0,-0.127354364555222,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104513544652254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502832915462949,0,0,0,0,0
