,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0,0.251982989864004,-0.00144689860848723,0,0,0.824956971113576,0,-0.126561936783892,0,0,0,0.0321638647105179,0,0,0,0,0,0,0,0,-0.0327507522827959,0,-0.0522440929381803,0,0,0.162398867149956,0,0,0,0,0,0,0,0,0,0,-0.269953145488739,0.0545207903134543,0,0,0,0,0,0,0,0,0,0.0827788688805585,0
X601288.CH.EQUITY,0,0,0,0.556619151357408,0,0,0,0,0,0.149049572918023,0,-0.0292850625755288,0,0,0,0.0433411467200728,0,0,0.224405598628082,0,0,0,-0.0773350356336334,0,0,0,0,0.0424795145022808,0,0,0,0,0,-0.0406259331165244,0,0,0,0.101852169238101,0,0.0152288904594452,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.00740212899129273,0.157343716884401,0,0,0,0.18363612385007,0,0.0348914094504237,0,0.0157081757324401,0,0,0.0341478748177905,0,0,0,0.0738993592535688,0,8.67361737988404e-19,0,0,0.248187011611468,0,0,0,0.108995895532582,0,0.11273103418413,0,0,0,0,0,0,0.0292457719112621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0118614822570387,0,0,0,0,0,0,0,0.131204612094897,0,0.0222714386619671,0,0,0,0,0,0,0.767013252142014,0,-0.0182917914831549,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284696810646875,0,0,0,0,0,0,0,0,0,-0.0243832928213126,0,0,0,0.0883091583370031,0,0.0272899895414781
X5.HK.EQUITY,0,0,-0.203817184432251,0,0,0.127350896801936,0,0,0.544750372890533,0,0,0,0,0,0.00726697248482486,-0.125224246579501,0,0,0,0.0713130812543415,0,-0.0255393614960345,0.101031245802919,0,0,0,0,0,0.22340699810967,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.103981536236372,0,0,0,0.264504690934567,0,0,0.0862364993553529,0
X601658.CH.Equity,0.0845340156086338,0,0,0,0,0,0.161386740718425,0,0,0.587026151824682,0,0,0,-0.244237276249317,0,0,0.271865426254307,0,0,0,0,0,-0.182225376278784,0,0,0,0,0.111459738659912,0,0,0,0.106779458216022,0,0,0,0,0,0.205935563903228,0,0.0397078257502882,0.0762824141829595,0,0,0,0,0,0,-0.109270855665025,0,0
X601328.CH.EQUITY,0.953490864054505,0,0,0,-0.0858932690826972,0.0613975189645879,0,0,0,0,0,0,0,0,0,0,0,0,-0.041129447769371,0,0,0,0,-0.0861499542669906,0,-0.105301005501336,0.0403509419112085,0,-0.00999028921275706,0,0,0,0,0,0,0,0,0,0.0138498547528277,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0429409410140438,0,0,0.0156617880142356,0,0,0,0,0,0,0.022764011038972,0,0,0,0.0765625867296739,0.393527677571951,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0214704753710196,0,0.19480484220307,0,0,0,0,0.146452641506558,0,0,0.0675135656282543,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.532795835261396,0,0,0,0,-0.0124196170440225,0,0,0,0.372612914052729,0.074385098353911,0,0,0,0,-0.281687741928227,0,0,0,0.0783424379478904,0,0,0,0.0543527977796253,0,0,0,0,0,0,0,0,0.0712561866413584,0.0209852611896345,0,0,-0.0536822803472737,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.205464709987723,0,0.41978132836649,0,0,0.151613478707612,0,0,-0.0103845015265618,0,-0.0131828583522218,0,-0.022622781877572,0.279596748392522,0,0,0,0,0,0,0.172908522997278,0,-0.0890790515831704,0.0443591783023856,0,0,0,0,0,0,0,-0.0294513059013161,-0.0528839336921371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,-4.33680868994202e-19,0.104835821319563,0,0,0,0,0,0,0.208284067051677,0,0,0,0,0,0,0.474713385008629,0,0,0,0,0,0,0,0,0,0.108881279086595,0,0,0,0,0.245475350564406,0,-0.112382823709095,0,0.154479711980799,0,-0.0532732680611926,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0115260479363582,0.0296782976965227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399269632680254,0,0,0,0.0328434643080696,0,0,0.134387630876051,0,0,-0.0270190669196496,0,0,0,0,0,0,0,0,0.0420049160517134,0,0,0,0,0,0,0.342814262682406,0,0,0
