,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.713798009253696,0,-6.93889390390723e-18,0,0,0,0,0,0.062193707371979,0,0.0922819373527801,0,0,0,0,0,0,0.000577711309489849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140690920332362,0,0.063462742705584,0,0,0,0,0,-0.0257113410807208,0,0,0
X601939.CH.EQUITY,0.270089269705015,0,0,0.0641695560602794,0,0.366466033032193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628544983472035,0,0,0,0,0,0.0427721088106969,0.223542321712672,0,0,-0.0416592219704358,0,0,0,0,0,0,0,0,0,0,-0.0102022828126229,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0
X601288.CH.EQUITY,0.289347416702078,0,0,0,-0.0270953517346594,0,0,0,0,0.115190951247417,0,0,0,0,0,0,0,0,0.0632981761715785,0,0,0.0566812193955381,0,0,0.0304996707160927,0.259776367818001,0,0,0.0354482268517746,0.0700078481003225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733663225019616,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.445134036576786,0,0,0,0,0,0,0,-0.326409080533582,0.159631178070614,0.193156891840615,0.221771833840769,0,-0.0678738778083232,0,0,0,0,0,0,-0.125058402246871,0,0,0.195293242008936,0,0,0,0.193489228857491,0,0,0,0,0,0,0,0,0,0,-0.556901054902812,0.109511394110077,0,-0.0387625362023692,0
X601988.CH.EQUITY,0.0663722853294098,0.195569802772658,0,0.0315726941078824,0.0367635691547669,0,0,0,0.027163440503926,0,0,0.0719217410162501,0,0.120676436932124,0,0,0,0,0.138144042262488,0,0,0,0.433771183834483,0,0,0,0,0,0,0,0,0,0,0,0,0.0364304697852218,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967551615835695,0,-0.0544347873873203,0,0.0459529797482902,0,0,0,0,0.23932866383233,0,0,-0.0467557636725283,0.205917186982058,0,0,0,0.092193453813785,0,0,0,0.0425667985154964,0,0,0,0,0,0,0,0,0.0491766598647548,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0131060897345931,0,0,0,0,0,0.0367644110773013,0,0,0,-0.00459612399542444,0,0,0,0,0,0.0206357041435595,0,0,0,0,0,0,0.765112572529734,0,0,0,0.111782326467516,0.00146625111015137,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124961831464918,0.0917896976600585,0,0,0,0,0,0,0,0,0,0,0,0.0241702855273827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35502003551173,0,0,0.0424481137978656,0,0,0,0.0862643185743145,0,0,0.115916592482623,0,0,0.0327775984047347
X601328.CH.EQUITY,0.011422325812996,0.0753957122386401,0,0,0,0,0,0.164266114730263,0,0,0,0,0,0.154844493352145,0,0,0,0,0,0,0,0.272390709793644,0,0,0,0,0,0.0297218379946387,0,0,0,0,0,0,0,0,0,0,0.0711984072533381,0.215198860382501,0,0.0271801633280765,0,0,0,0,0.00884578586901685,0,0
X601166.CH.EQUITY,0.128189567892187,0.202887664579202,0,0,0,-8.67361737988404e-19,0,0.128770084254781,0.00143480412858525,0,0,0,0,0.102400048014522,0,0,0,0,0.123482378422554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109200978966753,0,0,0,0,0,0,0,0,0,0,0,0.0878617180031755,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.170767214134753,0,0,0,0,0,0,0,-0.0226207011137088,0,0.159870914768517,0.264887497211089,0.109797209087654,0.1339205847258,0,0,0,0,0,0,0.13986636407948,-0.178708861093603,0,0,0.0207241535304274,0,0.213949141250973,0,0,0,0,0,0,0,0,0.0735329116376729,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0677715701822444,0,0,0,0.0197115857797706,0,-0.0383563198781387,0,-0.170514106466303,0,-0.134688328196497,-0.148740352753164,0,0,0,0,0,0,0,0,0,-0.0123958776915932,0,0,-0.0256020602431222,0,0.150484556233356,0,0,0.148611028868592,0.162441270026057,0.254885208712125,0.35990848534177,0,0,0,0,-0.0253182843115692,0,0,0.0271954639865219,0,0,0,0.140636840078975,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0271418982547639,0,0.0662847292870212,0.180035353165474,0,0,0.223362384327555,0.0880627606920164,0,0,0,0,0.0470085776167649,0.0187545547865756,0,0,0,0,0.0521852418227672,0,0,0,0,0,0,0,0,0,0.0116484167477654,0,0,0,0,0,0,0.188651170043693,0,0.0180130338645609,0,0,0,0.0981870553430801,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.45237894067733,0,0,0,0,0,0.0509821696295833,0,0,0,0,0,0,0,0,0,0,0.204112156938276,0,0,-0.206118201305665,0.203794998976819,0,0.172722114972921,0,0,0.187477439437814,0,0.0985734077810326,0,0,0.495845508482087,0,0,0,0,0,0,0,0,0.11580645627512,0,0
