,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.121183888214595,-4.33680868994202e-19,0,0,0,0,0,-0.0923876934693757,0,0,0,0,0,0,0.0273061306010959,0,0,0,-0.138357175855535,0,0.0722200514376961,0.534895578064138,-0.178495506052463,0,0.517220423694866,0,0,-0.0815885490457474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.185498173918634,0,0,0,-0.0686829482842913,0,0,0.124612965576002,0,0,0,0.046894363979404,0,0,0,0.0193396454221213,0,0,0,0,0,0,0,0,0.0302646235225873,0.153647760882004,0,0,0,0,0.232584552666063,0,0.114626114020027,0,0,0,0,0,0,0,0,0,0,0.0390619532760159,0
X601939.CH.EQUITY,0,0.0819330628297237,0,0.801940193995626,0,0,0,0.00153230312022607,0,0.0440775152426508,0,0,0.0144841033955738,-0.0104959277388901,0,0,0.0805575571445507,0,0,0,0,0,0,0,0,0.0255421602941291,0,0,0,0,0,0,0,0,0,0,0,0.0707196181129268,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.87760701142695,0,-0.0344090521141898,0,-0.0804285186877195,0,0,0.00243848168723663,0,0,0,0,0,0.0212206336330654,0,0,0.0487939919418417,0,1.73472347597681e-18,0,0,0.160444268879886,0,0.0678005989458817,0,0,0.037321034026145,0,-0.0382831841083095,0,0,0,0,0,0,0,0,-0.0420036323722916,-0.14218839395183,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00595920090806643,0,0,-3.46944695195361e-18,0,0,0,0,0,0.278098222490976,0,0.136469532898915,0,0,0,0,0,0,0,0.436034870002251,0,2.16840434497101e-19,0,0,0,-0.0487597746794581,0,0,0,0,0,0,0,0,0,0,0,0.0714342530427925,0,0,0,0,0,0,0,0.0185461637846657,0,0.248457915604878,0,0
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0649244578194471,0,0,0,0,0,0,0,0,0,0,0,0,0.299453940821061,0,0,0,0,0.0730207870972641,0,0,0,0,0.14992721802484,0,0,0,0.12202198642067,0,0.136813246991127,0,0,0,0.0464172484270535,0,0,0,0,0.104287363724513,0,0
X601988.CH.EQUITY,0,0,0,0.0871996253849656,-0.0455106961850396,0,0,0,-0.020277254293774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175523788142684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12554160759019,0,1.0011643459652,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139329993889917,0.0102490531368107,0,0,0,0,0.0783463954524209,0.14743370982232,0.280797878695948,0,0,0.0145594678251322,0,0,0,0,-0.216088006315969,0,0,0,0,0,0,0,0.149571086881769,0.0871082352692577,0,0,-0.107668360268885,0,0.116808305933982
X388.HK.EQUITY,0,0,0,0,0.11934370499557,0,0.168265033244422,0,0,0,-0.294175642680189,0,0,0,0,0.131572422253163,0,0,0,0,0.200752649814753,0,0.166625240944224,0,0.405026171971588,-0.229896765790118,0.0330240858619246,0,0.0621441206229256,0,0.0809942443520872,0,0.326407120141599,0,0,0,0,0,0,0,0,-0.209916566122767,0.0468879902342242,0,0,0,0,0,0,-0.188606459503723
