,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY,X601881.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X002958.CH.EQUITY,X001979.CH.EQUITY,X2007.HK.EQUITY
X601398.CH.EQUITY,0,0.353163697361423,0,0.0800276357606006,0,0,0,0,0,0,0,0,0,0,0.117003419891309,0,0.00987938459083516,0.271197115947948,0,0,-0.0204775583100453,0,0.237642784668507,0,0,0,0,0,0,0.0551327821002848,0,0,0,0,0.0549635966430876,0,0,0,-0.0576133038066118,0,0,0,0,0,0,0,-0.0726422797611669,0,0,0
X601939.CH.EQUITY,0.152274772163205,0,0.164927471071922,0,0.0230585287088652,0,0,0,0,0.0280071669259699,0,0,0.108725795490552,3.46944695195361e-18,0,0,0.0591852088679572,0,0,0,-0.0141799199454087,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.122725290962505,0,0,0,-1.38777878078145e-17,0,0.0456117684360109,0,0,0,0.431051611972942,0,0,0,0,0.292467268362433,0,0,0,0,-0.0969939155148536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554902389420943,-0.0396530443225301,0,0,-0.0104908981073841
X601988.CH.EQUITY,0,0.403358797301687,0,0,-0.0203899130100288,0,0,0,0,0,0,0,0,0.263193685130847,0,0,6.93889390390723e-18,0,-2.77555756156289e-17,0,0,0.0715013376705476,0,0,0.106322914134931,0,0,0,0,0,0,0.173994158131788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.117747707128933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.463069036653904,0,0,0.753366095707601,0,0,0,0,0,0,0,0.014496280462936,0,0.13311467000258,0,-0.203527924391768,0,0.0367754645480747,0.20023857909519,0,0,0,0.573643240297132,0,0,0,0,-0.132920322420869,0,0,0,0,0,0
X601658.CH.Equity,0,0.219492306035156,0,0,0,0,0,0,0.114411580710651,0,0.112048765530348,0,0,-6.93889390390723e-18,0.216621709626769,0,0,0,0,0,0,0.168924574151577,0,0.00504404985247309,0,0,0,0.118858861897765,0,0,0,0.025156462499139,0,0,0,0,0.107110514391531,0,0,0,0,-0.0785603805594539,0,0,0,0,0,0,-0.117564136572677,0
X601328.CH.EQUITY,0.189002882352366,0,0.182980444362278,0,0,0,0,0,0,0.0311931954213774,0.0423019898139234,0,0,0,0.296828628094198,0,0.0329822925875091,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0428963051731746,-0.0017577192691122,0,0,0,0,0,0,0.0843599646233862,0,0,0,0,0,0,0.0710113497986048,0,0,-0.0565606444723529,0,0,0,0,-0.0212435205712055
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0185862654035509,0,0,0,0,0.0339368935520453,0,0,0,0,0,0,0,0.217997653368215,0,0.332051819460871,0,0,0,0.102342143431264,0.0603473826277173,0,0,0,0,0,0,0,0,0,0,0,0.0385793437994895,0,0,0.0841842957667171,0,0,0,0.00217663242006009
X600036.CH.EQUITY,0,0,0,0.0679341030620411,0.0949527788435036,0.10890427764461,0,0,0,0,0,0.132844151823107,0,0,0,0,0.02524744359495,0,0,0,0.0674479110588075,0,0,0,0.15298586507896,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.309786203287462,0,0,0,0.101285845666706,0,0,0,0.205697503819709
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0691073473851748,0,0.117183826015424,0,0.102718673312865,0,0.195657206747353,0,0,0,0,0,0.0328043105335336,0,0,0,0.159715002245902,0,0,0,0,0,0,0,0,0,0,0,0,0.0235544124256433,0,0.0912356895824091,0,0,0,0,0,0,0.0644756305368754,0
X267.HK.EQUITY,0.388266666834134,0.114792480055405,0,0,0,0,0.267307134370033,0,0,0,0,0,0,0,0,0,0.110092531785167,0,0,0.249411044739022,0,0,0,-0.225460414991388,0,-0.443026811872694,0,0,0,0,0,0,0,0.0210319985044393,0,0,0,0,-0.249754038723775,0,0.0610444541747245,0,0,0,-0.132685740287659,0.371003568151549,0.284177175773403,-0.215234775008284,0.285362054356315,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.155463129188403,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274860525090696,0,0,0,0,0,0.0144712075104488,0,0.113985050359973,0,0,0,0,0,0,0,0,0,0.705069504425357,0,0,0,-0.0628542424685198,0.00925740351616407,0,0,0,0,0.030782117657093
X601998.CH.EQUITY,0,0.180689142437464,0,0.0400212447636784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496507335815723,0,0,0,0.0687404646613927,0,0,0.00634472544249725,0,0,0,0,0,0,0.0791868031824557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107414227080233,0,0,0
