,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.170488184017582,0,0,0.032797710311433,0,0,0,0,0,0,0,0.280798307610015,0,0,0,0,0,0.244285484503728,0,0.0867545596043389,0.149870162778498,0.066169936812721,0,0,0,0,0,0,0,0.0637484338200532,0,0,0,0,0,0,0,0,0,0,0,0,0.0144759845759038,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.0016417098237818,0,0.00669934052090225,0,0,0.15123645831463,0,0.0495462585387285,0,-6.93889390390723e-18,0.260445109784234,0,0.0295715339198269,0,0,0,0.0793201194120525,0.260238005845149,0,0.0277590211863093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0945171020866042,0,0,0.481479432322543,0,0,0,0,0,0,0,0,0,0.199417842436161,0.0796232994824245,0,-0.023291109291911,0,0,0,0,-0.0129756735923241,0,0,0,0,0.0486191499781221,0,0,0,0.0512636526785203,0,-0.0261274059466762,0,0,0,0,0,0,0,0,0.037661649221556,0,0,0,0,0,0,-0.0145818169278585,0
X601988.CH.EQUITY,0,0.0674389066889951,0.324626021706747,0,0,0,0,0,0,0,0,0,0.0858814307909519,0.166920015889658,0.0242718652659056,0,0,0,0.0706173051611192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,-0.150993312196738,-0.152164193493596,0,0,1.73472347597681e-18,0,0,0,0.0110958221353305,0,0,0,0,0,0,0,0,0.509745471092953,0,0,0,0.417928365445348,0,0,0,0,0,0.346370132793136,0,-0.0466452028659956,0,0,0,0,0,0,0,0.187838574631743,0,0,0.0517516287777783,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.10264913510704,0,0,0,0,0,0.111860678531435,0,0,0.169905212376103,0,0.0493694770318139,0,0.306139397816737,0,0,0,0,0.0319825656866119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00706714023061667,-0.0373601470456272,0,0,0,0,0,0,0,0,0,-0.028041429234742,-0.125748613905577,0
X601328.CH.EQUITY,0.524186641233069,0,0.0166873420470499,0,0,0,0,0,0,0.182678035866159,0.176767165883984,0.0705155363391207,0,0,0.0373058460273931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119602361319125,0,0,0,0,0,0,0,0,0,0,-0.136403750857757,0,0,0,0,0,0,0,0,-0.00407979803442307
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.039813263959546,0,-0.0783111295508769,0,-4.33680868994202e-19,0,0,0,0.0226852591944943,0,0,0.0106196757701716,0,0,0,0,0,0,0.442672153590125,0,-0.0436352753911464,0,0,0,0,-0.0316571087719542,0,0,0,-0.0909328471841002,0,0,0,0,0,-0.0139219259165196,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0967394192860346,0,0,0,0.281692574120488,0.36395492570969,-0.0902782350236219,0,0,0,0.118632301433577,0,0.149730490852436,0,0,0,0,0,0,-0.0106343812579948,0.203063814302379,0,0,0,0,0,-0.066991520527476,0.0555069014115714,0,0,-0.00802200881772505,0,0,0,0.147599694030194,0,-0.0406247608751435,0,0
X601166.CH.EQUITY,0,-0.138373917940687,0,0,0,0,0,0,0.011728337813044,0,0.0716080464432222,0.198712374845043,0.127604333085117,0,0,0,0.298966591413885,0,0,0,0.0931709950791556,0,0,0.180109828378564,0,0,0.120011328339139,0.109525039145713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871327142922492,0,0,0.0188909435705228,0,0,0,-0.0787067797042232,0
X267.HK.EQUITY,0,0.32068259313397,0.213558792416761,0,-0.127336096899587,0,0.290665305442297,-0.348228991561131,0,0.098933473877219,0,0,0,0,0,0,0.120436722039559,0,0,6.93889390390723e-18,0,-0.00794164650162596,0,0,-0.280696484088642,0,0,0,0,0,0,-0.174375202442569,0,0.169191015426416,0,0.0859860453190399,0,0.0115870547496646,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.100223650771551,-0.185772014579727,-0.279329813795458,0,0.332965374202806,0,0,0,0.0800894726235266,0,0.302311688587097,0,0.426118508756822,0.032872137747575,0,0,0,0,-0.204834892870782,0,0,0,-0.0430696336298454,0,0,0,0,-0.0372725211975665,0.176585169071584,0,0,0,0,0,0,0,0,0,-0.0950961769134676,0,0,0,0,0,0.0180666018972265,1.73472347597681e-18
X601998.CH.EQUITY,0,0,0,0,0,0.152659626281737,0,0,0,0.112710167015188,0.0690297272960447,0,0,0.31517311784029,0,0,0,0,0.103867360090724,0.17075099447868,0.0701679431827154,0,0,0,0,0,0.000470881850905214,0,0.0833654069788473,0,0,0,0,0,0,0.0816887359638186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0951684987292134,0.101928806079968,0.231255524913067,0,0,0,0,0.041708065182749,0,0,0,0,0,0,0,0,0,0,0.0709031985414669,0,0.0023168037425937,0,0,0,0,0,0,0,-0.0486752523830643,0,0,0,0,0,0.495421553621074,0,0,0,0,0,0,0.0827962692974144,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.336448775997213,0,0,0.0761439878431493,0.284647895390877,0,0,0,0,0.173456951102229,0,0,0,0,0,0,0,0,0,0,0.043667262157767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0501110013150781,0,-0.127883829031918,0,0,0,0.0425159788011728,0,0,0.00720369393143264,0,0,0,0,0,0,0,0.195397682712605,0,0,0,0,0,0.186447811810273,0,0,0,0,0,0,0,0,0.464476996487709,0,0,0,0,0,0.103143376738167,0,0.0372233953750773,-0.169028054528379,-0.0234606998218298,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.114409823086929,0,0,0,0.0583407603005451,0.255203830826535,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.025555674233213,0,0,0,0,0.331909292392923,0,0,0,-0.0471467850585346,0,-0.0482191791868148,0,0,0,0,0,0,-0.114408630866428,0.0768649574578458,0,-0.118921570383824,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.22151889840082,0,0.00723000875715509,0,0,0,0.13056025669414,0,0,0,0,0,0.141201631415526,0,0,0,0,0,0,0,0,0.106498926586614,0.31865663186796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0299655005029422,0.129316993749501,0,0,0,0,0.0538825848854423,0.100407097104367,0.046787190151271,0,0,0.181814014896312,0.14745715007977,0,0,0.130699146087426,0,0,0.0465003872129644,0,0,0.0478227323539191,0,0,0,0,0,0,0,0,0,0,0.00314295356402467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.336727025760667,0,0,0.206565594865675,0,0,0,0,0.151725884005217,0.0912883399245277,0,0,0.112928289938014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182600359548487,-0.0121559250273748,0,0,0.0581270970161989,0,-0.0472888678423572,-0.0162019333299693,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.260679611998307,0,0,0,0,-0.0114550317863804,0,-0.0523555711170425,0,0,0,0,0.220218632945814,0,0,0,0,0.0901277403248932,0,0,0,0,0,0,0.0666292075760853,0,0,0.0847307274165578,0,0,0,0.0988213109658026,0,0,0,0,0.0457543633832856,0,0,0,0,0.192698671265297,0,0,0,0,0,0,0,0.219441666457704
X1299.HK.EQUITY,0.241714458656128,0,0,0,0,-0.0862437650669209,0.1854769394042,0,0.18697248629303,0,0,0,0,0,0,0,0,0,0,0.0970272055601457,0,0,0,0,0,0,0,-0.0738207111081585,0,0,0,-0.191659738990653,0,0.1800052225398,0,0.156828493609985,0,0,0,0.267187897775447,0,-0.388136054980026,0,0.226211954428518,0.367603729813671,-0.0557331539661739,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,-0.109049315529409,0.425220454745482,0,0,0,0,-0.0998215968044105,0,0,0.125187585562537,0,0,0.40263059423309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318451674798017,0,0,0,0,-0.135746965133358,0,0,-0.0682198928564873,0,0,0.543944863819976,0,-0.333315324395257
X002142.CH.EQUITY,0.379661619327352,0,0,0,0,0,0,0,0.0454762924319729,0,0,0.0025326194220893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317622605918507,0,-0.0971697856886151,0,0.328628714087753,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0159562124889516,0,0,0,0,-0.0582469138720545,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,-0.00442127736567919,0,0,0,0,0,0,0,0,0,0.376118098781907,0.280757933841461,0,0,0,0,0,0,0.0551084069399999,0.175269895399079,-0.0883279359025904,0,0,0.165415266012097,0,0.108340324047441,0,0,0,0,0,0.173535591388778,0.0794492582179195,0,0,0,0,0.0685233023673708,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102159735940301,0,0,0,0,0,-0.0690545463294563,0,0,0,0,0,0,0,0,0.417958842515269,0,0,0,0,0,0,0,0.247548178921719,0.034813815887465,0,0.142192165462365,0,0,0.116972050488196,0.203381683681163,-0.0296490640512686,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-1.38777878078145e-17,0,0.256109155093247,0,0.056945208072761,0,0,0,0,0.0371955048954745,0,0,0,0,0,0,-0.0598320983954983,0,0,0,0,0,0,0.0398920317746811,0,0.0260512570356859,0,0,0,0,0.546927740682091,0,0.017613318791634,0.025023993563318,-0.044319159520254,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0663457690641588,0,0,0,0.24873428105699,0,0,0.0375379493757742,0,0.113709128063286,0.0466244529135926,0.209191023554444,0,0,0,0,0,0,0,0.0442511703143901,0,0,0,0,0.120727337932251,0,0,0,0,0,0,0,0,0.0639066512588657,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0331010037801466,0,0,0,0,0,0,0,0,0,0,0.144446963815778,0.159319408046878,0,0,0.42284078898139,0,0,0,0,0,-0.0405963022370963,0,0,0,0,0.170815687989029,0,0.0358901323282678,0,0,0,0.0483208044404842,0,0,0,0,-0.084289054240391,0.061983205188469,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163676934343436,0.0259337299947301,0,0,-6.93889390390723e-18,0,0,0.192364728279333,0,0.0343218642795002,0,0.204984873263887,0,0,0,0.167289593595675,0,0,0.457783073860964,0,0,0,-0.0960753229228535,0,0.231091835998033,0,0,0,0
X11.HK.EQUITY,0,0,0.291308753981746,0.0275303034600901,0.275877575607145,0,0,0,0,0,0,-0.148412135254692,-0.179469536922068,0,0,0,0,0,0,0.300393260024493,0,0,0,0,-0.0285401247485258,0,0,-0.241882328386995,0,0.00279333800093401,0,0,0,0,0.0465328203774117,0,0,0,0,0,0,0,-0.0720784662607994,0,0,0.0308256378785585,0,0,0.154670732949514,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.080030182019027,0,0,0,0,-0.0545116394089523,-0.0383911475035304,0,0,0,0,0,0,0,0,-0.180642309064537,0,0.50613740968769,0,0,0,0.0639860814345132,-0.0338524801609769,0,-0.184563222969393,0,0.154623074275404,0,0,0,0,-0.0598349699248207,0,0,0,0.0180525783420037,0.0124350425593941,0.243589422570436,0.0887200685573067,0,0,0,0.124339876532896,0
X601319.CH.EQUITY,0,0,0,0,0,0.00512711505035988,0,0,0,0,0,0.089162806202817,0,0,0,0,0,0.0102699109904478,0.155290722282466,0,0,0,0,0,0.0429762726741623,0,0,0,0,0,0.187692397996766,0,0,0,0,0.176211820102802,-0.246850727919161,0,0,0,0,0,0,0,0,0,0,0,0.200917800157197,0.0819085656217905
X600030.CH.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0,5.12640930658956e-05,0,0.0750618786737654,0,0,0,0,0,0.0482653828905275,0,0,0,0,0,0,0.373822394460713,0,0,0,0,0,0,0,-0.124380113449174,0,-8.67361737988404e-19,0,0,-0.221148161250828,0,0,0,0,0,0,0.151097787457961,0,0.499167903615341,0.0367839746186032,0,0
X601077.CH.Equity,0,0,0,0,0,0.041470373492123,0,0,0,0,0,0,0.0168656758919401,0.27420571002801,0,0,0.0434358178370302,-6.93889390390723e-18,0,0.0419367275697369,0,0,0,0,0,0,0.0787920562632934,0,0,0.0905679353671953,0,-0.0347550506911753,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.413172061478423,0.09148046535359,0,0,0.266341812519975,0,0
X601336.CH.EQUITY,0,0,0,0,0,-0.0753769384639472,0,0.091802459694269,0,0,0,0,0,0,0,0.403275921986137,0,0,0,0,0,0.110670762288809,0,0,0,0,0.480020165386733,0,0,0.0771267541693279,0,0,0,-0.036201575598408,0,0,0.118505080848484,0,0,0,0,0,0,0,0,0,-0.0157370401331315,0,0.0393041788164869,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0786048449499926,0,0,0,0.141476358094577,0,0.121643489816194,0,0,0,0.0309397119181682,0,0,0,0.073720292156285,0.0350490756701865,0.237314002601622,0.272238103038026,0,0,0,0,0,-8.67361737988404e-19,0,0,0
X2886.TT.EQUITY,0,0,0,0,0.525221246172397,0.000523368790269551,0,0,0,0,0,0,0,0,0,0,-0.206131388989336,0.120807030559958,0,-0.273296216830426,0,0,0.166156964618119,0,0,0.358186709407928,0,0,0,0,0,0,0,0,0,0,0.36118560278086,0,0.056143180400462,-0.209687032696183,0,0.0876549089947108,0,0,0,0,0,0,0.0289825210515044,-0.170179163435969
