,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X000002.CH.EQUITY
X601398.CH.EQUITY,0,0.531996708652473,0,0.0732309715684625,0,0.0439812277152128,0.0915755679505897,0,0,0,0,0,0,0,0,0,0.0125500633139008,0,0,0,0,0,0,0.237580073072488,0.0915179358946157,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.320640999123242,0.0254390723903771,0,0,0,0,0,0,0,0,0.0884667590171638,0,0,0,0,0,0.00293608882475795,0.189186624100251,0,0,0,0,0,0,0.102788436709935,0,0,0,0,0,0,0,0,0.0359885855177992,0,0,0,0,0,0,0,0,0,0,0.145290147680969,0,0,0
X601288.CH.EQUITY,0.0128726549161488,0.262798741499685,0,0.476007273925218,0,0,0,0,0,0,0.208325670982233,0,0.00791797834265114,-1.73472347597681e-18,0,0,-0.0419919601802697,0,0,0,0,0,0,0,-0.0223088130212635,0,0.000349536124062988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012660343890231,0,0,0,-0.0547215258245751,0,0,0
X601988.CH.EQUITY,0.117726210196741,0,0.179232789778929,0,0,0.0735473245580289,0,0.415402269798734,0,-0.135624181186033,0,-0.030324713321569,0.0185058161688467,0.0679593865694375,0,0,0,0,0,0,0,0,0,0.104608430876329,0,0,0,0,-0.281171502588386,-0.0163448379563909,0,0.238663300911124,0,0,0,0,0,-0.0409682876318916,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0137889430483739,0,0.154908812733193,0,0,-0.019145735225732,0,0,0.26689343176749,0,-0.0367102614723447,0,0,0,0,0,0,0.212717729983461,0,0,0,0,-0.0941739949280858,0,0.0799693631880658,0,0,0.136560759724626,0,0,0,0,0,0,0,-0.00328450367853038,0,-0.0423947082232006,-0.111430993228334,0,0,0,0,0.0300145113318933,0,0,0
X601658.CH.Equity,0,0,3.46944695195361e-18,0.139211937720855,0.0897297712430289,0,0,0,0,0,0,0,0.0757828642188977,0,0,0,0,0,0,0.00264271546946108,0,0,0,0.254613692116131,0,0.136421540374447,0,0,0,-0.0266320541964282,0,0,0.119396367196048,0,0,0,0,0,0,0,0,0,0,0,-0.115744320365366,-0.0764313944309539,0,-0.00685865845309708,0.345926803382719,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0357916924480565,0,0,-0.0547506145584487,0,0,0,0,0,0,0,0,0.307643912839539,0,0.0719923380329923,0.021713893505973,0,0,0,0,0,0,0,0.251667781413248,0,0,0,0,0,0,0,0,0.0839297611682759,0.0915840340433195,0,0,0.00121610679546144,0,0
X601328.CH.EQUITY,0,0.0207355470298898,0,0.339447344221224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468761576674564,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0537625105687425,0,0,0,0,0,0,0,0,0,0,0,0.0555337623050931,0,0,0.00632638511088439,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.22900355460238,0,0.00780672496923283,0,0.145772525075607,0,0,0.242132817336948,0,0,0,0,0.111460986566809,0,0,0,0,0.0575251224892457,0,0,4.33680868994202e-19,0,0,0,0,0,0.0472558124712057,0,0,0,0,0,0,0,0,0,0,0.0565343288802234,0,0.148010970876958,0
X601166.CH.EQUITY,0,0,0,0,0.0920247712954503,0.239305399531129,0,0,0.365263698163296,0,0,0,0,0,0,0.153009660193579,0,0,0,0,-0.102939657973695,-0.0907886809363262,0,0,0,0,0,0,0,0,0,0,0.236096901618248,0,0,0,0,0,0,0.11875080288251,0,0,0,0,0,0,0.0379095033169508,0,0.0388622605728413,0.00641198923896703
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0382770662467166,0,0.140574374124083,0,0.317946129312072,0,0.168790450149065,0.0701146178557632,0,0.135906439297538,0,0,0,0,0,0.00714991521147588,0,0,0,0,0,0.0165827364944068,0,0,0,0,0.0595044229446976,0,0,0,0,0.155424288989461,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.167275950095223,0,-0.114013667815657,0,0,0,0,0,0,0.245383956406347,0,0,0,0,0,0.030499069051836,0.141122237123314,0,0,0,0.112901661454477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299944056731081,0,0.117496985831159,0.153397756479578,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.215575592165962,0,0,0,0,0,0,0,0,0,0,0.0529239566546677,0,0.0695941665247122,0.137335854601771,0.343720212296177,0,0,0,0.0978706573524096,0,0,0,0.0207944966651382,0,0,0.0653357750521475,0,0,0,0.087949818613285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.210331063158923,0,0,0.342531524453965,0,0,0.0215433425027231,0,0.110601094715294,0,0.266237150374366,0,0,0,0,0,0.0193993662412543,0,0,0,0.0791890947984039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742296707069166,0,-0.128868150198089,0,0,0,0,0,0,0,0,0.154350196911144
X601818.CH.EQUITY,0,0,0,0,0,0.134684905510178,0,0,0,0,0.0769082655556994,0.0603702223442506,0.160211417982562,0,0,0.0859573056848432,0,0.0501804892927309,0,0,0,0,0,0.154353340390718,0,0,0,0,0,0,0,0,-0.0328847858586942,0.198340925922963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114316833150586,0
X000001.CH.EQUITY,-0.0281446741042167,0,0,0,0,0,0.126221154441498,0,0.342822287837102,0.128736000937552,0.282508261268519,-0.0354252240702634,0,0,0,0,0,0,0,0,0,0.0245060919210004,0,0,-0.208397433689142,0,0.0342780651464882,0,0,-0.0310947427435797,0,0,0,0,0,0,0,0,0,0,0,0,0.0421957034545315,-0.134677348703795,0,0.0766302972873904,0,0,0,0
