,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600999.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0,0.227933994433075,0,0,0,0.35659391462321,0,0.00489076099003726,0,0.0153780960043409,0,0,0,0,0,0,0,0,0,0,0,0,0.260278579064726,0.0270601823217654,0,0,0,0,0,0,0.0885937244305575,0,0.0710576710337717,0,0,0,0,0,0,0,0,0,0,0,0,-0.100454786701448,0,0.0231231794227755
X601318.CH.EQUITY,0,0,0,0.0791728745680498,0,0,0,0,0.176638947082163,0,0.00527189161946751,0,0.0880368650393753,0.117944643341155,0,0,0,0,0,0.309209222933181,0,0.0607117163024391,0,0,0,0.114561626385394,0,0,0,0,0,0.0504129023706733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661233313042813
X600036.CH.EQUITY,-0.0103292966413009,0,0,0,0,0.228907659519733,0,0,0,-0.0630918675853958,0,-0.0532036070160038,0.188146684047871,0,0,0,0.140838900836803,0,0.160297044251971,0,0,0,0,0,0,0,0.401883872921494,0,0,0,0,0,0,0,0,0,0,0,-0.084888262988062,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.514041455656465,0.0974064533330758,0,0,0,0,0,0,0.134954310056089,0,0.165169200403038,0,0,0,0,0,0.0100740904490026,0.117350449749563,0.0601340433309844,0,0,0,0,0,0,0,0,0,0.186333206518735,0,0,0,0.0471288280851042,0,0,0,0,0,0.064476039182646,-0.0901485825393296,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0788497674492676,0,0.101388847197036,0,0,0,0.539660037962963,0,-0.0433620275004665,0,0,0,0,0,0,0,0,0,0,0,0,0.0445769765385174,0,0.0885213147409747,0,0,0,0.0759692720884545,0,0,0.00602922520994551,0.100641839790942,0,0,-0.0545710474049316,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0510857359466308,0,0,0,0,0.104293073825621,0,0,-0.0651478131430001,0,0.0674027069347215,0,0,0,0,0,0,0,0.0130284531088195,0,0,0,0,0,0,0,0,0,0.0642162446950712,0,0,0,0,0.0512475723697088,0.109779491320378,0.236773154322427,0.0236528090107376,0,0.205218926550777,0,0,0,0,0.2949759074293,0,0
X601628.CH.EQUITY,0,0,-0.0213834612673357,0,0,0,0,0,0,0.200881867192148,0,0,0,0,0.0795370773996836,0,-0.0530503741250525,0,0,0,-0.0609890179776785,0,0.173526071088544,-0.068446241426497,0,0,0,0,0,-0.0196790053005957,0,0,0,0.0440756482980053,0,0,0,0.355652144871499,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.171745642421892,0,0,0,0.422827747035791,0,0,0,-0.039925644388581,0,0,0.0751706351128498,-0.0883570055449792,0,0,0,0,0.107417549721817,0,0.036335049847495,0,0,0,0,0.0151221851080194,0,0,0,0,0,0,0,-0.118678155596151,0,0,2.16840434497101e-19,0,0,0,0.134972914645743,0,0,0,0,-0.000398928575372771,0.163486143076541,0,0,0,0
X5.HK.EQUITY,0,0.187480294578733,0,0,0,0,-0.0150090739923804,0,0,-0.14118256331364,0.0579997883025818,0.109003976666302,0,0,0,0,0,0,0,0,0,0,0.321866679332821,0,0,0,0,0.125842820945038,0,0,0,0,0.126189432251444,0,0.0197103862674704,0,0,0,0.205465639677955,0,0,0,0.148483264217174,0,0,0,0.0627215304876488,0,0,0
X388.HK.EQUITY,0,0,-0.14749415553602,0,0.0452024489242054,0,-0.111391847324158,0,-0.145966111954741,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.11023011680035,0,0,0,0,0,0,0,0,0,0,-0.209252170495722,0,0,0,0,0.181797626126964,0,0,0,0.141549704886002,0,0.228352898638321,0,0,0,0.167462328122513,0,0
