,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2887.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY
X601398.CH.EQUITY,0,0.297914192988065,0.64242243845574,0,-0.044897871563686,0,0,0,0,0.0254472781681263,0,0.192907477370079,0,0,0.074902520135022,0,0,0,0,0.050616910666324,0,0,0,0,0,-0.217304580359104,0,0,0,0,0,0,-0.0504661684580003,0,0,0.0375157269074846,0,0,-0.0100691572075556,0,0.067620735616364,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.718253524978869,0.226900511294459,0,0,0.102696579119451,0,-0.109276430326436,0,0,0,0,-0.0609275853621937,0,0,0,0,0,0.127735780574295,0,0,-0.142665448030175,0,0,0,0,0,0,0,0,0,-0.0526614297098572,0,0,0,0,0,0,0,0,0,-0.0240319794704707,0,0.0240600577417582,0,0,0.0837060331658621,0.034181135899122,0
X601939.CH.EQUITY,0.124072119535764,0.272011535130303,0,0.176393812461212,0,0.0466907378325364,0,0,0,0,0,0,0,0,0.189157554836658,0,0,0.0470113499515299,0,-0.0365343317919337,0,0,-0.0323555561759242,0,0,0,0,0,0,0,0,0,0,0,0,0.226033794048137,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.524411317517773,0.0278540296184785,0,0,0,0,0,0,0.238758815146436,0.10596918985812,0,0,0,0,0,0,0,0,0.0761288658903136,0,0,-0.298182529654214,0,0,0,0,0.12562184663755,0,0,0.148996162329317,0,0,0,-0.175516874608831,0.117790080179436,0,0,0,0,0,0,0,0,0,0.111376458869343,0,0,-0.0850939469611572,0
X5.HK.EQUITY,0,0,0,-0.121732146143393,0,0.254108518475659,0,0,0,0.0752425719625399,0,0,0,0,0,0,0.0356719265958931,0,0,0.0649822171783706,0,0,0.0380880000979316,0,0,0,0.115033431498336,0.314765928860531,0.313802460648051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541711497272382,0,0,0
X601658.CH.Equity,0,0,0.0299664734657627,0,0,0,0.142322433829452,0,0,0,0.0485425342158852,0,0,0,0,0.0179985204823325,0.180258833563702,0,0,0,0.175055065011525,0,0,0,0.0157774984051188,0.0786868469861584,0,0,0,0,0,0,0,0,0,0.0692380758669717,0,0,0,0,0,0,0,0,0,0,0,0.00780397691057042,0,0.103163307114311
X601328.CH.EQUITY,0,0.285393217814127,0,0,0,0,0,0,0,0,0,0,0,0,0.123675130989373,0,0,0,0,0.0502487847215738,0,0.200814656319745,0,0,0.156663559878743,0,0,0,0,0.0782974320430858,0,0,0,0,0,0,0.0706012883040557,0,0,0,0,0,-0.158575778000989,0,0.088969721997846,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211563342413465,0.347809608475379,0,0,0,0,0,0.0605431559232274,0,0,0.0715930589194997,0,0,0.146036319064973,0,0,0.112201678927906,0.203949411647861,0,0,0,0,0,0,0,0,0.0665408258170304,0,0,-0.0157564985281278,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0379784244847928,0,0,0,0.00525780736356356,0,0.352480137366067,0,0,0.0859934635090027,0,0.00114809368109294,0.0879890740951359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124437881577181,0,0,-2.16840434497101e-19,0,0,0,0.0302153911749491
X267.HK.EQUITY,0,0,0,0.100839334008559,0,0,0.0412501021018142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265409936186523,0,0,0,0,0,-4.33680868994202e-19,-0.0492428973178446,0.116969238797846,0,0,0,0,0.151242305499745,0,0,0,0,0,0,0.216877965862049
X601166.CH.EQUITY,0,0,0,0.0551100721520293,0,0,0.213647543957982,0.16508791409944,0.125653735831989,0,0,0,0,0,0,0,0.00131098830335479,0,0,0,0,0,0,0,0,0,0,0.00657023161543288,0,0,0,0,0.115274897510739,0,0,0,0,0,0,0.01376475223795,0,0,0.0486021736145636,0,0,0,0,0,0,0.144699801583367
X601998.CH.EQUITY,0.103353201282113,0,0.0927248730195614,0,0,0,0,0,0,-0.0474196915977603,0.249319370939117,0,0,0,0,0,0,0,0,0,0,0,0,0.106937854486805,0.286243001187791,0,0,0,0.200272464751729,0.0361820380679365,0,0,0,0,-0.0212603724590738,0,0,0,0,-0.0716687664807839,0,0,0,0,0,0,0,0,-0.0816951591123204,0
