,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.102888454867911,0,0,0.0497944026027725,0,0,0,-0.0598003015525903,0,0,0,0,0,0,0,0,0,0,-0.156806213252972,0,0.0635021173759406,0.578056485513356,0,-0.198440673373002,0.509367932063752,0,0,-0.117054236101401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.194507669736272,0,0,0,-0.0671741475721912,0,0,0.138595080084145,0,0,0,0.0287015711979223,0,0,0,0.0168478313286583,0,0,0,0,0,0,0,0,0.014498187671426,0.154974039538201,0,0,0,0,0.245895255759771,0,0.129443873861315,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.792380842324898,0,0,0,0.017308560070381,0,0.0579098681757423,0.0696108519386969,0,0.0143413056187715,-0.0675056386096206,0.00488812675151036,0,0.0733409952478116,0,0,0,0,0.00523657901382686,-0.0025352651063236,0,0.0283995341002691,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.122230710879945,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.881741748034471,0,-0.0561859299901072,0,0,-0.0823311999019421,0,0.012563479864618,0,0,0,0,0,0.0145664719390396,0,0,0.0412422523354573,0,1.73472347597681e-18,0,0,0.151975858304615,0.0673044272869402,0,0,0,0.0232783140567684,0,-0.0487034935063567,0.0403780043953356,0,0,0,0,0,0,0,-0.0175386693036328,-0.13412523620384,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00675332499455452,0,0,3.46944695195361e-18,0,0,0,0,0,0.253870351841498,0,0.128322913648942,0,0,0,0,0,0,0,0.219128860741515,0,0,0,0,-0.104863930446129,0,0,0,0,0,0,0,0,0,0,0.0212531849573775,0,0.294514979126726,0,0,0,0,0,0,0,0.114312738363965,0,0,0,0.265840629619984
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0
X601988.CH.EQUITY,0,0,0,0.0871428337808578,-0.0455174653601072,0,0,0,-0.0202359529164898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175420684836456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125872904869013,1.00170953838917,0,0
X1299.HK.EQUITY,0,0,0,0,0.0782302359818213,0,0,0,0.095839813764591,0.253669495152508,0,0,0,0,0,0.00113845360739174,0,0,0,0,0,0,0.303175270786813,-0.042556508366127,0,0,0,0.045838182142013,0,0,0,0,0.13963083613216,0,0,1.38777878078145e-17,0,0,0.0349852039482027,0,0,0,0.0919856811382702,0.0141692541272537,0,-0.0163842095534219,0,0,0,0.175191888446587
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566855900558027,-0.0746605105610399,0,0,0,0,0,0,0.058434779686769,0.372022795211493,0,-0.00139132534467233,0,0,0,0,0,-0.16560804372143,0,0,0,0,0,0,0,0.0967448320967229,0.110372849339703,0,0,0,0.0972698275521834,-0.156262852041413
X388.HK.EQUITY,-0.126604897985807,0,0,0,0.192199991594921,0,0,0.0229748153933689,0,0,0,0,0,0,0,0.191474924833528,-0.0877736131627473,0,0,0,0.115126513516563,0,0.278192982137098,0,-0.133980045913537,0.378463077923381,0,0,0,0,0,0,0.212685429492919,0,-0.058492776907551,0,0,0,0,0,-0.0796807828045417,-0.1514424504534,0.251204750529142,-0.0635209055583341,0,0,0,0,-0.163482338325307,0
X601658.CH.Equity,0,0,0,0.264597852371519,0,0,0,0,0,0,0,0,0,0,0,0,0.235371607756747,0,0.192622321221748,0.0431498373666657,0,0,0,0,0,0,0,0,0,0,0,0,0.00359954462048559,0,0,0,0,0,-0.0155110086807197,0,0,0,0,0,0,0,0.0104960204039782,0,0.0360071946249907,0
X600030.CH.EQUITY,0,0,0,0,0.0230370076100576,0,0,-0.0587924354189697,-0.0266695042598878,0.11723699322197,0,0,0,0.292501820987519,0,0,0.0250318635099735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125703182497545,0.0611412747210453,0,0.0842827294151395,0,0,0,0.223155257813019,0,0.0666933987775934,-0.00531986931120315,0.110401675969837,0,0,0,0,0,0.168634358360527
X601166.CH.EQUITY,0,0.0725894824924308,0.0591520141509417,0,0,0,0.233815585183981,0,0,0,0,0,0,0,0,0,0.147611306126261,0.0367518813359521,0,0,0,0.0580885397077686,0.0413830472037726,0,0.0158351559535588,0,0,0,0,0,0,0,0,0,0,0,0.057599470208035,0,0.0103052463016573,0,0,0,0,0,0,0.0150071921635776,0,0.356089300909007,0,0
