,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601997.CH.EQUITY,X000002.CH.EQUITY,X2887.TT.EQUITY,X2801.TT.EQUITY
X601998.CH.EQUITY,0.14418003654542,0.0240126578405065,0,0,0.121212298021307,0,0,0,0,0,0,0.103002734748177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154095280571144,0,0,0,0,0,0,0.200703883664611,0,0,0,-0.0341055592754286,0,0,0,0,-0.0063890993009882,0,0,0.193868302166866,0,0,-0.0599689931971644
X600016.CH.EQUITY,0,0,0.278254818707645,0.0521057978814847,0,0,0.0689185663075717,0,0,0,0.0477230950104268,0,0,0,0,0,0,0.120297916860024,0,0,0,0,0,0,0,0,0,0,0,0.170226712583925,0,0,0,0,0,0,0.149751948557545,0.239176144357124,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.00716151567754562,0,0,0,0,1.01132318391041,0,0,0,-0.10226616032533,0,0.0425347321729724,0.0134854754041718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022030615848826,-0.00463343053054498,0,0,0,0,0,-0.0764518660274333,0,-0.131155001012723,0.14736576270988,0.103234679242977,0,-0.133741039176568,0,0,0.0813092490426446,0,0
X601628.CH.EQUITY,0,0.0340328248994468,0,0.00457232084846297,0,0,0,3.46944695195361e-18,0,0.177893254189855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224154392548412,0,0,0,0,0,0.0427895930125673,0,0.0232433856203129,0.170818021166228,0.172218945108351,0,0,0,0,0,0,0,0,0.0232000569418663,0,0,0
X000001.CH.EQUITY,0,0,-0.050908720753712,0,0,0,0.187693658497374,0.153602204524741,0.136677732585604,0,0,0,0,0,0,0,0,0,0,0,0,0.250886329977386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081020218745416,0,0,0.0823096668018477,0.0120620993169743,-0.177011970073015,0,0,0,0.0537321556701652,0,0
X600015.CH.EQUITY,0,0.0539718365574087,0,0,0,0,0,0,0,0,0.032534405198134,0,0.290259299360155,-0.229883590741445,0,0,0,0.513976339652642,0,0,0,0,0,0,0,0.0144878639041799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676592724839238,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.153120650628843,0,0,-0.156106260595731,0,0,0,0,0,0,0.56700971281582,0,0,0,0.0736068895676306,0,0.0380916062415531,0.237078411058291,0,0,0,0,0,-0.391852695636065,0,0,0,0,0,0.151515375163134,0,0,0,-0.203896588101455,0,0,0,0,0,0,0,0,-0.074375224564628,0,0,0,0,0,0.197602959995088
X601229.CH.EQUITY,0.0267848843530439,0.0265951215921732,0,0,-0.0293831170585574,0,0,0,0,0,0,0.109914381578034,0,0,0.0313870775855001,0.37632555920852,0.427876325850771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244150662885846,0.0434294463428338,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0664324476968866,0,0.0148713021897789,0,0,0,0,0,0,0,0,0,0.259923435048611,0,0.0134643444530676,0,0,0,0,0.0720840604009226,0,0,0,0,0.0296029320755477,0,-0.108287377988727,0,0,0.0504922399672247,0,0,0,0,0.0245027299028171,0.104786986850825,0,0,0,0,0.282214723471192,0,0,0.0537686986560979,0,0.33127079551339,0,0.226856386829657
X002142.CH.EQUITY,0,0,0,0,0.222585336481549,0,0,0.230715360022456,0,0,0,0,0,0,0.134374025493548,0,0,0,0,0,0,0,0,0,0,0.125850154329432,0.0740282329156384,0,0,0,0.166812855083427,0,0,0,0,0,0.0529191368048085,0,0,0.0866018795357925,0,0,-0.0568033733764348,-0.0357549222918061,0,0,0.0424756966483003,0.0128262197508231,-0.0211124006327358,0
X601916.CH.Equity,0,0,0,0.369877805100311,0.150857249675984,0,0,0,0,0,0,0,0,0,0,0,-0.0835017648809191,0,0,0,0,-0.204556744454739,0,0,0,0,0,0.976346819683965,0,0,-0.098135902487318,0,0,0,0.430769283927667,0.0558496370419345,0,0,0,0,0,-0.0344097361260075,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.282607149445676,0,0,0,0,0.0401690138205523,0,0,0.0370709802641395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358246969240619,0,0,0,0.144100285771413,0,0.022356769468404,0.0559207665356521,0,-0.0160991609600639,0,0,0.109304399838793,0,0,0,0,0,0.0287695980437862,0
X2882.TT.EQUITY,0,-0.111945642545581,0,0,-0.0188702229864879,0,0,0,0,0,-0.077921775224487,0.0896170151453759,0,0,0.279637318947661,0,0,0,0,0,0,0,0,0,0.600057487524402,0,0,0,0,0,0,0,0,0,0,0.272334697080051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0350700854861001,0,0,0,0.0147092840956864,0,0,0.0412529446547164,0,0,0.0176900495323236,0,0,0,0,0,0,0.0051438222834543,0,0,0,0.0997300636066934,0,0,0,0,0,0.171144757536331,0.0438956853365223,0,0,0,0,0.0400610066256397,0,0,0,0.186673919684597,0,0,0,0,0,0.106290695025118,0.0522349443679335,0,0.260073524513883,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75708952786763,0,0,0,0,0.0990047708481533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285345117779182,0,0.035891116208609
X2891.TT.EQUITY,0,0,0,0,0,-0.0630027308149523,0,0,0,0,-0.0123935481778714,0,0,0,0,0,-0.11497631983547,0,0.147456948142335,0.0853230170705484,0,0,0,0,0.0450720849600543,0,0,0,0,0,0,0.251410402186877,0,0,0,0,0,0,0.346490984396922,0,0,0.315282018471802,0,0,0,0.0233415091609906,0,0,0,0.148082236691692
X600926.CH.EQUITY,0.186643536990101,0,0,0,0,0,-0.0850777604972591,0,0,0,0,0,0,0,0.0439491286650472,0,0,0,0.429880637952298,0.0903021437677295,0,0,-0.00395388263578652,0.187080315171028,0,0,0,0,0,-0.053322848801142,0,0,0,0,-0.107610665803493,0,0.0769214676360124,0.112524427549193,0,0,0,0.038586688437464,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.0770528193881368,0,0,0,0.0548003259334042,0,0.141560522009258,1.38777878078145e-17,0,0.232610532832334,0.00503262341506455,0,0.0279454226510658,0,0,0,0.233742115206018,0.032177191299284,0.150166809693203,0.294218523497982,0.155119970603801,0,0,0,0,0,0.253855573733234,0,0,0,0,0,0.0883425179188396,0,0,0,0,0,0,0,0,0,0,0,-0.0823385621930652,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120413887932015,0,-0.0135313248511888,0,0,0,-0.0604663006845327,0,0,0,0,0,0,0,0,0.177561271068629,0,0,0,-0.0647647527133544,0,0,0,0,0,0.096194054371064,0.0846760098988064,0,0.178662833345246,-0.00131803669256215,0.221228912400489,0,0,0,0,0
X601077.CH.Equity,0,0,0,0.0923525796550951,0.0853036419527428,0,0.04464378199715,0,0,0,0,0.0414576677171605,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.194000013193711,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566102304262186,0.195524635461422,0,0.0316200665675302,0,0.259351954687871,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0199792419208495,0,0,0,0.318388277201551,0,0,0.0490715592771125,0,0,0.163079310814678,-0.00247719358961277,0.258592058933578,0,0,0,0,0,0.123571550138812,-0.230996973921023,0.119442931869437,0,0,0,0.0529681933590579,0,0,0,0,6.93889390390723e-18,0.164894561780328,0,0,0,0,0,0,0,0,0,0
X5880.TT.EQUITY,-0.108873536337841,0,0,0,0,0,-0.0437471722751706,0,0,0,0,0,0,0,0,0,0,0,0,0.0526414573874566,0.0242137940725668,0,-0.0900390401387385,0,-0.178241853951551,0.181082973187916,0,0,0,0,0,0,0.0540504697319315,0,0,0,0,0,0,0,0.0290317926544393,0,0,0.717687714487188,0,0,0,-0.0523016564076485,0,0.0595222038804148
X2886.TT.EQUITY,0,0,0.0820202190415896,0,0,0,0.303831325501756,-0.431765300770866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948705669105235,0,0,0,0.510111929841821,0,0.0228153816847203,0,0,0,0.177321535875023,0.0297993815638968,0,0,-0.0532552719022624,0,-0.184651071678957,0,0,0,0,0,0
X2892.TT.EQUITY,0,0.0237527855754251,0,0.0569905207337866,0,0,0,0.165162745473168,0,0,0,-0.125832878217612,0,0.19726457553941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203104953435196,0,0,0.266139654172615,0,0,-0.274881703638064,0,0,-1.73472347597681e-18,0,0,0,0,-0.0806417337466846,0,0,0.144856886252177,0.227401964890223
X2888.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.47443330576014,0,0.0844913948099602,0,-0.163368919027925,0,0,0,0,0,0,0,0.0390919270386999,0,0,0.14896992702026,-0.0318220662619641,0,0,0,0,0.214282245221074,0,1.73472347597681e-18,0,0,0,0,0.419529451828322,0,0,0,0,0,0,0,0,0,0,0.207509303713698
X2880.TT.EQUITY,0,0,0.0348614001680676,0,0,0,0,0,0,0.0806057095855929,0,0,0,0.164051314603298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129564245002353,0.166193816436582,0.209504923055949,0,0,-0.186697001247417,0.0253331066882826,0,0,0,0.462444402503653,0,0,0,0,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0.0476127744696205,0,0,0,0,0,0,0,0,0.173103962839604,0,0,0.290897525122096,0.277585479435663,0,0,0,0,0,0,0.0208543941070103,0.328050605594118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28027314161212,0,0,0.0389722568341032,0,0.0456782901726374,0,0,0,0
X601838.CH.EQUITY,0.0595175388135705,0,0.0876693376722825,0,0,0,0,0,0,0,0,0,0,0.0691626426960423,0,0.04814294133535,0,0.0399428848435603,0,0,0,0.235198213434038,0,0.0927355289385948,0,0,0.42890430255016,0,0,0,0,0,0,0,0,0,0.0189609473159078,0,0,0,0,0.129257846446969,0,0,0,0,0,0,0.0681502856906252,0
X2883.TT.EQUITY,0,0,0,0.203113919180122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549780915636437,0,0,0,0,0,0.325105002812999,0.33426091641751,-0.103609869666085,0,0,0,0,0,0,0,0,0,-0.105943173319283,0.16479918439518,0,0,0,0,0,0.038355705947633,0,0,0,0.0683721353367487,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,-0.198285868732475,0,0,0,0,0,-0.0577556809657844,0,0,0,0,0,0.0377246346605447,-0.0580111498838248,0,0,0,0,0,0,0,0.0661007378790293,0.0902480202836644,0.333409298945282,0,0,0.00879914475791883,0,0,0,-0.115606615405974,0,0,0.088996164993558,0,0.368931571905382,0,0.111785341578845,0.129015089880025,0,0.247376448157246,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.0958309523404301,0,0.00843810172618536,0,0,0,0,0,0,0,0,0,0,0,0,0.0791071095875678,0,0,0,0.160635820195471,0,0,0,0,0,0,0,0,0,0,0,0.0967291659980807,0,0,0,0,0.148172360978428,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0.00732447219900221,0,0,0,0.016077770065352,-0.036112994330835,0,0,-0.255269398785333,0.0571011001194097,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0230781283266995,-0.192508879879048,0,0,0,0,0,0,0,0,0.742954427025848,0,0.134970006212799,0,0,0,0,0,0,0,-0.0658479493737974,0,0,0,0
X601211.CH.EQUITY,-0.152076006842122,0,0,0,0,0,0,0,0,-0.138731480842092,0,0,0,0,0,0,0,-0.0556012557546754,0.399986825898791,0,0,0,0,-0.419877752007589,0,-0.0456871198143146,0,0,0.445223652489273,0.0118560951498357,0,0,0,0,0.098293390673042,0,0,0,0,0.553240870871853,0,0,0,0,0,0,0,0.226144669137623,0,0
X2885.TT.EQUITY,0,-0.0698421274765941,-6.93889390390723e-18,0,0,0,0.0663833588767648,0,0,0,0,0,0,0,0,0.719697806586588,0,0,0,0,-0.0738832775634459,0,0,0,-0.0832649264434027,0,-0.0676341373436435,0,-0.20161618437636,0,0,0.660267791694053,-0.287933332732811,0,0,0,-0.0911064812596362,-0.0671892864571011,0,0,0,0,0,0,0,-0.0183800450013878,0,0,0,0
X600999.CH.EQUITY,0,0,0,3.46944695195361e-18,0.0387377790631587,0,0,0,0.197516179256974,0,0,0,0,0,0,0,0,0,0,0.0368903497186188,0.23486408907777,0,0,0,0,0,0,0,0.355029938784459,0,0,0,-0.0230485855158629,0,0,0,0,0,0.061381618778919,0.0831335500496571,0,0,0,0.033758705045806,0,0,0,0,0,0
X000166.CH.EQUITY,0,-0.0249339540870607,0,0.208632402216192,0,0,0,0,0.274424368322599,0,0,0,0,0,0,-0.181762669956191,0,0,0.169552999397402,0,0,0,0,-0.222941339668353,0,0,0,0,0.134912995257579,0,0,0,0,0,0,0,0,0,0,0.231426822809258,0.377145814488142,0,0,0,0,0,0,0,0.143006559359829,0.164384305871149
X601997.CH.EQUITY,0,0,0,0,0,0,0,0.306340187840821,0,0,0,0.193099892997359,0,0.172972174774425,0,0,0,0,0.132431825551938,0,0,0.145122483393236,0,0,0,0,0,0,0,0,0,0,0,0,-0.0996784738717318,0,0,0,0,0,0,0.0630924010534827,0,0,0,0.044534449349247,0,0,-0.211542433904115,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0618500836266025,0,0.395593581846631,0,0.0483269644923466,0,0,0,0,0,0,0,0,0.212993718197893,0,0,0,0,0,0,-0.221731441760135,0,0,0,0,0,0,0,0,0,0,-0.160426654677876,0,0.117563042626954,0,0,0,0.332742817919212,0,-0.289065808466866,0,0.346531470433353,0,0,0
X2887.TT.EQUITY,0,0.119786535137888,0,-0.537282433423141,0,0,0,0,0,-0.0302679394783799,0,0,0,0,-0.0438378699314172,0,0,0,0.0701461696524049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203447478281608,0.60950790442811,0,0,0,0.0948415121318903,0,0,0,0,0.079300003893519,0,0,0,0.522915932018465,0,0
X2801.TT.EQUITY,0,0,0,0,0,0,0.131813752886468,0.129399477154013,0,0,0,0,0,0,0,0,0,0,0.124585008000709,0,0,0,0,0,0.0652348125445627,0.117172760552913,-0.259016005568539,0,-0.554942963645913,0.188441153724352,0,0,-0.00199314051326162,0,0,0.249538091751216,-0.074364293125936,0,0.0371995934396901,0,0,0,0,0,0,0.0076787337853828,0,0,0.125469186913928,0
