,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.115119426494915,0.0778953693322557,0,0,0.0365679735023341,-0.172429757727652,0,-0.118698366100646,0.0353502419982686,0,0,-0.178394165173111,-0.286299422753654,0,0,0.0356160387323166,0.103141367650244,0.835029178139508,0,0,0,0,0,0,0.174360975651044,0,0,0.211325750968618,0,0,0,0,0,0,0,0,0,-0.15559330188691,0,0,0.152850498914809,0,0,0,0,-0.0613291407808303
X601939.CH.EQUITY,0,0,0,0,0.0583694321391487,-0.230781274966236,0,0,0,0,0,0,0,0,0.012244493780622,0.28083096605188,0,0,0,0,0.00241286305076953,0,0,0,0,0,0,0,0,0.120500158736648,0,0,0,0,0,-0.351663838282287,0,0.0128877157562329,0,-0.00360108413620454,-0.206048346207355,0,0,0.233917611360457,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0126039383074293,0,0,0,0,0,0,0,0,0,0.0674014072838085,0,0,0,0,0,0,0.102926047387552,0,0,0.160433787821242,0,0,0,0,0,0,0,0,0,0,0,0.0965517096217608,0.179992818512647,0,0,0,0.0969016569353657,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153258577900102,0,0,0,0.0720549936673586,0,0,0,0,0,0,0,0,0,0,-0.105119959916137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00518981338883356,0,0,0,0,0,0,0,0,0,0.118933470269976,0,0.134080695515005,0,0.00256538025722474,0,0,0,0,0.403047391124634,0,0,0,0,0,0,0,0,0,0,0.211031648263858,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.326065839750025,0,0.0236224897033763,0,0,0,-0.13536409674973,0,-0.182467448969718,0,0,0,0,-0.501118126243568,0,0,0,0,0.278123869609184,-0.0838500778279473,0.116070892592173,0,0,0,0,0,0,0,0,-0.130380773437744,0.00220780544752486,0,0,0.00944134112282968,0,0,0,0.119936667307746,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0581971294376299,0,0,0,0,0.265888534236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644259805639021,0.0102391644158931,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.13597866691014,0,0,0,0.280420608266216,0.0163994647783524,0.205959708089039,0.0525364921052381,0,0,0,0.0221730502376728,0,0,0,0,0,0,0,0,0,0,0.31070799768273,0.0839578073034714,0,0,0,0,0.016070395425141,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0907750567362475,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.049944493935393,0,0,-0.0123789465309678,0,0,0,0,0,0.0838692081661114,0.129947955914918,0,0,0.158335274711567,0,0,0,0.0743462667474826,0,0.186173401726483,0,0,0,0,0,0,0,0,0,0.402602363842359,0,0,0,0,-0.0663482034330923,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0459992351174447,0.0107968242271661,0,0,0,0,0.318150316788727,0,0,0,0,0,0,0,0,0.274665170596083,0.0359229207556389,0,-0.383612050526357,0,0,-0.177258817089334,0.0288981715538431,0,0,0,0,-0.0753610785586684,0,0,1.73472347597681e-18,0,0,0,-0.0389347948198634,0.331594008786577,2.71050543121376e-20,0,0.156125322314344,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0128943585031757,0,0,0,0,0,0,0,0,0,0.0188383878466109,0,0,0,0,0,0.194604289160871,0,0,0,0.147631714961626,0.23297154066949,0.0577231485998741,0,0,0,0,0.0538502360328678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22703827777145
X600000.CH.EQUITY,0,0,0,0.0109934086008301,0,0.0449287576812553,0,0.0490656656869531,0.0260990080565578,-0.0763199741524098,0,0,0,0,0.691169187501577,0.10247740182817,0,0,0,-0.0596279189994424,0.146717644234031,0,0,0.0551579338621137,0,0,0,0,0,-0.138114485869441,0.0158170006508092,0,0.0752629297411304,0,0,0,0,0,-0.159298980631565,0,0,0,0,0,0.0183222984778192,0,0,0,0,0
X601998.CH.EQUITY,0.163865452762035,0,0,0,0,0,0,0,0,-0.0848402613736377,0,0,0,0,0,0,0,7.18955710278233e-05,0,0,-0.114636771385326,0,0,0,0,0,0.0339037448727089,0,0,0,0,0,0.277751017481493,0,0,0,0,0.0172393723707194,0,0.212941613692084,0,0,0,0,0,0,0.0407734550342165,0,0,0
