,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.114874914432724,0,0.400633799553902,0,0,0.0165557155535696,0,0.219326414688465,0.0119310516337504,0,0.143885148581337,0,0,0,0,0,0.0748093089484589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640943496303233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476112732107643,0,0,0,0.0665419193973908,0,0,-0.116191947064,0,0.0431088756094222,0,0,0.392948426031361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309417661716942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637421178405112
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0
X601288.CH.EQUITY,0.412753318508538,0,0,0,0.399551507608138,0,0,0,0,0,0.065688958622469,0,0,0,0,0.0690443505136557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336955976354029,0,0,-0.0149542311108744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0303014101719296,0,0.341786486222156,0,0,0,0,0,0,0.195135798071433,0.0807132178373115,0,0.105296208868258,0,0,0,0.168625831094456,0,0,0,0,0,0,-0.0290914003918722,0,0,0.0388929560920663,0,0,0,0,0,0,0,-0.0117911136439852,0,0,0,0,0,0.0715942818006625,0,0,0,0,0,0,0.0329505659489303,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00741313906792685,0,0,0,0.0896453608479298,0,0.174079421650285,0,0,0,0,0.598042991742699,0,0.07457119031593,0,0,-0.450541603785744,0.443990814151363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21776014862346,0,0,0,0,0,0,0,0,-0.0166337876101056
X600036.CH.EQUITY,0,0,0.105100268158919,0,0,0.0708587367053235,0,0,0,0.0965769136393348,0,0.221155485660828,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.027805832164243,0,0,0,0,0.119632639532079,0,0,0,0,0,0,0,0.014395627229757,0.0323882990236161,0,0.0370476798585607,0,0,0.040652940019251,0,0,0,0,0.0744530283149137,0,0,0.257301171884704
X1299.HK.EQUITY,0.0522004431542181,0,0,0,0,0,0.05638093662893,0,0.0128477892433059,0,0,0,0,0,0.242272751740813,0.178691638454458,0,0,0,0,0.173624617882289,0,0.075955911263985,0,0,0.127571760742652,0,0,0,0,0,0,0,0,0.0640323214848045,0,0,0,0,0,0.0429432260672215,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0237804334377253,0,0,0,0,0,0.106586967211785,0,0,0,0.262306080208482,0,0.296371889448948,0,0,0,0,0,0,0,0,0,0,0,0.0575747877018706,0,0,0,0,0.126778039117382,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601658.CH.Equity,0,0,0,0.225823744945418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342466412380729,0.619598067805849,0,0,0,0,0,0,0,0,0,0,0,-0.0185314547155491,0,0,0,0,0,0.215819252266305,0,-0.562135257409575,0
