,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0217147348349575,0,0,0,0,-0.110569410679626,0,0,0,0,0,-0.0714435854821602,-0.273083583151884,0,0.127215070744778,0,0.046480529919231,0.81274752891303,-0.104174888066808,0.041952914940626,0,0,0,0,0.159065297833598,0,0,0.225549889497365,0,0,0,0,0,0,0.186422391164926,0,0,-0.404241373199459,-3.46944695195361e-18,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0130767991371898,0,0,0,0,0,0,0,0,0,0.000770921669642369,0.152977693072213,0,0.058172254327681,0,0,0,0,0,0,-0.0311557316432292,0,-0.0934546730112533,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160321383922809,0,0,0.137882176865174,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0490295386686827,0,0,0,0.0097541819460839,0,0,0,0,0,0,0,0,0.0192562757141014,0,0,0,0,0,0,0,0.192810553043166,-0.0229294324898745,0,0.182436836451507,0,0,0,0,0,0,0,0,0,0,0,0.0726090470264281,0.139498565823762,0,0,0,0.154023750281244,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0.0730178240871641,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.217106897976957,0,0,0,0,0.0181710502826091,0,0,0,0,0,0.165038506171869,0,0,0,0,-0.137564763862654,0,0,0,0,0,0.0373502910337293,0.229307414303736,0,-0.0138026463033691,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0890314255822529,0,0,0,0,0,0,0,0,0,0,0,0,0.107172227705262,0,0.124128274892828,0,0,0,0,0,0,0.511896314143829,0,-0.019526970184881,0,0,0,0,0,-0.0351572227515059,0,0,0.126821288006156,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.10016004254183,0,0,-0.0843124142785007,0,0,0,0,0,0,-0.436223426078707,0,0,0,0,0.12592863422441,0,0.165220880427126,0,0.0623469672127919,0,0,0,0,0,0,-0.0680627486692136,0.00689733259098075,0,0,0.0242587534870466,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112796881376024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127898032199202,0.0495585317567161,0,0,0.0629386690636015,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.236688732566235,0.0276589309591739,0.183888381493048,0.192124876567086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10744066221274,0.220256616451519,0,0,0,0,0,0,0,0.0299522317947229,0,0,0,0,0,0.0501764398779119,0,3.46944695195361e-18,0,0,0.0888800017880957,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0705278744698197,0,0,0,0,0,-0.0685736353032146,0,0,0.379866568613827,0.14851080181752,0,0.3125269874189,0,0,0,0,0.0645437138617806,0,0.241106816067034,0,0.0735411568114967,0,0,0,0,0,0,0.0401518309614435,0,0,0,0,0,-0.0267440088706275,0,0,0,0,-0.0492106567628877,0,0,0,0
X267.HK.EQUITY,0,0,0.176240230965557,0,0.0716745615830784,0.0781622519855804,0,0,0,0,0.175458542432305,0,0,0,0,0,0,0,0.392605037065229,0,0.128574696362156,0,-0.4317127997443,0,0,0,0,0,0,0,0,-0.0614692184807135,0,0,0,0,0,0,-0.175556772699999,0.398807426021621,0.000731150887623412,0.040935015316222,0.0643256814430373,0,0,0,0,3.46944695195361e-18,0,0
