,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.564492316945988,0.0483195419877668,0.0304761119133527,0,0.0660790649961698,0,0,0,0,0,0,0.0467709218340795,0,0,0,0.0178984080961313,0.0615043876394524,0,0,0,0,0,0.0680747359381265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0855347075783434,0,0,0.0574258745268191,0,0,0,0,0,0,0,0.215261535777989,0.0415579263656033,0,0,0,0,0,0,0,0.0938636830415162,0,0,0,0,0,0,0,0,0,0.120524843606442,0,0,0.297964707751152,0,0,0,0.031116826033159,0,0.0325703026662872,0,0,0
X601939.CH.EQUITY,0.342746197764744,0,0,0.147091518241798,0,0.186478131177267,0,0,0,0.0492225812635288,0.0956839935240571,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00106218013704678,0,0,0,0,0,0,0,0,0,0,0,0,0.0604361651849197,0,0,0,0.0109912285587347,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.229770594989652,0,0.0429801164819611,0,0,0.14837626219576,0,0,0,0.243325976983144,0,0,0,0,0,0,0,0.185202656712491,0,0,0,0,0,0,0,0.0330742507986179,0,0,0.0915668626524205,0.0795331616216568,0,0,0,0,0,0,0,0,-0.0349587284322306,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.439530086386756,0,0,-0.0311109536862273,0,0,-0.282560176018795,0,0.115032667464568,0,0,0.650691567627227,-0.247319482498927,-0.132572429353917,0,0,0,0,0.19564893803504,0,0.148074238943002,0,0,0,0.0395012241612579,0,0,0,0,0,0,0.222564175290271,0,0,0,0,0,0,0,0,-0.566452516435383,-0.0201616148855993,0,0
X601988.CH.EQUITY,0.059322278965792,0,0.330960701923326,0,0,0,0,0,0,0,0,0,0,0.0132126941737076,0,0,0,0,0,0,0,0.210096845222954,0,0,0.0804010666591036,0,0,0,0,0,0,0,0,0.0882331317129383,0,0,0,0,0,0,0,0.162002417633789,0,0,0,0,0,0.0946603419792141,0
X600036.CH.EQUITY,0,0.140955389236578,0,0,0,0,0,0,0.0579931489838577,0,0.143568252169485,0.00566950473896423,0.219287054205186,0,0,0,-0.0548175299960778,0,0.0757533076027754,0,0,0,0,0,0.298847706063568,0,0,0,0,0.116343334195369,0,-1.38777878078145e-17,0,-3.46944695195361e-18,-0.0367405322537915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417953573229352
X1299.HK.EQUITY,0,0,0,0,0,0,0.243488743569705,0,0,-0.156295119044591,0,0,0,0.0783792410089897,0,0,0.0336285153339446,0,-0.109797527309623,0,0,0,0,0.229121135157737,6.93889390390723e-18,0.0697913575125959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574586888290163,0.268042250954175,0,0
X601628.CH.EQUITY,0,0.0330990274861682,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.010163734626226,0.199247664996487,0,0,0.0263976638469663,0,0,0,-0.0132165399952845,0,-2.77555756156289e-17,0,0,0,0,0.177453412114917,0,0,0,0,0,0,0.246988027901439,0,0,0,0,-0.00948533413209698,0,0,0.190897578248791,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.107252963677469,0,0,0,-2.77555756156289e-17,0.0368579154389745,0.00708221561161845,0,0,0,0,0.161999263448895,0,0,0,0,0,0,0.0114290236523424,0.00896523562698903,0.0428055543664298,0,0.0346176060450916,0,0,0.0524230260677205,0,0,0,0,0.100785069922339,0,8.67361737988404e-19,0,0,0.0153640548734056,-0.0365277091765508,0,0.224673096624704,0.209642800194751,0,0,0,0,0,0,0,0
