,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,-0.078313850478045,0,0,0,0,0.203134692883458,0,0,0,0,0,0,0,0,0.0348849054852573,0,0,-0.310015866574516,0,0,0,0,0,0,0,0,0,0,-0.338107159098617,0,0,0.0836548307080964,0,0.769824255672014,-0.185232587822197,0.267434662911323,0,3.46944695195361e-18,0,0,0,0,-0.0134469991480037
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399
X601939.CH.EQUITY,0.410177922147755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223757233038272,0,0,0,0,0,0.100841986074192,0,0,0,0,0.139302839678201,0,-0.155549541233989,0.0693607298367464,0,0,-0.106236649558565,0,0,0,0.445025327633888,0,0,0,0,0,0.0862585522672728,0,0,8.67361737988404e-19,0
X601288.CH.EQUITY,0,0,0,0,0,0.0650764374002897,0,-0.182422429440863,0,0,0.403556253895741,0.423290599445669,0,0,0,0,0.128985376475755,0,0,0,0,0,0,0,0,0,-0.0489046740392333,0.000326901219326002,0,0,-0.486512914623393,0,0,0,0,0,0,0,0,0,0,0.0747181197812608,0,0,0,0,0.0209804046192934,0,0
X5.HK.EQUITY,-0.13677980850411,0,0,0,0,0,0,0,0,0,0.0367879245922133,0,0,0,0,0.22336372135953,0,0.288907901278823,0,0.0716572877355063,0,0,0,0.483027971766607,0.0144274411892192,0,0,-0.0397809434631952,0,-0.270446822797963,0,0,0,0,-0.00437074684680721,0,0,0,0,0,-0.1383331197035,0,0.190401002293816,0,0,0,-0.106739604166082,0,-0.132808249552675
X601988.CH.EQUITY,0.223404343191386,0,0,0.759491863259372,0.16503311402293,0,0,0,0,0,0.111737916999891,0,0,0,0.111762444846362,0,0,0,0,0,0,0,0.0130415560503159,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.105905795055788,0,0,0,0,0,0,0,0,0,0.000305425407105476
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0
X1299.HK.EQUITY,0,0.0422564910697249,0,0,0.0967428052842228,0,0,0,0,0,-0.109351445643346,0,-0.00827200862230431,0.127199883007617,0,0,0.217989990750798,0,0,0.0407630816105627,0,0.12444176317742,0,0,0,0.0299712749524971,0,0,0,0,0,0.221038140341486,0,0,0,0,0,0,0,-0.0778798245924607,0,0,0,0,0,0,0,0.200476766580922,0.0343414199320798
X601628.CH.EQUITY,0,0.058295488666355,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.011776270123354,0,0,0,0,0,0,0,0,0.136824961621577,0
X601328.CH.EQUITY,0,0.182344783125647,0.296317888585964,0.0311069982569362,0,0,0.468156466206147,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.109776526271409,0,0,0,0,0.187734391336613,0.299278360057484,0,0,0,0,0,0,0,0,0,0,0,0,-0.103323118831879,-0.11736582126906,0,0,0,0,0,0,-0.504546253770253,-0.0135363619841149
X601166.CH.EQUITY,0,0,0,0.255511759894772,0,0.227399819524656,0,0,0.143002098807349,0,0,0,0,0.338315816108782,0,0,0,0,0,0,0,0,0,0,0,-0.0111662922860982,0,-0.0111864883882262,0,0,0,0,0,0.136329879575669,0,0,0,0,0.27612370041836,0,0,0,-0.0589781241911956,0,-0.133505926225044,0,0,0,0
X601319.CH.EQUITY,0,0.0205012568126877,0,0,0,0,0,0,0.390211687465362,-0.0253784457438217,0,0,0,0,0,0,0,0,0,0,0.172433058591708,0,0,0.243109950441615,0,0,0,0,0,0,0,0,-0.0804416883087999,0,0,0,0,0,0,0.0662841970206696,0,0.239693863979472,0,0,0,0,0,0,-0.136980888277881
X600000.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0.109970014998563,0.551147948048384,0,0,0.0612104583176041,0.0432163033260931,0,0,0.339949553721137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865426874424224,0,0,0,0.0920060200510908,0,0,0,-0.397368411210605,0,0,-0.035857802894071,0,0,0.0725973419637546,0.155454478028438,0,0,0,0
X601601.CH.EQUITY,0,0.323258919032318,0,0,0,-0.159587278963766,0,0,0.277761053570763,0,0,0,0,0,0,0.193474163796593,0,0,0,0.0744189794170723,-0.11280117584857,0,0,0,0,0.117629086170972,0,0,0,0,0,0,0,-0.00159776910914611,0,0,0,0,0.0853794811391399,0,0,0,0,0,0,0,0,0,0
