,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-0.213478953683286,0,0,0,0,0,0,-0.0562851056838431,0.165914998441872,0,0,0,0,0,0,0,0,0,0,0,0,-0.209951616056567,0,0,0,0,-0.170274265343778,0,0,0,0,-0.237409260115298,0,0,0.0560441549789197,0,0.734081443203322,0,0.330795522449609,0,0,0,0,0,0,-0.0182596844060261
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0
X601939.CH.EQUITY,0.41044631181777,-0.0866942701831859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302911246196305,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0863917038369729,0,0,0,0,-0.238921872475754,-0.143363013522727,0,0,0.532474783947216,0,0,0,-0.0275866890091064,0.131104495844502,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0317004758448216,0,-0.11725860323154,0.131045082477551,0,0.557270028850695,0,0,0,0.087780476227874,0,-0.206781798308794,0,0,0,-0.0644735036848355,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.791352997342162,0,0,0,0,0,0,0,0,0,0,0.388162506474923,0,0,0,0,0.212192397283747,0,0
X5.HK.EQUITY,-0.154883784389979,-0.104884769881957,0,0,0,-0.0463787311689042,0,0,0,0,0,0,0,0,0,0.304265004568192,0,0,0,0.294370805128689,0.0470901597138782,0,0,-4.33680868994202e-19,0.417773551321536,0,0,0,0,0,0,0,-0.0247992088984697,0,0,0,0,0,0,0,-0.172813378873594,0,0.183114591342444,0,0,0,-0.0188787626789951,0,0
X601988.CH.EQUITY,0.137199892372589,0,0.0150896683962903,0.399146681941266,0,0,0.0352513402913118,0,0,0,0.177707180884756,0,0,0,0,0,0.196953333118443,0.148943555985174,0,0,0,0.0352989213672535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892543796231815,0,0,0,0.123113313949286,0,0,0,0,0.0907772598494112,0.16255383044458,0,0,0,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923594505362469,0.0139393372590459,0,0,0,0,0,0.0248259934922324,0,0,0,0,0.144024434810956,0.222458938869273,0,0,0,0,0,0,0,0,0,0,0.0237302251355537,-0.00253847172510744,0,0,0.0207299479341063,0,0.304970223566775,0,0,0,0,0,0,0,-0.104674884824062,0,0,0,0,0,0,0.077808914524481,0,0
X601628.CH.EQUITY,0,0.032339077385425,0.00606687053217772,0.0454416540462224,0,0,0,0,0,0,0.0157577818527163,0,0,0.326612459111581,0,0,0,0,0,0,0,0,0.0763872107559105,0.00737397263730778,0,0,0,0,0,0,0,0,-0.0460520946425575,0,0,0,0.0556445008112143,0.230341443228415,0,0,0,0,0,0,0,0.131478576345372,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608272622404398,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.279069350049245,0,0,0,0,0.0522835815780189,0,0,0,0,0,0,0,-0.0361328124024532,0,0,0,0,0,-0.0559074510615456,0,0,0,0,0.0428315678653086,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.23047556916174,0,0,0,0,0,0,0,0,0,0.549880264657294,0,0,0,0,0,-0.0919626981982407,0,0,0,0,0,0,0,-0.0213732134704348,0,0,0,0,0,0,0,0,0,0,0.177483631145054,0,0,0,0,0,0,0,0,0,0
