,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.181362540591134,0,0,-0.0450691933868409,0,0,0,0,0,0.494432834169602,0,0,0,0,0,0,0,0,0,0,-0.148232921018431,0,0,0,0,0,0,0,0,0,0,-0.285138764759378,0,0,0,0,0.700102651835119,0,-0.151379007472033,0.0594198628164423,0,0,0,0,-0.0393436842219451,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.163448810556003,0,0,0.0261049764222075,0,0,0,0,0.0592519618152059,0,0,0,0,0,0,0,0.121736578583581,0,0.033924863186676,0,0,0,0,0.0581264575325668,0,0,0,0,0,0,0,0.59124536898122,0.0224462064258166,0,0.0194296086401646,-0.077388451472544,0,0,0,0,-0.0400772302044024,0,0
X601939.CH.EQUITY,0.315147900664026,-0.0644482524174215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.118483517486666,0,0,0,0,0.155437409486242,0,0.0992474305236409,0,0,0,-0.366771291892557,0,0,0,0.603649116035128,0,-0.0269820848432298,0,0.0146492910030641,0,0,0,0,0,0.0828866304967268
X601288.CH.EQUITY,0,0,0,0,0,0.341109926969694,0.00953973245968017,0,0.292991829818491,0.0550746157788419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145218238996606,0,0,0,0,0,0,-0.0229290790203127,0,0,-6.93889390390723e-18,0,0,0.0749988296007336,0,0,0.132102605935446,0,0,0,0,0
X5.HK.EQUITY,-0.230662683872971,-0.0652652441835773,0,0,0,0,0,0,0,0,0,0,0,0,0.197175512182899,-0.0466578981545195,0,0,0,0.115561310583397,0.207222165013487,0,0,0.494895016256846,0,0,0,0,0,-0.114437139212265,0,0,0,0,-0.0354100499769306,0,0,0,0,0,0.209992641302641,-0.0859159982052941,0,0,0,0,0,-0.12609431029321,0
X601988.CH.EQUITY,0.0833091045595796,0,0.0711774581729426,0.710511226615681,0,0,0,0,0,0,0.0893210777878803,0,0.0364690688047798,0,-0.134855194092865,0,0.11417003125577,0,0,0,0,0.0153047155372194,0,0,0,0,0.120549651337624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00990769723114945,0
X600036.CH.EQUITY,0,0.464707210411301,-0.0186204504011433,0,0,0,0,0,-0.128591813677634,0.610395852384176,0,0,0,0,-0.129884976587402,0,0,0.0180516158628993,0,0.0972192903476106,0,0,0,0,0,0.106988291705057,0,0.0556806459697696,0,0.328922121667209,0,0,0,0,-0.229511998908761,0,0,0,-0.0623300631483312,0,0.170416093779567,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0628725373159119,0,0,0,0,0,0.297765202806108,0.194146008917057,0,0.0747403643252558,0,0,-0.0980399368370771,0,0.228071628735436,0.154338679047835,-0.0976344426067055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464537388362347,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.104316844157746,0,0,0,0,0,0,0,0,0,0,0,0.261143971782808,0,0,0,0.0186568115045199,0,0,0,0,0,0,0.136166868937363,0,0,0,0,-0.0437213688949564,0,0,0,0,0,0,0.0643905403353584,0.244204410690871,0,0,0,0,0,0,0,0,0,0,0.0743297481317296
X601328.CH.EQUITY,0,0.237844806003189,0.169397467721448,0.349035175803375,0,0,0.262810750506199,0,0,0,0,0,0,0,0,0,0,0.130564787286695,0,0.102928782160266,0,0,0,0,0,0,0.400484949993515,0,0,0,0,0,0,-0.129743270558005,0,0,0,0,0,-0.148436933192514,0,-0.235080754483243,0,-6.93889390390723e-18,0,0,0,-0.0431952330433451,-0.267667786117936
